rownames(count)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ACYP2	208	170	171	248	238	168	0.446069198260803	0.67445030916551	8877	0.153486784608177	0.201430298650653	198.107391669995	0.761984595348161
ADA	214	152	153	152	173	108	0.12938481063669	0.321032807974496	4901	-0.355343682299879	0.234313297189583	157.447242309732	-1.51653229484612
ADA2	5	0	3	6	2	11	0.38218080174543	1	8171	1.21403819276803	1.38924227131762	4.42671214306205	0.873885151519743
ADAD1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAD2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAL	523	417	398	532	373	427	0.510797248779403	0.725526212489626	9612	-0.0995587781246407	0.151397904493087	441.631036616333	-0.65759680398474
ADAM10	671	491	658	727	748	572	0.569881367945214	0.769333220439301	10395	0.0738694410266917	0.130000056476384	638.063536672539	0.568226222579457
ADAM11	67	35	39	57	64	36	0.869293130365652	0.942766633331204	13855	0.067157250340076	0.408110773127137	48.8390014166815	0.164556426250367
ADAM12	24	14	30	12	11	32	0.571508783609066	1	10414	-0.371054327683963	0.655769013263053	20.6194288361381	-0.565830833996909
ADAM15	48	62	54	54	26	70	0.604642270879898	0.792798640134167	10740	-0.22165291594162	0.428119330009366	52.5879408129133	-0.517736295478111
ADAM17	659	592	668	804	870	712	0.0490462513321061	0.164226290835593	3495	0.216572707723011	0.110036518602705	711.04099572933	1.96818938360785
ADAM18	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM19	17	30	41	17	10	25	0.158538525902218	1	5317	-0.860081846260239	0.609985429861727	23.7373593604058	-1.41000391838081
ADAM2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM20	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM21	7	18	3	1	1	0	0.0112628222993738	1	2240	-3.94348557843834	1.55596126474923	5.20489693587957	-2.53443685763855
ADAM22	140	189	153	165	122	149	0.300731830905804	0.539793278419105	7176	-0.249536333228996	0.241129292759438	153.182365108869	-1.03486528066893
ADAM23	103	101	88	59	79	82	0.096328346363835	0.262756436115797	4385	-0.498257166788965	0.299627769914625	85.5607519941655	-1.66292051945297
ADAM28	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM29	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM30	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM32	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM33	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAM7	0	0	0	1	0	0	0.832014989074624	1	13446.5	0.865541679578049	4.0804728567969	0.153551813769926	0.212117984839993
ADAM8	40	42	44	22	17	26	0.0273155283058002	0.108457690896166	2909	-1.04896963400986	0.475296614180425	32.1476577922643	-2.20697897421096
ADAM9	127	70	69	109	134	107	0.283085516493051	0.521236078717757	6949	0.315984264730696	0.294373221678459	101.105683023795	1.07341375322462
ADAMDEC1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAMTS1	1782	1413	1782	3217	2929	2932	4.39164506439839e-23	8.55292137892747e-21	57	0.773481162691025	0.078171691917374	2306.78209072141	9.89464528295716
ADAMTS10	16	2	9	0	0	3	0.0374435597341038	1	3204	-3.18260729374512	1.52944189510988	4.99813985890711	-2.08089454324544
ADAMTS12	0	0	0	2	0	0	0.672877139662776	1	11635	1.70687919259077	4.04279644203747	0.307103627539851	0.422202605810781
ADAMTS13	0	0	0	6	0	0	0.355083024370175	1	7862.5	3.28728247946199	3.554684044417	0.921310882619554	0.924774871236448
ADAMTS14	0	0	0	0	0	5	0.389961211910893	1	8260	3.15857181504905	3.67409209485858	0.847981932858665	0.859687708827185
ADAMTS15	105	95	43	75	34	44	0.0609931601371791	0.189952143684417	3781	-0.765151860573733	0.408397901695455	65.8061891606813	-1.87354503389273
ADAMTS16	11	10	5	3	1	0	0.0377278249693187	1	3213	-2.81793664400058	1.35621197871306	5.05554838841881	-2.07779955363216
ADAMTS17	228	126	284	292	324	349	0.0285887422181141	0.11230135433945	2946	0.512610021018145	0.234163512548566	264.200350026419	2.18911142662257
ADAMTS18	67	79	50	60	67	64	0.694384990004613	0.848128420112676	11880	-0.13493615738571	0.343426506075159	64.3938485756173	-0.3929113070736
ADAMTS19	210	188	239	256	204	243	0.809764859525197	0.910648637829494	13178	0.0465410736522281	0.193333576090118	222.12885591071	0.240729389035529
ADAMTS2	115	74	80	79	72	107	0.659614970937453	0.826827663999171	11452	-0.136674736472395	0.310310692779295	87.4026328724745	-0.44044481757386
ADAMTS20	63	29	35	51	65	31	0.776351026054785	0.892390087185112	12728	0.125232988172652	0.440841000381312	44.8065393309449	0.284077452107063
ADAMTS3	58	44	53	56	43	88	0.621487385242501	0.803158984556944	10953	0.193317145086138	0.391533600433967	56.8130211048113	0.493743435740559
ADAMTS4	1	15	7	2	2	0	0.0687149274990352	1	3921	-2.69185429289793	1.478805581737	4.71689293408931	-1.82028951347079
ADAMTS5	0	5	0	0	0	0	0.350570741479546	1	7800.5	-3.34559565526072	3.5839927814184	0.902981225171847	-0.933482810737322
ADAMTS6	49	42	59	38	75	62	0.736084189697635	0.871366612096033	12307	0.133286656374945	0.395458446942297	53.9629929941842	0.337043392056798
ADAMTS7	7	3	0	0	0	3	0.425647317311084	1	8652	-1.73076989255024	2.17252704022849	2.16802928095809	-0.79666207163443
ADAMTS8	63	51	89	61	36	47	0.11829527819857	0.301745377592445	4741	-0.595299610700208	0.381121256855617	57.8761152010013	-1.5619690583822
ADAMTS9	21	35	10	42	34	32	0.277203278418191	0.515104384620077	6868	0.599620466283475	0.551819945391051	28.6873580868219	1.08662340187532
ADAMTSL1	7	12	12	3	10	6	0.383508944520073	1	8181	-0.81222022254554	0.932033954631017	8.44648611634006	-0.871449176835076
ADAMTSL2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAMTSL3	0	2	1	0	3	0	0.955777047482402	1	14689	-0.160429417092242	2.89303570933343	1.01157992191595	-0.0554536594811704
ADAMTSL4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAMTSL5	5	5	23	49	43	16	0.025086525098748	1	2823	1.58085572278218	0.705717818400498	22.7766496259413	2.24006774600813
ADAP1	43	42	17	29	50	49	0.615119201878348	0.798647749713631	10855	0.245689820501317	0.488663015589868	38.1106982820594	0.502779651135953
ADAP2	222	174	172	229	220	171	0.875823004983066	0.946506150537093	13918	0.0307908710136937	0.197040837289079	195.977869005596	0.156266444242319
ADAR	2468	2265	2225	2383	1965	1988	0.00172366564907706	0.0132601610328513	1450	-0.232520295094152	0.0741898258907591	2206.67997995205	-3.1341264425735
ADARB1	168	166	281	212	295	216	0.584448097798143	0.778912516460418	10548	0.131021178892356	0.239571054582683	221.884415852801	0.546899036365586
ADARB2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADAT1	546	569	504	612	622	551	0.732569225390564	0.869201685662746	12279	0.0414564621830865	0.121320637447759	564.071948288988	0.341709894171449
ADAT2	213	239	227	282	325	222	0.333002661446588	0.569769196165009	7598	0.182647675881064	0.188669337707017	249.328865042212	0.968083516383016
ADAT3	64	50	63	38	103	41	0.894348564476085	0.953227068377032	14121	-0.055761322771504	0.419877525933655	59.3783291888076	-0.132803780453624
ADCK1	102	49	71	97	100	119	0.16628155358629	0.377482929726259	5432	0.435254853838341	0.314433432771018	88.475568956795	1.38425119111081
ADCK2	439	423	374	466	484	271	0.486298771255783	0.706042722954544	9345	-0.124104076834199	0.178257261835635	406.109965267629	-0.69620769194038
ADCK5	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADCY1	203	234	298	174	161	202	0.0121688242667346	0.0605588260359601	2281	-0.551609572722078	0.220009284459559	213.276963016325	-2.50721043012834
ADCY10	22	7	16	18	6	11	0.567297780977323	1	10368	-0.443283052194537	0.774921989919463	13.154850502169	-0.572035711930961
ADCY2	0	0	0	0	0	7	0.260801631763013	1	6687.5	3.64426138032203	3.24078829222041	1.18717470600213	1.12449844041654
ADCY3	186	207	348	137	175	172	0.0050834463546808	0.0310403399248139	1841	-0.714819162284906	0.255137851006331	205.881100283685	-2.80169782517753
ADCY4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADCY5	28	14	15	9	22	32	0.891336823013689	1	14088	0.0900822337673778	0.659397978992084	19.9175123576758	0.136612844802879
ADCY6	39	32	25	21	41	18	0.492237827398353	0.711501578378791	9405	-0.358015873309232	0.521316115520978	29.1528851413521	-0.686753895861149
ADCY7	80	43	38	49	27	61	0.496129443309666	0.714603757288528	9446	-0.300128921773147	0.440981894647814	49.3311418359078	-0.680592390335757
ADCY8	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADCY9	339	303	387	213	254	269	0.00137455393735113	0.0111379001887116	1376	-0.574880680727074	0.179653486388402	295.105526967363	-3.19994168932636
ADCYAP1	1	0	0	0	0	0	0.795414167036932	1	12991.5	-1.05801167206444	4.0804728567969	0.159635912305683	-0.259286535946954
ADCYAP1R1	13	17	1	13	6	9	0.796641968657026	1	13030	-0.248787147613993	0.965430942028839	9.7938318793814	-0.257695436082844
ADD1	1236	986	948	1059	970	814	0.0147585263335438	0.0693625744405884	2419	-0.252073086205362	0.103382751055025	995.578772789504	-2.43825090387851
ADD2	561	448	583	603	496	487	0.444409638712108	0.672907082185343	8861	-0.101986310238255	0.133355861092534	526.223269353434	-0.764768112947713
ADD3	1586	1568	1757	1642	1865	1587	0.609950887447776	0.795560890737022	10805	-0.0461030726491777	0.0903727420613021	1660.51831752724	-0.510143563176437
ADGB	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRA1	0	0	3	2	0	4	0.712359322467434	1	12062	0.910999791833538	2.47091462382714	1.5101503779042	0.368689303567483
ADGRA2	47	19	32	8	14	11	0.00722451126079747	1	2008	-1.64227209736594	0.611347729518939	21.8435791711276	-2.68631421704669
ADGRA3	414	264	432	346	371	255	0.12493927804386	0.312938339632986	4837	-0.286803256779035	0.186919537954008	344.49744090354	-1.5343674605573
ADGRB1	6	5	6	18	0	19	0.344000215251184	1	7724	1.0390383813192	1.09801155435782	8.89638309988236	0.94629093582434
ADGRB2	57	17	18	32	27	12	0.458545559786243	1	9013	-0.450021520400887	0.607116645730578	26.5456683453637	-0.741243916742475
ADGRB3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRD1	0	0	0	0	0	5	0.389961211910893	1	8260	3.15857181504905	3.67409209485858	0.847981932858665	0.859687708827185
ADGRD2	0	0	0	0	2	0	0.665446424004393	1	11521.5	1.74655966550808	4.03916696799483	0.317000242547602	0.432405909274686
ADGRE1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRE2	7	2	2	9	3	0	0.987434385998331	1	15022	0.0236938806747262	1.50443902445314	3.68588470001086	0.0157493127269408
ADGRE3	93	77	79	34	74	92	0.29912655770273	0.538159321641814	7160	-0.390469302413469	0.376062978651157	75.1207672931517	-1.03830827435868
ADGRE5	415	268	283	317	287	287	0.238802607547358	0.467869351638408	6434	-0.202226107162656	0.17167121510811	306.981360244107	-1.17798494660449
ADGRF1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRF3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRF4	8	6	8	11	15	4	0.711762675728144	1	12056	0.33852617740174	0.916198982555398	8.50471862972125	0.369489798446999
ADGRF5	0	12	0	7	0	0	0.790335818638195	1	12845	-1.0071932525341	3.78822725327931	3.24201763680191	-0.265874559574592
ADGRG1	6	0	0	0	0	6	0.978608727884871	1	14905	0.0662601177195948	2.4711756480407	1.9753937932645	0.0268131962906522
ADGRG2	17	21	0	26	12	2	0.956212478953946	1	14693	-0.0576660236770766	1.05024720518761	12.7398730413655	-0.0549070955792504
ADGRG3	4	0	4	0	9	7	0.545929547753441	1	10097	0.956093414055998	1.58327480610644	3.95176771879229	0.60387079385619
ADGRG4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRG5	0	3	0	0	0	0	0.513557216526792	1	9653.5	-2.60712243542668	3.99064334020443	0.541788735103108	-0.653308805916273
ADGRG6	158	159	193	89	101	134	0.00380600396141286	0.024607134522798	1732	-0.744582034978908	0.257301779092639	140.091020708533	-2.89380834289074
ADGRG7	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRL1	3	0	0	0	0	0	0.541006114290282	1	10005	-2.44545671867252	4.00047060884828	0.478907736917049	-0.611292259781544
ADGRL2	422	524	565	424	559	470	0.330923657071135	0.568255841153586	7568	-0.159295225935785	0.163840978159121	494.227819344805	-0.972255095920379
ADGRL3	139	63	94	74	64	69	0.0670144877062352	0.203506884758728	3886	-0.593505481566202	0.324040719311657	83.2153322960282	-1.83157685499204
ADGRL4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADGRV1	485	438	548	504	453	495	0.404282902141439	0.636407330781638	8434	-0.114335221344918	0.137093151120889	485.503566501533	-0.833996595818977
ADH1A	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADH1B	0	0	0	0	7	0	0.284343554736444	1	6961.5	3.55263347378965	3.31831768967222	1.10950084891661	1.07061282433768
ADH1C	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADH4	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADH5	1440	999	1277	1306	1179	1124	0.185928586065754	0.403697204297057	5699	-0.133033938506385	0.100576056551897	1211.65879865043	-1.32271977115885
ADH6	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADH7	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADHFE1	2	12	22	20	12	15	0.759023561538432	1	12542	0.253473114444453	0.826282455704998	13.8509257908516	0.306763277731929
ADI1	6	0	0	0	5	7	0.597705003885205	1	10687	1.02471343588495	1.94183484664229	2.93749078620523	0.527703701299223
ADIG	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADIPOQ	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADIPOR1	706	541	490	595	573	467	0.17901952112056	0.394495674615635	5606	-0.180221697984253	0.134115473278559	557.485597196043	-1.34378005444555
ADIPOR2	0	1	4	0	10	0	0.688416090178382	1	11816	0.856777602006779	2.13657330714166	2.4651457298756	0.401005478793044
ADIRF	0	0	3	0	3	2	0.804810463659495	1	13117	0.637297326076122	2.57883224215065	1.33935434104228	0.24712632161937
ADK	1988	1745	1985	2192	2251	2036	0.236260726227711	0.465322179523602	6386	0.0844513615571976	0.0713039823588462	2018.31506311095	1.1843849216189
ADM	234	309	218	286	252	250	0.77801842077798	0.893072830628963	12744	-0.0547381561259908	0.19417420443826	257.541369966905	-0.28190230666502
ADM2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADM5	26	4	13	9	12	27	0.873408448338419	1	13893	0.126888852153221	0.796387432746668	15.0095208010724	0.159330555626164
ADNP	921	780	746	1163	1215	1032	6.16146096108702e-05	0.000930590178626218	736	0.38439312053382	0.0959414081019594	964.537376811713	4.00654032641792
ADNP2	927	750	936	1401	1433	1075	7.05007602987904e-06	0.000147583577468888	530	0.482478266956144	0.107404250835382	1071.69685059693	4.49217105657797
ADO	1009	825	908	1239	1169	1067	0.0056536263971674	0.0335747308310751	1892	0.247007358615841	0.0892618555063373	1025.35867893927	2.76722186890126
ADORA1	28	14	19	4	18	4	0.0952198792483405	1	4364	-1.31595498352107	0.788713439166691	14.4666022518256	-1.66848302332902
ADORA2A	54	35	29	27	21	12	0.0386496693599625	0.139012488294528	3236	-1.07136556576706	0.518094152741245	29.5224909708568	-2.06789742771356
ADORA2B	70	83	86	99	107	110	0.28639933814784	0.525246828478303	6985	0.303678168860347	0.28486196356474	92.0210351118797	1.06605376534004
ADORA3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADPGK	1128	936	959	1069	976	1002	0.376286672403429	0.61078496130289	8105	-0.0810748102715051	0.0916349175426663	1005.60267929788	-0.884758915549367
ADPRH	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADPRHL1	46	40	54	66	32	44	0.843404162837807	0.9289974893633	13611	-0.0816939940915025	0.413554524786168	46.6796680395626	-0.197541047661715
ADPRM	86	64	131	270	271	184	2.01479537148597e-06	4.94828394222693e-05	452	1.2633666391436	0.265863641427789	163.815311764148	4.75193460963238
ADPRS	531	502	530	702	685	638	0.0142291026293599	0.0675175826934574	2395	0.276158228819234	0.112652028142413	592.684581467055	2.45142704816747
ADRA1A	3	0	0	0	0	0	0.541006114290282	1	10005	-2.44545671867252	4.00047060884828	0.478907736917049	-0.611292259781544
ADRA1B	12	0	0	0	0	0	0.105815905956346	1	4543.5	-4.44161166389376	2.74633140968532	1.9156309476682	-1.61728903082483
ADRA1D	0	3	8	0	0	0	0.0712662334675051	1	3962	-4.45152680668319	2.4678916444651	1.94088527930955	-1.80377725118804
ADRA2A	7	1	7	11	9	10	0.360979958026963	1	7927	0.924802331659638	1.0123732418697	7.33379201600551	0.913499382847838
ADRA2B	2	0	3	0	0	0	0.32690643617216	1	7522	-3.25487140774861	3.32006393269113	0.843933028688781	-0.980364075432224
ADRA2C	225	258	186	208	315	211	0.878370476485001	0.947277310326199	13958	0.0331896798321034	0.216876044132363	232.692059172473	0.15303525091894
ADRB1	46	24	3	51	14	30	0.66605376430673	1	11537	0.307940535212125	0.713535085555398	27.3402588482151	0.431570277966684
ADRB2	24	16	13	8	37	15	0.888596197549072	1	14057	0.0971586983373289	0.693590697212117	18.6311984960878	0.140080740309606
ADRB3	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
ADRM1	2257	1675	1914	2394	2201	2199	0.102600970666693	0.274253160455324	4492	0.126438489485729	0.0774568699623345	2086.93507586796	1.63237282305899
ADSL	1729	1615	1606	1588	1865	1627	0.494670578743314	0.713716934576232	9429	-0.0575740974221429	0.084308346908717	1663.91838675097	-0.682899137904815
