,log2FC_total,padj_total,log2FC_trap,padj_trap,gene,regulation,plot_order
NCAPG,-0.241382505288424,0.166000854909139,-0.0528293835470983,0.889453024874904,NCAPG,ns,0
NCAPG2,0.0103436747913302,0.975911171824748,-0.0702644851317926,0.851386951481624,NCAPG2,ns,0
NBPF3,-0.110955066511153,0.657914271778009,-0.185866439629564,0.0413208987591763,NBPF3,ns,0
NAXE,-0.0922216255805055,0.724547114198845,-0.10246818782376,0.767866783143058,NAXE,ns,0
NAXD,0.232529528874086,0.28837130277086,0.347114600225138,0.241276269108444,NAXD,ns,0
NAV2,-0.237843098186938,0.211189471910857,0.102761416924211,0.701698913226248,NAV2,ns,0
NAMPT,0.505857562451376,0.0021666612810294,0.0118947835400088,0.978931068058732,NAMPT,ns,0
NANOS1,-0.3983879437084,0.128726771090508,-1.32067817682659,0.0119849009850926,NANOS1,ns,0
NANP,0.0308798436517242,0.921106140325767,-0.0748376932649381,0.847382319790753,NANP,ns,0
NAP1L1,-0.0630591862747305,0.714498134804332,-0.0653913041050261,0.836063240547447,NAP1L1,ns,0
NAPB,0.192224227644208,0.400838626282988,-0.0347795211471813,0.880407135239695,NAPB,ns,0
NAPG,0.157142978022144,0.518153933149208,0.663678921555859,0.0830268740393738,NAPG,ns,0
NARF,0.0847105516032377,0.749471720528051,0.0329189710869306,0.929273314850258,NARF,ns,0
NARS2,0.154689853913254,0.521169462616942,-0.116319672622586,0.457420706557256,NARS2,ns,0
NAT1,0.0451552280231642,0.82435818274445,-0.125521886225166,0.192896075686265,NAT1,ns,0
NAT10,0.298984583434445,0.25084286555721,-0.061526792906822,0.563752250634326,NAT10,ns,0
NAT14,0.0001595350579857,0.999065919190984,0.420186621395836,0.216509521138854,NAT14,ns,0
NAT8L,-0.689992771271519,0.0122633143472456,-0.56918281873915,0.125895802668187,NAT8L,ns,0
NAT9,0.205310529004985,0.395762421868318,0.235510972615377,0.476449011477223,NAT9,ns,0
NATD1,-0.715835177350427,0.058563266771635,-0.1225696130182,0.466479396863409,NATD1,ns,0
NAV1,-0.193878057858294,0.43665204051837,-0.0545160409604668,0.880407135239695,NAV1,ns,0
NAIF1,-0.17087808073675,0.46893023251675,-0.128220561035763,0.65458404805751,NAIF1,ns,0
MYORG,-0.182190428828494,0.33608367159186,-0.0197013228529891,0.929830850818613,MYORG,ns,0
MYO9B,0.0612137070160029,0.776570030706773,-0.0229504107599826,0.875759108705741,MYO9B,ns,0
MYO9A,-0.0633122892377964,0.755348330697412,-0.0457461479303594,0.908264567620374,MYO9A,ns,0
MTPAP,0.205262101629199,0.201228534212244,0.562089146967709,0.0067514518347387,MTPAP,ns,0
MTPN,-0.170671017126168,0.25914766010869,-0.546694522760515,0.0028037310356682,MTPN,ns,0
MTR,0.317762921260659,0.0277998312010945,-0.0255678884204887,0.954061696578641,MTR,ns,0
MTRES1,-0.153246955796234,0.504858959919879,-0.0800849952061025,0.818615597932276,MTRES1,ns,0
MTREX,0.0156558801843852,0.958099425772175,0.220192918662967,0.508715000062122,MTREX,ns,0
MTRF1,-0.0661498720124277,0.812727128062977,-0.226538810993588,0.363274385324134,MTRF1,ns,0
MTOR,-0.182858522335384,0.463556389240344,0.019722755795826,0.951282129654742,MTOR,ns,0
MTRF1L,0.0143275550948927,0.96527423599633,0.0106357516970387,0.980429612799488,MTRF1L,ns,0
MTRR,0.112917200057977,0.595625586139991,0.290322672916153,0.366589142489993,MTRR,ns,0
MTSS2,0.171154003708495,0.480053456864201,-0.140905425000854,0.671431737556725,MTSS2,ns,0
MTURN,-0.0172008470983301,0.944573327672925,-0.123256960031475,0.413117768409388,MTURN,ns,0
MTUS1,0.0105621553914829,0.975354519962921,-0.03498799196589,0.933074879292573,MTUS1,ns,0
MTX2,-0.0859811768030801,0.740387776571594,0.0644095917148961,0.872218972975954,MTX2,ns,0
MTX3,0.179288077001863,0.445331778723137,0.002427196041709,0.998318613421907,MTX3,ns,0
MTRFR,0.236798632366326,0.19977342921437,0.592065899696084,0.0008236450475191,MTRFR,ns,0
MTO1,0.755937516256568,0.0002978026666193,0.326734018594061,0.333386233483405,MTO1,ns,0
MTMR7,0.149221256758109,0.389569092384069,0.0312172169559102,0.883709575398554,MTMR7,ns,0
MTMR6,0.15439757051977,0.534233808081348,-0.163928234038239,0.619391447427753,MTMR6,ns,0
MTG2,0.0430601717622908,0.883846833582761,0.311345923116071,0.201967015653249,MTG2,ns,0
MTHFD1,0.177265453334536,0.352447759561309,-0.0289925933472507,0.948851940379791,MTHFD1,ns,0
MTHFD2L,-0.319673713465128,0.214120274756082,0.0798186215541334,0.597940017573032,MTHFD2L,ns,0
MTHFR,-0.352951215582898,0.154836713156475,-0.496580165750122,0.178354961206372,MTHFR,ns,0
MTHFS,0.292361672296531,0.149829844554345,0.36418890057361,0.215076432006684,MTHFS,ns,0
MTHFSD,0.109142890127858,0.669538140170021,0.0436481009609892,0.891610812455553,MTHFSD,ns,0
MTIF2,0.0592691982998017,0.80979147702086,-0.135991049222228,0.657527529874391,MTIF2,ns,0
MTIF3,0.028037430982096,0.918069710058857,-0.13182585514862,0.515557347829695,MTIF3,ns,0
MTLN,0.0017790910309255,0.995563831324762,0.254251596221209,0.402043348758721,MTLN,ns,0
MTMR1,0.17780060972256,0.470942411916642,-0.239795325333597,0.476747563716735,MTMR1,ns,0
MTMR12,0.0242141004107185,0.938670941243317,-1.00501613485582,0.0570200548601783,MTMR12,ns,0
MTMR14,0.209341143720987,0.394044406856675,-0.297212275087311,0.319279982297934,MTMR14,ns,0
MTMR2,-0.0360846792378343,0.90374916562781,0.0106269713095773,0.982406294465691,MTMR2,ns,0
MTMR3,-0.100062341130879,0.702324062829222,-0.233395429665931,0.306726621667051,MTMR3,ns,0
MTMR4,0.498193103212372,0.0034386556888387,-0.162063602280382,0.628823676030948,MTMR4,ns,0
MUL1,0.120465275672859,0.624965534023097,-0.214943774925948,0.480472497579706,MUL1,ns,0
MUS81,0.039004302589388,0.89395298584747,0.6819506583356,0.092702013475216,MUS81,ns,0
MUTYH,0.184142509660126,0.413828956243941,0.144119855064097,0.543563180393236,MUTYH,ns,0
MVB12A,-0.165951316111334,0.43981782020296,0.0985787927931078,0.659164074336224,MVB12A,ns,0
MYL12B,-0.0056395896940833,0.987711031571723,0.159206488251496,0.585225651983422,MYL12B,ns,0
MYL6,0.0368059840795986,0.891552049215017,0.127071289298906,0.56444205480151,MYL6,ns,0
MYL6B,-0.0124291686820712,0.958520538050849,-2.37480524349969,0.0067106312185693,MYL6B,ns,0
MYLIP,-0.34234160224095,0.119273186208193,0.325291254160461,0.307311283114772,MYLIP,ns,0
MYNN,0.393520694408224,0.102683228595462,0.0346831742537959,0.937777993907116,MYNN,ns,0
MYO10,-0.452921338080188,0.0006511538225108,-0.189007372517588,0.508580015399202,MYO10,ns,0
MYO18A,-0.0016431234072497,0.995262425074627,0.0947105825328371,0.643030858086115,MYO18A,ns,0
MYO1B,0.139385618917636,0.581386442844416,-0.0477543755407741,0.895735066709673,MYO1B,ns,0
MYO1C,0.190737986544767,0.445680339627724,-0.0793625605031515,0.802377497741371,MYO1C,ns,0
MYO1D,0.398602011702515,0.0751561277113227,0.0629709260223882,0.876365440661223,MYO1D,ns,0
MYO1E,0.118384433792024,0.639286968933577,-0.225283804823401,0.327524648995007,MYO1E,ns,0
MYO3A,0.01050349511289,0.975354519962921,-0.0903606509943118,0.542355767475476,MYO3A,ns,0
MYO5A,0.0285706794998099,0.92750759356341,-0.719409586823122,0.105965510219911,MYO5A,ns,0
MYO5C,0.0754011993304781,0.778211390494418,-0.117784966380617,0.546166378837679,MYO5C,ns,0
MYO6,0.055586045408604,0.840228337670274,0.160014239153144,0.64554908437018,MYO6,ns,0
MYH9,-0.182659840683666,0.228314069275255,0.383931662222599,0.105463815028833,MYH9,ns,0
NUBP2,0.313537097802471,0.227270943626188,-0.0898892472890172,0.499423251160771,NUBP2,ns,0
MYH14,-0.126482737720873,0.488523355640867,-0.0287961934723891,0.659164074336224,MYH14,ns,0
MYG1,-0.100862701982739,0.69554654446358,0.486516387780394,0.174632537939446,MYG1,ns,0
MVB12B,-0.620348581902296,0.0181457872637947,-0.0235689502867327,0.743216325709605,MVB12B,ns,0
MVK,0.0769945462772166,0.742731883046331,0.0098579277555814,0.979689253180943,MVK,ns,0
MXD1,0.563832507253951,0.0449345547030467,0.0103894767119711,0.979735628939506,MXD1,ns,0
MXD4,-0.113320313522192,0.657500140859618,0.306793887866207,0.356228182757848,MXD4,ns,0
MXI1,-0.0357491767005517,0.883195610536244,-0.94390887793034,0.0003971118832153,MXI1,ns,0
MXRA7,-0.0036018500834561,0.989486481850231,-0.122868429188153,0.685663197977395,MXRA7,ns,0
MYADM,-0.290784892810365,0.245668733768341,-0.156774626014105,0.653173349971765,MYADM,ns,0
MYB,0.0376190511325364,0.874267823063856,-0.0302156141095156,0.763076786798619,MYB,ns,0
MYBBP1A,0.0427268244810604,0.884584656594669,0.0823454765323159,0.836904059217448,MYBBP1A,ns,0
MYBL1,-0.465539089544963,0.129718584292707,-0.147749252970006,0.441769362859461,MYBL1,ns,0
MYBL2,0.119227284154131,0.571834191549381,-0.15183074045423,0.603867885254943,MYBL2,ns,0
MYCBP,-0.220745980163235,0.374125500859413,0.070613086445503,0.858373053388184,MYCBP,ns,0
MYCBP2,0.0296169130158299,0.920466087660103,0.0468657799156927,0.892037787571608,MYCBP2,ns,0
MYD88,-0.0393771110486275,0.874895855571075,-0.0745677746687016,0.738876308261361,MYD88,ns,0
MYEF2,-0.206245654747924,0.389569092384069,-0.13203521578536,0.639208722599198,MYEF2,ns,0
MYH10,-0.272721580033583,0.0627007402332311,-0.166807373613284,0.597382263281261,MYH10,ns,0
NUBPL,0.116153380237603,0.61937983611303,-0.334903646604476,0.296909477132971,NUBPL,ns,0
NUCB1,0.845308725581803,0.039093780594936,1.02173139955621,0.0629298434646145,NUCB1,ns,0
NUCB2,0.435145993533511,0.0982045151356728,0.540499319877413,0.10810639425298,NUCB2,ns,0
PHAF1,-0.345954788881478,0.19560366139498,-0.703666373066551,0.0969375726788287,PHAF1,ns,0
PHAX,-0.244672812887458,0.0772338912948849,0.0202214899028214,0.951399797027818,PHAX,ns,0
PHB,-0.393610776131018,0.0058022592676702,0.0238387119364767,0.935723276625619,PHB,ns,0
PHB2,0.0130842044445447,0.953171504561391,-0.0941111294288606,0.603269389319893,PHB2,ns,0
PHC2,0.0138413125802504,0.956277902771938,-0.37041196013584,0.256777591335376,PHC2,ns,0
PHC3,0.0816911697134938,0.719065708790014,-0.0425590863638608,0.913360590352645,PHC3,ns,0
PHACTR4,-0.14742451878391,0.314534856720132,-0.297899237153698,0.219010245374,PHACTR4,ns,0
PHF10,-0.0430530992252768,0.883604502019195,-0.757864097204011,0.0344467042751524,PHF10,ns,0
PHF12,-0.0248481531511554,0.933472292049582,-0.139018960251061,0.691615952266553,PHF12,ns,0
PHF13,-0.0497149441957091,0.859256290527959,-0.326330843202213,0.28220446713328,PHF13,ns,0
PHF14,-0.0511727404981184,0.841029825468464,0.0801614369099326,0.84038285141836,PHF14,ns,0
PHF19,0.0571533577561612,0.831316587775408,-0.0545201042544657,0.889722287366286,PHF19,ns,0
PHF2,-0.107327002779563,0.675127809823905,-0.207943385720464,0.508434498033645,PHF2,ns,0
PHF20,0.14050510380563,0.480053456864201,0.13830916413827,0.668555083658929,PHF20,ns,0
PHF11,0.126555075757938,0.606091725402107,0.297055563604287,0.297803846515491,PHF11,ns,0
PHACTR2,-0.27306043030401,0.118609987745176,-0.635804609358379,0.0713452111276581,PHACTR2,ns,0
PGS1,0.0808028910971615,0.739334144702544,0.0145134260088257,0.975772263534118,PGS1,ns,0
PGRMC2,-0.112057281477558,0.61937983611303,-0.524867330212377,0.0417577301976832,PGRMC2,ns,0
PGAP4,0.107873195369337,0.669820383422159,-0.512061592682086,0.153970549600099,PGAP4,ns,0
PGAP6,-0.161558194252931,0.450549209520141,-1.34814162808859,0.0306509778644411,PGAP6,ns,0
PGBD4,-0.0494805222337958,0.866562779449995,0.134886943097617,0.55020226239971,PGBD4,ns,0
PGBD5,-0.0094590645066935,0.977417396426134,-0.0783468481270204,0.841423768782052,PGBD5,ns,0
PGD,0.121597573509945,0.605273090438341,0.06268827463975,0.862783668784268,PGD,ns,0
PGGT1B,0.0347646675149817,0.903189357473844,-0.0478243661153316,0.905625485354703,PGGT1B,ns,0
PGK1,0.248571655822439,0.216410050522676,0.0099131173244804,0.979735628939506,PGK1,ns,0
PGLS,0.0425530416118522,0.883846833582761,-0.08309847936137,0.70590418068122,PGLS,ns,0
PGM1,0.0423790218282355,0.875403337818969,0.19441578340154,0.533094115305853,PGM1,ns,0
PGM2,0.0447947051364829,0.75032997657468,-0.0627184881409708,0.46412118694039,PGM2,ns,0
PGM2L1,-0.136488050599619,0.577717084694913,0.234050075700965,0.473498192797731,PGM2L1,ns,0
PGM3,0.507260583705825,8.70502971622133e-05,0.201265746326714,0.489465312366921,PGM3,ns,0
PGP,0.174659616085559,0.373814795118939,-0.0752731818960221,0.817780822045309,PGP,ns,0
PGPEP1,-0.10436460822118,0.688884173775982,0.0011292477386865,0.998851123403643,PGPEP1,ns,0
PGRMC1,-0.0307082441983907,0.904802957040387,-0.0138328853420841,0.970197332491395,PGRMC1,ns,0
PHF20L1,-0.0259489767534238,0.926912180935115,-0.467823223887243,0.125895802668187,PHF20L1,ns,0
PGAP2,-0.183420681694638,0.368418943230938,-0.0615316520166768,0.780073241133286,PGAP2,ns,0
PHF21A,-0.133555492576173,0.586307512858654,0.0848146433130973,0.812087591538415,PHF21A,ns,0
PHF3,0.116604348786328,0.499576462930539,0.315960392676673,0.0380860528143588,PHF3,ns,0
PI4KB,-0.119398339385553,0.611184842235205,-0.348444141514698,0.257176324601721,PI4KB,ns,0
PIAS1,0.107181648258489,0.567349930373846,-0.23353515931326,0.418605734815935,PIAS1,ns,0
PIAS2,0.04529288139961,0.877193946032792,-1.88687883195239,0.0113187807167103,PIAS2,ns,0
PIAS3,-0.0549552688849606,0.819776777330589,-0.103496178618752,0.593200289429913,PIAS3,ns,0
PIAS4,-0.215777164931481,0.357339821953065,-0.0598851568879665,0.879791177269068,PIAS4,ns,0
PIBF1,0.0824868885865634,0.759667256383919,-0.0603492398786836,0.83938172861853,PIBF1,ns,0
PI4K2B,0.184758121773347,0.410863169182695,-0.0290268410981682,0.937853692895774,PI4K2B,ns,0
PICALM,-0.214676034677188,0.26959236691684,0.268011493029821,0.402043348758721,PICALM,ns,0
PIGA,0.774426513320467,0.0014215457138547,0.783229005196958,0.0575040460823663,PIGA,ns,0
PIGB,0.626805002568261,0.0758301816294885,0.0195239450001353,0.935723276625619,PIGB,ns,0
PIGBOS1,0.0191427460818163,0.943408276770975,0.778937336823971,0.0706995843958702,PIGBOS1,ns,0
PIGC,0.114133730737983,0.65479310701033,-0.006624840600596,0.988151504219107,PIGC,ns,0
PIGF,-0.0437392107878504,0.877193946032792,0.0592107513176334,0.816153400335757,PIGF,ns,0
PIGG,0.197545091571686,0.425162617699497,-0.0341444055237215,0.915668570575283,PIGG,ns,0
PIEZO1,-0.0932553110054182,0.724547114198845,-0.0947131840591882,0.754497021732439,PIEZO1,ns,0
PI4K2A,0.321940959225981,0.147781573872543,0.392027578509474,0.252545040673317,PI4K2A,ns,0
PHYKPL,0.318870561992324,0.152628564058219,0.219938203968139,0.464539256035648,PHYKPL,ns,0
PHTF2,0.152764146873314,0.496482081922711,-0.416187676936393,0.24836122802586,PHTF2,ns,0
PHF5A,-0.0773353835398604,0.660992689157784,-0.0261987055108379,0.925235895543276,PHF5A,ns,0
PHF8,-0.000517004634572,0.996631873598332,-0.872474390707258,0.0232002384456484,PHF8,ns,0
PHIP,0.0586099447827561,0.810134230793908,-0.113758040926915,0.750564593845911,PHIP,ns,0
PHKA1,0.109667697105974,0.659054071894662,0.158486855707352,0.614066363731555,PHKA1,ns,0
PHKA2,0.189934793552218,0.443565402701602,-0.100339569013963,0.370688732221699,PHKA2,ns,0
PHKB,0.0123870685799062,0.971371008546343,-0.292645510780646,0.314318461585029,PHKB,ns,0
PHKG2,0.593799389320378,0.0503593975151226,-0.0622935917324845,0.853450570794697,PHKG2,ns,0
PHLDA1,-0.01503524690768,0.954978607523382,-0.0313824188454016,0.896490018302784,PHLDA1,ns,0
PHLDA3,0.0214976833867512,0.945602788761137,-0.0213031166228484,0.963006513501984,PHLDA3,ns,0
PHLDB2,0.181299574188993,0.345361674680232,0.0266258229821006,0.681079376283545,PHLDB2,ns,0
PHLDB3,0.0692676047853149,0.78429550457317,0.0888899649493812,0.427041969910235,PHLDB3,ns,0
PHLPP1,-0.0016669871975439,0.995563831324762,0.272200637531988,0.408915125077693,PHLPP1,ns,0
PHLPP2,-0.169863136933854,0.493300358188024,0.0010973112441445,0.998318613421907,PHLPP2,ns,0
PHPT1,0.386714103965662,0.112752323742663,0.476768168010677,0.103314000952855,PHPT1,ns,0
PHTF1,-0.130744424413814,0.520641812451626,-0.0681172556698363,0.777650296402831,PHTF1,ns,0
PHF23,-0.163098670032418,0.4573201769254,-0.114369926703249,0.743216325709605,PHF23,ns,0
PIGH,-0.0282867210868975,0.920596924090209,-0.153876412772174,0.567345693218977,PIGH,ns,0
PGAP1,0.0708649508425964,0.789431775330649,-0.244186231100665,0.383615559406926,PGAP1,ns,0
PGAM1,-0.123789925437514,0.62786683327147,0.046498927727794,0.911326758053803,PGAM1,ns,0
PDPR,0.135664156290358,0.541254834051057,0.729102605040763,0.0536885090820462,PDPR,ns,0
PDRG1,0.100834914797742,0.658559138299037,0.237342573692731,0.28592183947714,PDRG1,ns,0
PDS5A,0.003158177472852,0.992479824586869,-0.239863211527972,0.45489097030291,PDS5A,ns,0
PDS5B,-0.0730600218949029,0.78872106491403,-0.178084332976239,0.437921277411686,PDS5B,ns,0
PDSS1,0.0667955008778481,0.809661253650059,0.0841365537503712,0.81715384698586,PDSS1,ns,0
PDSS2,-0.0801221315525333,0.765175713911213,-0.0092067533020428,0.976995189907383,PDSS2,ns,0
PDPN,-0.0688984001855674,0.800774086363633,-0.897742370429574,0.0545233404119708,PDPN,ns,0
PDXP,-0.0613146454745314,0.811119234998411,-0.478041691644597,0.0956999046012057,PDXP,ns,0
PDZD8,0.032481008414777,0.90374916562781,-0.435690441614785,0.151190916057631,PDZD8,ns,0
PDZRN3,-0.168684270695765,0.43721069626219,0.162908513291176,0.529295221469857,PDZRN3,ns,0
PEA15,0.122427886750958,0.602956498064881,-0.469087366331787,0.145002244485916,PEA15,ns,0
PEAK1,-0.185697127002249,0.450376632345988,0.0864758529991083,0.792273652116541,PEAK1,ns,0
PEBP1,-0.108586170404797,0.471462091705271,-0.0077418082292362,0.974235522066585,PEBP1,ns,0
PECR,-0.0751798334027274,0.72825340775441,-0.164071121189129,0.26753251453258,PECR,ns,0
PDZD11,-0.12767555326735,0.613642088980222,-0.0486473038338115,0.901333849179238,PDZD11,ns,0
PDPK1,-0.0945771420481487,0.694841728701219,-0.576631642690626,0.102964671028249,PDPK1,ns,0
PDP2,-0.0102524196890788,0.967931602689277,-0.217020539268606,0.462867030106383,PDP2,ns,0
PDP1,0.0496181672493557,0.853406214627663,0.212148944130432,0.440223006140085,PDP1,ns,0
PDE8A,0.157007799703262,0.517200270600723,-0.0863957029538653,0.458371118486322,PDE8A,ns,0
PDE9A,-0.0430877963839,0.883668169767898,-0.567976338051434,0.129752586007813,PDE9A,ns,0
PDF,0.245052534826871,0.102683228595462,0.503401122494615,0.0010510216670699,PDF,ns,0
PDGFA,-0.0998320642553828,0.644523771902705,-0.532142921437245,0.17421104082209,PDGFA,ns,0
PDGFC,0.113230722343811,0.65538868021577,-0.388905818600351,0.26495272555967,PDGFC,ns,0
PDHA1,0.125432252489992,0.599681129871338,0.0722046792125399,0.843753951479336,PDHA1,ns,0
PDHB,0.0600204060985685,0.830222895038113,0.521600566235282,0.0476814005210107,PDHB,ns,0
PDHX,-0.166542542917889,0.496642998032031,-0.265866438146639,0.188405116050222,PDHX,ns,0
PDIA5,0.405952375622078,0.136391411387052,-0.0182527675852583,0.965090104866601,PDIA5,ns,0
PDIK1L,0.419759055500782,0.0518050397070961,0.0814440967561607,0.838243589010543,PDIK1L,ns,0
PDK1,0.57637245455421,0.0453627316553141,-0.196459899391717,0.395023254218321,PDK1,ns,0
PDK3,0.0668019535609979,0.811707802942837,0.188088558220498,0.570758961259249,PDK3,ns,0
PDLIM1,-0.0647161955013805,0.803801632206867,0.0571322403118913,0.871405053934667,PDLIM1,ns,0
PDLIM3,0.180024579329638,0.456175507510021,-0.114511346082479,0.739904185391534,PDLIM3,ns,0
PDLIM5,-0.195362983965999,0.187567760703161,-0.423153666809054,0.0628641208846484,PDLIM5,ns,0
PEDS1,-0.246401759919846,0.301801918040454,-0.158702038957261,0.645880435631726,PEDS1,ns,0
PGAM5,-0.202059326446196,0.373202210854987,-0.228545576126453,0.455039988006494,PGAM5,ns,0
PEDS1-UBE2V1,-0.172609600730567,0.395583874676783,-0.294951040146744,0.219063965235933,PEDS1-UBE2V1,ns,0
PELI1,0.590488784695806,0.0321277139831841,0.103074391919069,0.767657251306691,PELI1,ns,0
PEX3,-0.0282745068103306,0.922331664203049,0.226708431387901,0.482552285101672,PEX3,ns,0
PEX7,0.104921032391857,0.687939310625243,-0.108862987358934,0.755448515506182,PEX7,ns,0
PFAS,-0.0136967825938379,0.966160448044264,0.197005606305967,0.537452405350786,PFAS,ns,0
PFDN1,-0.0036070436653649,0.990878150644111,-0.0554930431755935,0.859165611190365,PFDN1,ns,0
PFDN2,-0.241798901087793,0.206173394957608,0.187581630606122,0.375403831676286,PFDN2,ns,0
PFDN4,-0.2361512318442,0.237141754629469,-0.286987051405442,0.231172835414465,PFDN4,ns,0
PEX26,0.12951210179187,0.571261905715921,0.275362498537684,0.376943451754836,PEX26,ns,0
PFDN5,0.0169173713082368,0.956910507260688,0.457616356441314,0.125575862110481,PFDN5,ns,0
PFKFB3,-0.0586923299103389,0.81009259038966,-0.0260170241963421,0.951282129654742,PFKFB3,ns,0
PFKL,0.0997082464119159,0.649914305694442,0.342869700363952,0.305316321056091,PFKL,ns,0
PFKM,-0.269648682021113,0.274483990628274,-0.0209099744750284,0.933942803092731,PFKM,ns,0
PFKP,-0.223326348759902,0.244350003709601,0.3563402851779,0.173082649101322,PFKP,ns,0
PFN1,-0.208175064555298,0.185763199954172,-0.443181654881487,0.0001018956314403,PFN1,ns,0
PFN2,-0.25556008872957,0.134675504026877,-0.17746914625735,0.511336605219818,PFN2,ns,0
PFKFB2,0.134944035240264,0.531132278681246,-0.0570024442426098,0.630852918654282,PFKFB2,ns,0
PEX2,-0.210605041842767,0.391331759226743,-0.0258788560606144,0.950391492365165,PEX2,ns,0
PEX19,0.0975249339331936,0.713068593679177,-0.232101034581477,0.492573627319206,PEX19,ns,0
PEX14,0.194241555481583,0.432611642441991,0.230604511684583,0.490303157377744,PEX14,ns,0
PELI2,-0.260070203008195,0.294968842410751,0.0297935818390567,0.948431833477229,PELI2,ns,0
PELO,0.0282842010825229,0.921451617620441,0.456549865185554,0.0695366247345648,PELO,ns,0
PELP1,-0.0098652349793398,0.974396356294605,0.169106231762483,0.543065644891288,PELP1,ns,0
PEPD,-0.260744127549579,0.283441670758821,0.276668150574242,0.408915125077693,PEPD,ns,0
PER2,1.09915323345283,0.0061129504969314,0.0827956263273558,0.504190106716924,PER2,ns,0
PERP,-0.0156851741772957,0.954787769282256,-0.148884977952328,0.570779853743009,PERP,ns,0
PES1,0.0544162244443788,0.845786703791706,0.274323628111251,0.408915125077693,PES1,ns,0
PET100,-0.169179331018081,0.323414071566085,-0.034107103936779,0.852235558332353,PET100,ns,0
PET117,-0.0378539851944104,0.898134839032816,-0.0704864939564253,0.857274621403734,PET117,ns,0
PEX1,-0.387326129939707,0.167456624105599,-0.0077454399561261,0.924415247147509,PEX1,ns,0
PEX10,0.348768242590383,0.163237103442279,-0.261283434515785,0.411694951872663,PEX10,ns,0
PEX11A,0.0255074804458582,0.933010864201133,0.449279126135469,0.220597690250546,PEX11A,ns,0
PEX11B,-0.0425840445921515,0.88572218717348,0.270390403134795,0.416478695859636,PEX11B,ns,0
PEX12,0.136692243198872,0.561363491586769,-0.0476022802927841,0.867142791587023,PEX12,ns,0
PEX13,0.0599357729636761,0.831721161794921,-1.28478605767453,0.0225913729717372,PEX13,ns,0
PEF1,-0.0803719032832323,0.749115960240967,-0.455458706136123,0.0536919644967659,PEF1,ns,0
PIGK,0.261185646019991,0.289667712065626,-0.015060579641563,0.826197887781701,PIGK,ns,0
PIGL,-0.231685345975365,0.304994906178918,0.203067017196873,0.553647142137976,PIGL,ns,0
PIGM,-0.0013819058143325,0.995563831324762,0.0079481058546141,0.981598048884453,PIGM,ns,0
PLIN3,-0.665083635889266,0.0690875859229916,0.42086053597301,0.234604792179946,PLIN3,ns,0
PLK2,0.189523126714822,0.368418943230938,0.0031035524017942,0.981757375879469,PLK2,ns,0
PLK3,0.878966028582631,0.0111307342646482,0.240447970146408,0.422568136347021,PLK3,ns,0
PLK4,0.003823513179905,0.992479824586869,-0.250376974840467,0.382311469003145,PLK4,ns,0
PLOD1,-0.100579928478944,0.69554654446358,-0.082687535379297,0.792328329914125,PLOD1,ns,0
PLOD2,0.207000212971693,0.404739560826019,0.0846006516921441,0.822512456866796,PLOD2,ns,0
PLEKHO1,0.426815972423599,0.079726367658786,-0.283459973108834,0.389215470616885,PLEKHO1,ns,0
PLOD3,0.0567998061372695,0.829434542757566,-0.0262200272295088,0.865884113004754,PLOD3,ns,0
PLPBP,-0.33192676736645,0.136683932180331,-0.296141967861458,0.368291843433099,PLPBP,ns,0
PLPP1,0.274005376491788,0.247283834621314,0.641738723537657,0.0247705217405402,PLPP1,ns,0
PLPP3,-0.189166366147236,0.385269066751734,0.13014887473734,0.670674204351361,PLPP3,ns,0
PLPP5,1.1695311667816,0.0001958986771687,0.168576799336437,0.595924732798527,PLPP5,ns,0
PLPP6,0.360932808479346,0.137878502684268,0.195635519734232,0.563313560688862,PLPP6,ns,0
PLRG1,0.633770042636727,0.0080192999484065,-0.0024803516326833,0.995595099104376,PLRG1,ns,0
PLP2,0.031328397180081,0.920069963112199,-0.303959400322469,0.318702842351505,PLP2,ns,0
PLEKHM3,-0.0783623057292998,0.769455209540941,0.0628789629132852,0.867567370014782,PLEKHM3,ns,0
PLEKHM2,-0.009217064353391,0.974396356294605,-0.0377292804300811,0.623112062073793,PLEKHM2,ns,0
PLEKHJ1,-0.0757989857163865,0.77770012865081,-0.0294892921150096,0.948803118577761,PLEKHJ1,ns,0
PLD6,0.0900898836189133,0.696538441810373,0.0423518632882203,0.910316072003628,PLD6,ns,0
PLEKHA1,0.067527340462769,0.798520261433591,-0.299827025919977,0.331613857276892,PLEKHA1,ns,0
PLEKHA3,0.109885783627047,0.633617484675451,-0.122530701206858,0.712601598917693,PLEKHA3,ns,0
PLEKHA5,0.0267726805389265,0.918016292593463,-0.137033973849266,0.690236310416433,PLEKHA5,ns,0
PLEKHA7,-0.071138908785032,0.76472310509772,-0.153338939338548,0.358787626025171,PLEKHA7,ns,0
PLEKHA8,-0.160064866159165,0.516573387055722,-0.188685850056036,0.402691172891551,PLEKHA8,ns,0
PLEKHB2,-0.0966539769917147,0.704468379360598,-0.455159176749077,0.17258273050522,PLEKHB2,ns,0
PLEKHF1,0.154973842126641,0.536807339392126,0.361557846001723,0.280739858611168,PLEKHF1,ns,0
PLEKHF2,0.298112812747955,0.256932611409418,-0.133855450384427,0.572049957114507,PLEKHF2,ns,0
PLEKHG1,0.036847014391255,0.877193946032792,0.285033081311627,0.22563918444071,PLEKHG1,ns,0
