,log2FC_total,padj_total,log2FC_trap,padj_trap,gene,regulation,plot_order
SIN3A,0.0797851070197292,0.714423239923938,-0.0139707585250475,0.972987316968159,SIN3A,ns,0
SIMC1,-0.0069328492002641,0.982616586356665,-0.0115908846105951,0.977625713467789,SIMC1,ns,0
SHOC2,0.103102816918564,0.682720928930247,-0.322762083064848,0.342150812573749,SHOC2,ns,0
SHOX2,-0.200303423259961,0.203082003351727,-0.979902625758858,0.0556483100477738,SHOX2,ns,0
SHPK,0.38133472928951,0.177705702375562,-0.0057234728924533,0.988934866422494,SHPK,ns,0
SHPRH,-0.0780680323825925,0.705243863238449,-0.0396814346364439,0.926211631913524,SHPRH,ns,0
SHQ1,-0.0474265648219368,0.868303177722336,-0.56575394874164,0.115612994321463,SHQ1,ns,0
SHROOM3,-0.295899093368224,0.246485024566323,-0.187040326238218,0.515190886211894,SHROOM3,ns,0
SHTN1,-0.229315616900492,0.285725088864801,0.0204099463166403,0.959784748335331,SHTN1,ns,0
SIAH1,0.364966942660678,0.0618608271478155,0.522798705665406,0.0607092034999973,SIAH1,ns,0
SIAH2,0.438310353706485,0.0479650067363551,0.371569977310255,0.18245889033309,SIAH2,ns,0
SIGMAR1,-0.132484859927504,0.458545579448851,0.0937749757902421,0.656605378914493,SIGMAR1,ns,0
SIK2,0.0586587211454567,0.832883390919233,-0.0093603958098964,0.979689253180943,SIK2,ns,0
SIK3,0.0290233832083671,0.925272290421084,-0.0699828025352002,0.473233320547327,SIK3,ns,0
SIKE1,0.0750097605979425,0.76101553168452,-0.488213779772238,0.170728322252715,SIKE1,ns,0
SIM1,0.0844329475644867,0.707023488610612,-0.0641902904448123,0.79199615765926,SIM1,ns,0
SIM2,-0.351676570066294,0.0796289260529422,-0.924862141700036,0.0067106312185693,SIM2,ns,0
SHLD2,-0.0844910669403492,0.736843131262357,-1.0371833065166,0.060410791747242,SHLD2,ns,0
SLC30A4,-0.0139443313797082,0.951509809679091,-0.0497536901394639,0.584815041147023,SLC30A4,ns,0
SLC30A5,0.344700607411581,0.0588933447081645,-0.0139386544328743,0.974235522066585,SLC30A5,ns,0
SLC30A6,0.112192257547772,0.63560294518431,-0.0209358036221822,0.891503594935229,SLC30A6,ns,0
SMAD1,0.121021237040514,0.611977789968455,-0.0349940771268807,0.932115995191429,SMAD1,ns,0
SMAD2,-0.277061260744112,0.184042148481595,-0.27803615669344,0.389267014263226,SMAD2,ns,0
SMAD3,-0.308683326476534,0.16840472439935,-0.979701174750964,0.0140636086598843,SMAD3,ns,0
SMAD4,-0.0954600053253066,0.705921599634199,-0.267422209836585,0.41602929074768,SMAD4,ns,0
SMAD5,-0.105220474833296,0.473580347521006,-0.366306196942366,0.0638387757747503,SMAD5,ns,0
SMAD6,0.0814976338760744,0.726424924107092,0.0521985186139056,0.892930741334242,SMAD6,ns,0
SLX9,0.115543801364943,0.636695937143593,0.168867906394355,0.616664758278136,SLX9,ns,0
SMAD9,0.233830627363697,0.135864061260174,0.415587027681237,0.0631324581834537,SMAD9,ns,0
SMAP1,-0.452706516042758,0.0813539600774355,-0.436050027922238,0.216509521138854,SMAP1,ns,0
SMAP2,-0.119897801411294,0.627043926086951,-0.205733522353168,0.462320284595691,SMAP2,ns,0
SMARCA2,0.23684270563247,0.27381100085101,0.0775351795389978,0.842909683266887,SMARCA2,ns,0
SMARCA4,-0.0731053880817475,0.774515193765905,0.0148943181347107,0.975352085301898,SMARCA4,ns,0
SMARCA5,-0.0752719714910452,0.777258920591123,0.146938649209259,0.671122459514989,SMARCA5,ns,0
SMARCAD1,0.186404118757257,0.323012774807101,-0.0206958148904604,0.965087479649323,SMARCAD1,ns,0
SMAGP,-0.0493480200110923,0.841320561116652,-0.968791493883082,0.0429476285359289,SMAGP,ns,0
SLX4,0.0329654607548923,0.891594990553308,-0.0564141692846843,0.760907805403681,SLX4,ns,0
SLU7,0.188494089903858,0.433012208452473,0.315938148838535,0.310619817344652,SLU7,ns,0
SLTM,-0.206107450008829,0.234981478746551,-0.347174517933501,0.224006677709143,SLTM,ns,0
SLC9A3R1,-0.409547576327526,0.121085442479136,-0.512958288277769,0.150780597459503,SLC9A3R1,ns,0
SLC9A6,-0.0473394785147931,0.874532729010906,-0.204968629142416,0.365094646360413,SLC9A6,ns,0
SLC9A7,-0.255354495986174,0.308080127737901,0.0168631532359823,0.901010057617233,SLC9A7,ns,0
SLC9A8,0.260329719128057,0.198231958978293,0.16331922223661,0.306726621667051,SLC9A8,ns,0
SLC9A9,-0.161962901465031,0.488030612595929,-0.365131062039147,0.286784265338999,SLC9A9,ns,0
SLC9B2,0.362993477950481,0.148597265866128,-0.52425369806015,0.132073597226992,SLC9B2,ns,0
SLCO3A1,-0.124253004697986,0.561363491586769,-0.0733452203501849,0.755342684422665,SLCO3A1,ns,0
SLCO4A1,-0.373610034294012,0.162120473661535,-0.587911385987304,0.143608236374884,SLCO4A1,ns,0
SLF1,0.452041957373232,0.0105285408786648,0.377173138020406,0.267321927369071,SLF1,ns,0
SLF2,-0.0182831314329914,0.9428540531766,0.0329597828004141,0.940667992492508,SLF2,ns,0
SLFN5,-0.0030797751766807,0.991784720152903,0.0458120521130575,0.630852918654282,SLFN5,ns,0
SLIRP,-0.194238520937954,0.255425243199454,0.129090345632907,0.567239632905407,SLIRP,ns,0
SLIT2,-0.309583848013639,0.0377516718858183,-0.452817393460481,0.0543242348103367,SLIT2,ns,0
SLK,-0.142890763297058,0.534743713558812,-0.277949258264153,0.402043348758721,SLK,ns,0
SLMAP,-0.0650485114322748,0.780528481912349,-0.24005744193326,0.469570406202842,SLMAP,ns,0
SMARCC1,-0.041687809606283,0.85660682639313,0.0508690188162487,0.88248639036833,SMARCC1,ns,0
SLC9A3,-0.12301617547147,0.612567665154434,-0.131952249156455,0.508715000062122,SLC9A3,ns,0
SMARCC2,0.0368604477329294,0.890872378272249,-0.0228015593479224,0.962073549135033,SMARCC2,ns,0
SMARCD2,-0.109097042449754,0.661209335625039,-0.15388150364575,0.6547347747601,SMARCD2,ns,0
SMIM19,-0.377694713229541,0.177738774821531,-0.110374598962865,0.705115888132721,SMIM19,ns,0
SMIM20,-0.104685278254017,0.685511015727472,0.0757117804873847,0.845351073844345,SMIM20,ns,0
SMIM26,-0.0274305551127694,0.91054722675559,-0.014098907944203,0.971362353359335,SMIM26,ns,0
SMIM27,-0.0262311493989721,0.903189357473844,0.0477275625246268,0.858648319774237,SMIM27,ns,0
SMIM29,0.177357342758011,0.405284634975873,-0.0787181981419078,0.745162551634564,SMIM29,ns,0
SMIM3,0.0232644223056619,0.925589488368089,-0.140847038408969,0.623112062073793,SMIM3,ns,0
SMIM15,-0.133608510818876,0.513720711537935,-0.111287471154745,0.731335601532925,SMIM15,ns,0
SMIM30,-0.264094387048714,0.128318689637712,-0.527034708266288,0.0164628529291972,SMIM30,ns,0
SMIM7,-0.0001988773374599,0.999073454105868,0.130293334171904,0.60134724809624,SMIM7,ns,0
SMIM8,-0.065143911827965,0.812955227081333,0.0961343159965341,0.797948552760159,SMIM8,ns,0
SMO,-0.607232400223388,0.0354875011436375,-0.419201075719714,0.226250002513756,SMO,ns,0
SMOC1,-0.0011688133087633,0.997197473572186,-0.295695444009375,0.336048628414008,SMOC1,ns,0
SMPD4,-0.142374626085825,0.529408510485536,0.0169419176008992,0.972669079798177,SMPD4,ns,0
SMPDL3A,0.0390821260212033,0.848815983442293,-0.0351372490006944,0.748169542170422,SMPDL3A,ns,0
SMIM4,-0.172926378051133,0.451314526336832,-0.427550356970796,0.0985797972754101,SMIM4,ns,0
SMIM13,0.215052739623915,0.234938904947454,-0.178037003463619,0.581166602957866,SMIM13,ns,0
SMIM12,-0.309435743727676,0.0755815249421922,-0.146773621640054,0.585745868366574,SMIM12,ns,0
SMIM10,-0.0837270749998597,0.733729653090834,-0.190832983312566,0.514305852321204,SMIM10,ns,0
SMARCE1,-0.0768659808403359,0.718972954885588,-0.0058322144225289,0.988151504219107,SMARCE1,ns,0
SMC1A,0.102745752183029,0.415003090030349,0.13590170460098,0.445895979009106,SMC1A,ns,0
SMC2,0.0883768234068461,0.740278131409891,0.0192088671787188,0.968059159870998,SMC2,ns,0
SMC3,-0.260849875442912,0.19560438694922,0.17085566408069,0.584261220709954,SMC3,ns,0
SMC4,0.0593372107522736,0.732199339740428,-0.0184333834940896,0.948431833477229,SMC4,ns,0
SMC5,0.0314865923898536,0.918016292593463,0.834907762216905,0.0776058604149849,SMC5,ns,0
SMC6,0.148181401622367,0.526497927889044,-0.0749340220711539,0.848037337413796,SMC6,ns,0
SMCHD1,0.267490073009955,0.115060236763859,0.0138691704778195,0.97561122375024,SMCHD1,ns,0
SMCO4,-0.248218730157181,0.323012774807101,0.20612359127836,0.533199673296403,SMCO4,ns,0
SMG1,-0.109727492372095,0.619027053492062,0.453816553538527,0.188481386394017,SMG1,ns,0
SMG5,-0.0842120690508204,0.749115960240967,0.0597055925663175,0.861561878668661,SMG5,ns,0
SMG6,0.0264675825944681,0.925272290421084,0.0618938308384484,0.839730756260786,SMG6,ns,0
SMG7,-0.0970731233721426,0.695087261052574,-0.88467272538775,0.0569879010911196,SMG7,ns,0
SMG8,-0.225990157052759,0.220269489530995,-0.0467768315739032,0.892831088707738,SMG8,ns,0
SMG9,0.0168350026875414,0.956910507260688,0.526552516458088,0.10810639425298,SMG9,ns,0
SMARCD1,-0.408934169449325,0.0711290508578478,-0.0856237388628834,0.825060273228264,SMARCD1,ns,0
SLC9A1,-0.254907051216247,0.312480753525651,-0.287334709451057,0.336866787302987,SLC9A1,ns,0
SLC7A8,-0.159676138051199,0.404235629243122,-0.0862008610043717,0.742950249175656,SLC7A8,ns,0
SLC7A6OS,0.132917716280593,0.577868883961718,-0.104407957938829,0.768458459048606,SLC7A6OS,ns,0
SLC35F1,-0.0807340529377757,0.763363879929295,-1.18423196304102,0.0206776492331325,SLC35F1,ns,0
SLC35F2,-0.245048370870946,0.307790414750415,-0.0452798239480681,0.913429751683975,SLC35F2,ns,0
SLC35F5,-0.208302322784706,0.374587826605293,-0.323902480914682,0.125895802668187,SLC35F5,ns,0
SLC35F6,-0.30130098897866,0.245668733768341,-0.141532851044287,0.677501453867158,SLC35F6,ns,0
SLC35G1,0.0220576035068324,0.9428540531766,0.229994377845854,0.472030392201652,SLC35G1,ns,0
SLC35G2,0.440353478175983,0.134998239303078,0.153288341362983,0.649248100343609,SLC35G2,ns,0
SLC35E3,-0.0157655556781435,0.951509809679091,-0.0771274700038506,0.841423768782052,SLC35E3,ns,0
SLC36A1,-0.0694630971807192,0.793637839360864,-0.0951069684994254,0.749147017653396,SLC36A1,ns,0
SLC37A1,0.103171246295677,0.642347426655902,-0.0687477985666195,0.641346787667057,SLC37A1,ns,0
SLC37A3,-0.207132744677314,0.245668733768341,0.168805819630342,0.595552348558278,SLC37A3,ns,0
SLC38A10,0.0669485851836091,0.81009259038966,-0.0676453777944496,0.843657244288749,SLC38A10,ns,0
SLC38A6,0.060453989421832,0.832883390919233,0.267161125752777,0.410335785539915,SLC38A6,ns,0
SLC38A7,-0.104852209753175,0.670683946311029,-1.2015242890501,0.052191415336508,SLC38A7,ns,0
SLC38A9,0.254735067457183,0.282045324673152,0.0805561362089233,0.769520485139336,SLC38A9,ns,0
SLC36A4,-0.0213108578040787,0.944493136884395,0.0768403770741716,0.844752463927799,SLC36A4,ns,0
SLC35E2B,0.0877327678786627,0.731909283585341,0.218818916318218,0.22180892518584,SLC35E2B,ns,0
SLC35E1,-0.0789679029881829,0.732199339740428,-0.108566798571428,0.731347160235271,SLC35E1,ns,0
SLC35D2,0.0559170531771065,0.812907827896203,-0.179132237020804,0.154638507186736,SLC35D2,ns,0
SLC30A7,0.159871983553771,0.473770105252563,-0.285680907238987,0.401146164725104,SLC30A7,ns,0
SLC30A9,0.464626114660109,0.0317330607369945,-0.0654862730001339,0.848107161496658,SLC30A9,ns,0
SLC31A1,0.0329469232244405,0.914609837149187,-0.156100525402277,0.636356224478713,SLC31A1,ns,0
SLC33A1,1.25377251021697,8.79416294334216e-17,0.370358069401285,0.284764235400475,SLC33A1,ns,0
SLC35A1,0.228273757312335,0.363424059102893,-0.0363108528788428,0.920083262854374,SLC35A1,ns,0
SLC35A2,-0.081485768587341,0.757848310810096,-0.0261662320837891,0.954061696578641,SLC35A2,ns,0
SLC35A3,0.222575566682334,0.289667712065626,-0.297249685869702,0.333974553019643,SLC35A3,ns,0
SLC35A4,-0.001001496242384,0.9979184312492,0.087571923097185,0.800910230297386,SLC35A4,ns,0
SLC35A5,0.0570521157939338,0.836029893074532,-0.052323212581893,0.872865566998988,SLC35A5,ns,0
SLC35B2,-0.26940852818948,0.28842369792525,-0.173189213331732,0.603269389319893,SLC35B2,ns,0
SLC35B3,-0.133346674475563,0.587380887440921,-0.0493790823389857,0.865348574450233,SLC35B3,ns,0
SLC35B4,-0.132343311298159,0.528319735554386,-0.26731678449548,0.359597853112384,SLC35B4,ns,0
SLC35C1,0.11310151667012,0.564591649240673,-0.0216712982441496,0.956291061002229,SLC35C1,ns,0
SLC35C2,0.0315292041279917,0.919720612296664,0.010261171191768,0.98245138181991,SLC35C2,ns,0
SLC35D1,0.0656222717657737,0.807666256092473,0.474152992731957,0.18787088185801,SLC35D1,ns,0
SLC39A1,-0.535198955510982,0.0269822903483225,-0.123680625468723,0.722165396681912,SLC39A1,ns,0
SLC39A10,-0.491048844719382,0.110450604645204,-0.212565772615931,0.363454886876365,SLC39A10,ns,0
SLC39A11,-0.139827893236444,0.52477995968631,0.202002236320158,0.520181214867968,SLC39A11,ns,0
SLC39A13,-0.102472608392331,0.652409514695869,-0.103001140275837,0.667642067373176,SLC39A13,ns,0
SLC4A4,0.0937492143542686,0.613554547181897,-0.06207792441051,0.38848487819423,SLC4A4,ns,0
SLC4A7,0.0045588053999518,0.991784720152903,-0.0505586700442919,0.89751712306717,SLC4A7,ns,0
SLC50A1,-0.0028972343959383,0.991784720152903,-0.140819752477236,0.664738193691593,SLC50A1,ns,0
SLC5A3,-0.430066695120001,0.0028577704260597,-0.304715768735,0.323548937407592,SLC5A3,ns,0
SLC5A6,-0.0165581273805692,0.957086499888777,-0.0693561363265664,0.857660879667857,SLC5A6,ns,0
SLC66A1,-0.029363704905068,0.913713482320768,-0.327822962477173,0.302588447194283,SLC66A1,ns,0
SLC66A2,-0.0232234541887515,0.905060475242289,0.128696540052887,0.712103279658377,SLC66A2,ns,0
SLC6A11,0.032736413092839,0.897777404516285,-0.118945022995482,0.353807225518984,SLC6A11,ns,0
SLC6A15,0.0399357491614125,0.891113760918891,0.139979463949142,0.690772715015597,SLC6A15,ns,0
SLC6A6,-0.538941936086418,0.0961426183176725,-0.0268360334930725,0.931720123203592,SLC6A6,ns,0
SLC6A8,-0.180311557356641,0.415306628372137,-0.0503400288442516,0.880052228965929,SLC6A8,ns,0
SLC6A9,2.17178953557762,1.58452250506359e-05,0.419587745379882,0.124849560549052,SLC6A9,ns,0
SLC7A2,-0.0986090688265586,0.707883325448113,-0.211271902807636,0.481134893107387,SLC7A2,ns,0
SLC7A5,0.240500166886948,0.303859405693704,-0.138253354327068,0.577496011073642,SLC7A5,ns,0
SLC7A6,-0.0556077901542796,0.847642260219162,-0.0146635617700777,0.971566461335676,SLC7A6,ns,0
SLC4A1AP,0.209674016357152,0.375959964708042,0.153622572262589,0.664118088376989,SLC4A1AP,ns,0
STT3B,0.180051772397571,0.46530605491794,0.0072520075538344,0.988257685770517,STT3B,ns,0
SLC49A4,-0.0332824527570336,0.909736524615242,0.117124700788916,0.702005681447722,SLC49A4,ns,0
SLC47A1,-0.247957047889154,0.239326040551508,-0.0764074133752118,0.377550018846549,SLC47A1,ns,0
SLC39A14,0.871782405168587,7.70531084650781e-05,0.664386358815066,0.0855799029284961,SLC39A14,ns,0
SLC39A3,-0.216466061237762,0.342768911879591,0.044870677253871,0.907891327567906,SLC39A3,ns,0
SLC39A6,-0.118602106800466,0.638475133872243,-0.090224161499339,0.815735753936781,SLC39A6,ns,0
SLC39A8,0.0256659385255318,0.933318558987856,-0.0486304312661132,0.881520962338646,SLC39A8,ns,0
SLC39A9,0.0429588440107965,0.883668169767898,-0.0580935752536628,0.710779179444731,SLC39A9,ns,0
SLC40A1,0.001511619816032,0.997603539007265,-0.0575787023836863,0.631178614775743,SLC40A1,ns,0
SLC41A1,-0.0705972103266038,0.795793975480879,-0.205747311046782,0.527348443352692,SLC41A1,ns,0
SLC41A2,-0.0108662232240648,0.97117182553798,0.24406102725538,0.321755484813342,SLC41A2,ns,0
SLC41A3,-0.221453691288766,0.371962673152377,0.0125585680078036,0.978931068058732,SLC41A3,ns,0
SLC44A1,-0.0588557142308866,0.832153580542838,-0.0236055391756107,0.960180762805079,SLC44A1,ns,0
SLC44A5,-0.0658741336517962,0.807340335491589,-0.0369422660713405,0.889453024874904,SLC44A5,ns,0
SLC45A3,-0.0465439230527868,0.835467974495398,-0.0586743649409481,0.824432401332483,SLC45A3,ns,0
SLC45A4,-0.105965466741581,0.604421627092778,-0.0370136699865496,0.785331581373917,SLC45A4,ns,0
SLC46A1,-0.0031200313411909,0.993688445410086,-0.0799293509524379,0.8227914656547,SLC46A1,ns,0
SLC46A3,-0.209342530768837,0.358260532406017,-0.0737351796048875,0.34136937390767,SLC46A3,ns,0
SLC48A1,-0.0250428947584655,0.932206497772684,-0.182297626527758,0.595552348558278,SLC48A1,ns,0
STUB1,0.385594292876403,0.0985066567576241,0.114643701071847,0.667642067373176,STUB1,ns,0
STX10,0.190210067906499,0.388638347241382,-0.119103864786842,0.695790010697034,STX10,ns,0
STX12,0.128883457904162,0.610113992664127,-0.0008894390523417,0.99788995735175,STX12,ns,0
TMEM144,0.0063537274098588,0.983055451061366,-0.0198229135457425,0.81517291386135,TMEM144,ns,0
TMEM147,0.022656751830435,0.934518107088383,-0.302201722100867,0.266281093706637,TMEM147,ns,0
TMEM14A,-0.460624971091191,0.124198792986641,-0.158805555655177,0.572049957114507,TMEM14A,ns,0
TMEM14B,-0.170604443992087,0.264458353812093,-0.141072850842379,0.60249402581137,TMEM14B,ns,0
TMEM158,-0.251699592308808,0.307358608476958,-0.205992610508149,0.525472197116187,TMEM158,ns,0
TMEM161A,-0.0270778783563668,0.928328158678096,0.226221835852372,0.493541268976343,TMEM161A,ns,0
TMEM143,0.148713650092037,0.537132204728052,-0.162013916584239,0.38739721033989,TMEM143,ns,0
TMEM161B,0.0501478639060931,0.865241701720239,-0.0421989544255279,0.858371892139273,TMEM161B,ns,0
TMEM165,-0.0583569224222322,0.824646620549949,-0.321630945097057,0.336866787302987,TMEM165,ns,0
TMEM167A,-0.141737274430001,0.495366166926288,-0.275698994622669,0.380929876855385,TMEM167A,ns,0
TMEM167B,0.233975270195372,0.341114855288862,0.214784488046965,0.494125105881792,TMEM167B,ns,0
TMEM168,-0.0476081726129375,0.872649040617834,-0.22371151359951,0.435738502668222,TMEM168,ns,0
TMEM170A,0.333600329093506,0.0481189617272621,0.150212720384657,0.618522775305138,TMEM170A,ns,0
TMEM170B,-0.352434789061843,0.18615763629533,-0.0389076066568991,0.0900897348529305,TMEM170B,ns,0
TMEM164,-0.186099582750769,0.4573201769254,-0.180477734102058,0.537452405350786,TMEM164,ns,0
TMEM141,0.102579074703562,0.672976416559224,0.301363069627211,0.373576436943058,TMEM141,ns,0
TMEM138,0.066829110805035,0.804162706653325,0.371677632791681,0.18787088185801,TMEM138,ns,0
TMEM135,0.159454673595916,0.485360577796224,-0.0445843130639437,0.786524746679642,TMEM135,ns,0
TMEM109,-0.297529747625478,0.0801954141707172,-0.282365122436934,0.310619817344652,TMEM109,ns,0
TMEM11,-0.0164935824187668,0.956277902771938,0.0953214139849469,0.739061685199572,TMEM11,ns,0
TMEM115,-0.452187592754001,0.0648155290629564,-0.355457311720348,0.281976819977941,TMEM115,ns,0
TMEM117,0.0103529965483847,0.974396356294605,-0.0015946921674436,0.995595099104376,TMEM117,ns,0
TMEM120B,-0.132914644706174,0.591821867480901,-0.162191679984965,0.584161939152984,TMEM120B,ns,0
TMEM121,-0.0553496882016578,0.797319609452677,-0.155910257778765,0.618460345117665,TMEM121,ns,0
TMEM123,-0.0307937797708173,0.905203487870205,-0.454421915770799,0.103683893527348,TMEM123,ns,0
TMEM126A,0.102823159228224,0.571474567876912,-0.143754498233704,0.659500113008572,TMEM126A,ns,0
TMEM126B,0.0454169652897664,0.879373866700257,0.0443430671067,0.917598454301358,TMEM126B,ns,0
TMEM127,-0.278091893153721,0.267927283837972,-0.824192844820728,0.0427651068834002,TMEM127,ns,0
TMEM128,0.556420902265918,0.0751673104920163,0.284876734621038,0.38848487819423,TMEM128,ns,0
TMEM129,0.0158205238992689,0.96030935839604,-0.0283942812410357,0.951282129654742,TMEM129,ns,0
TMEM131,0.0025967125157089,0.994939067209475,-0.239302180444408,0.0628641208846484,TMEM131,ns,0
TMEM131L,-0.356704448513158,0.14059253475761,-0.209707063336427,0.522501027316894,TMEM131L,ns,0
TMEM132E,-0.103073608005599,0.605874397146193,-0.250658664934232,0.230579228387757,TMEM132E,ns,0
TMEM177,-0.0799717622336606,0.76632381358018,0.269783355255723,0.374233807187781,TMEM177,ns,0
TMEM107,-0.166788885309651,0.496870026010622,-0.0585761887696315,0.881165051138606,TMEM107,ns,0
TMEM178B,0.0161402927360114,0.959595916304836,-0.125244892849039,0.712103279658377,TMEM178B,ns,0
TMEM181,0.124897523502382,0.578316055716257,-0.187217353384378,0.558611635470525,TMEM181,ns,0
TMEM223,-0.131448451265947,0.503667867002867,0.140811563052587,0.593374067485888,TMEM223,ns,0
TMEM230,0.196077604683227,0.357339821953065,-0.263115587778639,0.42867069752262,TMEM230,ns,0
TMEM231,1.2038564775419,9.45176577664873e-05,0.0732633404796502,0.561096167554101,TMEM231,ns,0
TMEM237,-0.013777636750154,0.965785615256847,0.0749892478527422,0.83826866939855,TMEM237,ns,0
TMEM241,0.68937846019477,0.0121864555972857,0.230288676956792,0.416660074862501,TMEM241,ns,0
TMEM242,0.0104142986262061,0.975683546835083,-0.367028745840175,0.232027856585494,TMEM242,ns,0
TMEM222,0.177654428047332,0.413106580174652,0.345844980609106,0.32002820944145,TMEM222,ns,0
TMEM243,0.0873024711985183,0.746725323675056,-0.323615947990987,0.334602810063312,TMEM243,ns,0
TMEM248,-0.184837097391438,0.426153979177181,-0.0600000738546579,0.880407135239695,TMEM248,ns,0
TMEM25,-0.206703471879109,0.393745185444326,-0.121824688091777,0.671898360824705,TMEM25,ns,0
TMEM250,-0.0501472872236339,0.853406214627663,-0.0205968678715009,0.964538860975381,TMEM250,ns,0
TMEM254,-0.0322120997036464,0.913336424711666,-0.106595201965641,0.630218283733157,TMEM254,ns,0
TMEM258,0.578703966360451,0.0021666612810294,0.0319242999972535,0.920601504509734,TMEM258,ns,0
TMEM259,0.180277729193095,0.406195329926264,0.0749823370641814,0.848321367651238,TMEM259,ns,0
TMEM245,-0.0584336299753507,0.788316667418575,0.076352117094104,0.843523385042016,TMEM245,ns,0
TMEM219,-0.203700172513315,0.315896295541761,-0.0680654527227618,0.725410934077168,TMEM219,ns,0
TMEM218,-0.0493916353352226,0.857478922893232,-0.102330852488987,0.769420293600315,TMEM218,ns,0
TMEM216,0.149808852712151,0.551644210254856,0.190082097938589,0.576490306005114,TMEM216,ns,0
TMEM182,0.15718693301538,0.346905697139619,-0.144349067847973,0.180080095877748,TMEM182,ns,0
TMEM183A,-0.171612135429123,0.48574128453639,-0.200404745841317,0.436090003713633,TMEM183A,ns,0
TMEM184B,-0.0258308762978763,0.933318558987856,0.0404799307486159,0.916739181896097,TMEM184B,ns,0
TMEM184C,-0.158985950193107,0.476295286442287,-0.24970319567195,0.402043348758721,TMEM184C,ns,0
TMEM185A,-0.088746991845296,0.70280843976533,-0.0646625034362721,0.803589546477411,TMEM185A,ns,0
TMEM185B,-0.284935593182533,0.197409843232154,-0.0557900956237906,0.887964514596808,TMEM185B,ns,0
TMEM186,0.0076613839749088,0.984246521875892,0.303948904640372,0.310619817344652,TMEM186,ns,0
TMEM192,-0.226279539722706,0.336946559347259,-0.343934227312033,0.303315346839096,TMEM192,ns,0
TMEM199,-0.141594540623092,0.565689443065419,0.0703782614229974,0.850719861123996,TMEM199,ns,0
TMEM200C,-0.152430926971071,0.49686936501302,-0.0398045417269315,0.585089703121608,TMEM200C,ns,0
TMEM201,-0.24225901668672,0.28842369792525,-0.149484791272717,0.640417322298226,TMEM201,ns,0
TMEM203,0.0068161199092795,0.984246521875892,-0.241773997307073,0.401279931316376,TMEM203,ns,0
TMEM208,0.229728470137917,0.35695490285296,0.343678493268583,0.257176324601721,TMEM208,ns,0
TMEM209,-0.079604099197682,0.767640103619649,-0.191675257882404,0.568408327746522,TMEM209,ns,0
TMEM214,0.506220945061569,0.10023912934636,0.406979233165265,0.25799019198152,TMEM214,ns,0
TMEM179B,-0.0260027752513529,0.928651038690291,-0.186961037303605,0.532576449793565,TMEM179B,ns,0
TMEM260,0.131738399948024,0.597163181818935,-0.0765056360943365,0.753354642808907,TMEM260,ns,0
TMEM106C,-0.160977895709146,0.46643329834484,-0.0943036221571058,0.801564030030886,TMEM106C,ns,0
TMEM104,0.0799145108102788,0.713834184260121,-0.214446437129582,0.0909812974230231,TMEM104,ns,0
TIMP3,0.183921960411087,0.224577393774423,0.257808678274855,0.270806456670597,TIMP3,ns,0
TIPARP,1.21426304004892,8.47202496947656e-08,0.11747598642567,0.702332695685285,TIPARP,ns,0
TIPRL,-0.266098742261365,0.134998239303078,-0.110554842637463,0.710729711107987,TIPRL,ns,0
TIRAP,0.0908208652650613,0.72552036398496,0.0182096935421245,0.966385147776134,TIRAP,ns,0
TJAP1,0.281426346812453,0.166814934929972,0.235706759967843,0.446523739292589,TJAP1,ns,0
TJP2,0.288471743089407,0.256932611409418,-0.308351948666501,0.362600476520768,TJP2,ns,0
TIMP2,-0.184620297400603,0.386265181990441,-0.260623299772998,0.178799348593531,TIMP2,ns,0
TK1,0.1828539715583,0.458291526337819,0.813704584002258,0.014749455114565,TK1,ns,0
TKT,-0.128411847957833,0.59592286369644,0.127948699117986,0.690236310416433,TKT,ns,0
TLCD1,-0.0149855953044544,0.960278647782959,0.350271766650763,0.264392425069017,TLCD1,ns,0
TLCD3A,-0.0524825153091938,0.850342316299244,-0.271177352162268,0.359200080275157,TLCD3A,ns,0
TLCD4,-0.0842739290716541,0.747840692524093,-0.891037217041373,0.0691991746610672,TLCD4,ns,0
TLCD4-RWDD3,-0.0682587210512854,0.804439966855949,0.296970170507535,0.378225219802206,TLCD4-RWDD3,ns,0
TLCD5,0.0713583087196869,0.795356368890536,-0.0778644674832499,0.840742777413405,TLCD5,ns,0
TK2,0.0792072714825934,0.749471720528051,-0.16872358555237,0.408915125077693,TK2,ns,0
TIMP1,-0.045543861085983,0.871714382514734,0.111621169722375,0.744369682657276,TIMP1,ns,0
TIMMDC1,0.0407210505181594,0.887890761015347,-0.323420829364891,0.324984529905904,TIMMDC1,ns,0
TIMM9,0.262855455400163,0.261183311861592,0.141610464329575,0.664505805278401,TIMM9,ns,0
TIMELESS,-0.0331566736429963,0.905294439200874,0.0243918026713858,0.954178487779294,TIMELESS,ns,0
TIMM10,-0.102053306027921,0.694405904363741,-0.13115244562338,0.706133676831904,TIMM10,ns,0
TIMM10B,0.0912068460758924,0.728304611372293,0.616913577870795,0.0299527162602755,TIMM10B,ns,0
TIMM13,-0.0194169800589139,0.946224434615667,0.0658589287510339,0.840847430597515,TIMM13,ns,0
TIMM17A,0.0187394526774747,0.946224434615667,0.397471628400122,0.0907433039876543,TIMM17A,ns,0
TIMM17B,-0.0341120563209319,0.903177499847561,0.219091908790935,0.515280714132671,TIMM17B,ns,0
