rownames(count),DMSO.P0.1,DMSO.P0.2,DMSO.P0.3,TPG.P0.1,TPG.P0.2,TPG.P0.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
BRMS1L,182,122,166,118,161,186,0.382546005977796,0.703596584859834,6925.0,0.298843254381316,0.342233379731421,157.433010719632,0.873214806270044,0,7.298594268156292,ns
BROX,56,96,63,45,31,28,0.122506216174075,0.410226527511142,3591.0,-0.746669247145753,0.483487900667736,49.3689568852401,-1.54433905401674,0,5.625532257641286,ns
BRPF1,351,567,440,589,483,486,0.0029783441358124,0.0407514731756728,879.0,0.509633665911696,0.17159589279432,478.090122117817,2.9699642433899,0,8.901138788058413,ns
BRPF3,124,108,119,110,32,33,0.0781596482465226,0.325945245998935,2884.0,-0.800484916247531,0.454442575645364,81.8455584524671,-1.76146549453635,0,6.354832222369152,ns
BRWD1,327,464,385,291,335,162,0.149838221493409,0.45381624021688,3978.0,-0.308782479786082,0.214416920343384,309.633596760146,-1.44010313781008,0,8.274418209220704,ns
BRWD3,36,13,12,8,12,1,0.25077130543142,0.580451595539585,5337.0,-1.35590489456352,1.18061028494721,12.6114880537041,-1.14847796250068,0,3.6566666069564704,ns
BSCL2,68,98,71,46,35,35,0.105902289108146,0.380659543067444,3345.5,-0.724358988971595,0.447995554486145,55.1666956116866,-1.61688878766317,0,5.785725663043628,ns
BSDC1,87,194,69,171,162,180,0.0053020011404885,0.0601010063304952,1061.0,0.935128025825213,0.33540109335846,142.702364439651,2.78808878188657,0,7.1568654288427735,ns
BSG,134,179,68,146,68,118,0.68744335772342,0.888923907465818,10183.0,0.153357332886448,0.381175804696743,114.156027109479,0.402327039116391,0,6.834863221491604,ns
BTAF1,48,42,38,63,33,69,0.190185727077567,0.512000712149195,4507.0,0.695067008279561,0.530573399970734,49.4637240660636,1.31002988147898,0,5.628298957530396,ns
BTBD1,273,270,165,68,151,111,0.0236181909221787,0.158755643084522,1788.0,-0.757360186316797,0.334628885477229,163.481081459814,-2.2632839518223,0,7.352979881991652,ns
BTBD10,85,164,101,156,102,48,0.868025404217498,0.96027419905469,11950.0,0.0625180175926615,0.376235703518135,102.252353343194,0.166167158002451,0,6.6759902370247355,ns
BTBD2,53,116,65,41,73,4,0.261189983501507,0.593403471674464,5447.0,-0.746247038756516,0.664167273607192,53.0173055482151,-1.1235829713553,0,5.7283914461373096,ns
BTBD3,72,123,109,76,6,30,0.0507958642533874,0.253284352974913,2412.0,-1.19301644438258,0.610800867517878,63.7466513590019,-1.95320031097968,0,5.99427765341339,ns
BTBD6,365,436,371,335,245,101,0.0307483267971961,0.18664181099497,1981.0,-0.557252136625734,0.257949535526926,287.472199447934,-2.16031455721526,0,8.167278633978228,ns
BTBD9,97,142,143,103,213,45,0.713554141345744,0.903454643432495,10419.0,0.154877600753516,0.421909821388504,118.596401627211,0.367086976652532,0,6.88991642703357,ns
BTD,27,28,61,48,81,55,0.0997270054561779,0.370328866773583,3238.0,0.919500119667902,0.558566458899932,51.205378855663,1.6461785433354,0,5.678223460597017,ns
BTF3,4838,5779,4598,3983,3727,3009,0.0007612490392853,0.0146021406626554,627.0,-0.211244578876562,0.0627487725113211,4137.89240110047,-3.36651332643119,0,12.014680415501136,ns
BTF3L4,544,918,588,598,661,383,0.892440955501662,0.96878401539142,12295.0,-0.0218968700787961,0.161939719233888,584.859164774218,-0.135216179096684,0,9.19194545251658,ns
BTG1,1483,2066,1451,2788,2807,1624,3.5264361053634504e-15,6.33021597600092e-13,67.0,0.811807448537702,0.103142892174698,1993.95452162962,7.87070666161565,0,10.961416789599978,up
BTG2,135,242,120,86,110,97,0.209193343533938,0.533704465282497,4772.0,-0.405557973308441,0.322951340988277,124.11622307811,-1.25578662118998,0,6.9555478904537456,ns
BTG3,285,333,271,269,244,113,0.284619213365911,0.61965718390264,5716.0,-0.256196139843357,0.239435597313331,238.159220542268,-1.07000021182353,0,7.8957825947567075,ns
BTN2A1,106,194,114,178,110,222,0.0481567758985231,0.24489705866027,2365.0,0.680449323438446,0.344360020397318,154.528700910103,1.97598235315863,0,7.271731007290572,ns
BTN2A2,70,105,39,89,77,35,0.659611792433507,0.877125665088754,9893.0,0.200867932830836,0.456052433828766,64.8358661066892,0.440449207001176,0,6.018720203363055,ns
BTN3A2,107,70,43,53,65,31,0.549175647993265,0.82345536945705,8709.0,-0.293684603632027,0.49029488382803,58.318963712264,-0.598995856002112,0,5.8658931790847815,ns
BTNL9,47,29,29,10,10,49,0.846128888208633,0.955617622577198,11719.0,-0.161265858363704,0.83101022466743,29.6708406484954,-0.194060017045208,0,4.890973897412804,ns
BTRC,138,100,146,39,97,30,0.0327040078975249,0.193138020388972,2036.0,-0.97477841621549,0.456421390262882,87.0553755327979,-2.13569836342257,0,6.44386147966859,ns
BUB1,88,148,87,49,95,44,0.258665487400588,0.590428889156743,5419.0,-0.463491802790042,0.410332797343582,79.828067902055,-1.12955095422691,0,6.318824188495823,ns
BUB1B,237,269,310,135,184,231,0.442128084479092,0.750972712804183,7587.0,-0.233037032112225,0.303194955524061,224.543668627698,-0.768604582188477,0,7.8108522333431205,ns
BUB3,1893,2063,1765,1434,1802,1520,0.717786086594475,0.905132877245926,10457.0,0.0455060378278383,0.125909293289415,1704.36208584845,0.361419214094374,0,10.735016148374399,ns
BUD13,47,134,67,172,137,48,0.0635645995451137,0.290791722605204,2629.0,0.796403280015398,0.4292766500434,95.549194436066,1.85522152191339,0,6.578171804950463,ns
BUD23,360,478,314,378,327,281,0.632220505599035,0.864183372503625,9640.0,0.0819372113277008,0.171200498593795,342.863433512739,0.478603812493047,0,8.421490238396874,ns
BUD31,338,418,172,308,225,170,0.705771008147814,0.899485238512731,10347.0,-0.0949219281248398,0.251420977997493,255.584865895124,-0.37754179814616,0,7.997658601394248,ns
BVES,22,23,1,14,4,41,0.441579262359135,0.750844876407324,7580.0,0.887373308199985,1.15313804400685,18.2665536802812,0.769529123431395,0,4.1911325636986065,ns
BYSL,559,636,597,754,406,397,0.758871740870575,0.919036393862693,10975.0,0.0562911427897309,0.18338103401447,537.054376074699,0.306962729773294,0,9.068924356424505,ns
BZW1,144,149,90,79,56,65,0.081446027272803,0.332470298525704,2946.0,-0.621134859395282,0.356491192570153,91.5487323131436,-1.74235681649568,0,6.5164680038678835,ns
BZW2,360,329,225,327,289,317,0.112961280591331,0.392881816562158,3458.0,0.349432534663379,0.220459073149507,303.138322904323,1.58502224322792,0,8.24383243968346,ns
C10orf88,45,63,73,105,54,44,0.390262978738133,0.710550413754607,7009.0,0.396979249849596,0.462065549872938,61.9976639230083,0.859140548259354,0,5.954141950545168,ns
C11orf1,49,64,66,26,40,23,0.180845926591908,0.498642690509734,4392.0,-0.726056827133395,0.542580528199878,42.3543348937153,-1.33815496391335,0,5.40443772937082,ns
C11orf24,292,187,151,253,125,136,0.910456398574112,0.973511655907792,12469.0,-0.0351864278385112,0.312871474559824,183.312682086508,-0.112462882364123,0,7.518162788802556,ns
C11orf49,47,86,62,85,32,54,0.813529512950197,0.942603562195981,11442.0,0.114445207324314,0.485193896530278,58.666873848253,0.235875199879338,0,5.874474212790903,ns
C11orf54,13,21,25,38,12,36,0.282279586704962,0.616260045253327,5688.0,0.856852695459142,0.796914722713488,24.6158004438543,1.0752125303214,0,4.621512748033306,ns
C11orf58,555,708,466,514,357,415,0.516605733336094,0.806207428863194,8366.0,-0.110162673071952,0.169850414866718,482.110643762517,-0.648586423285435,0,8.913220470854856,ns
C11orf68,70,124,89,115,65,57,0.951712727315263,0.988633039716105,12822.0,0.0230675761914953,0.380928953872592,82.3309546334992,0.0605561114664197,0,6.363363049227544,ns
C11orf71,35,96,48,89,63,35,0.467174827227011,0.772228187231013,7857.0,0.355110935274733,0.488404636218759,57.4841921262925,0.727083465103877,0,5.845093371353437,ns
C11orf96,152,134,173,227,109,130,0.399527214614569,0.718790397931103,7113.0,0.267991024401829,0.318103108700928,151.004624067846,0.84246590829072,0,7.238448918249632,ns
C11orf98,178,214,128,90,205,146,0.738428997110373,0.911697750252187,10669.5,0.11208762043096,0.335657518563352,156.287454548093,0.333934484502852,0,7.288058165248186,ns
C12orf29,336,392,261,262,317,313,0.38698614096216,0.707337738199377,6981.0,0.189058657686306,0.218540686814854,307.200468176032,0.8650959253481,0,8.26303660451454,ns
C12orf4,70,133,49,106,101,88,0.125247609765285,0.414516511460397,3636.0,0.58088127948627,0.378889655230657,88.4164558808803,1.53311464556256,0,6.46624300079714,ns
C12orf43,354,733,453,467,450,383,0.66318995367641,0.878480288080651,9928.0,0.0829324484137355,0.190424645689431,454.068043823903,0.435513208458282,0,8.82676469683195,ns
C12orf57,201,274,174,199,191,122,0.834898711372316,0.950433204133919,11636.0,-0.049393042255358,0.236984622328137,183.978317483266,-0.2084229844541,0,7.523391939195061,ns
C12orf73,372,447,301,238,197,177,0.0034372355878556,0.0450949553735102,916.0,-0.568438686524194,0.194294002656682,271.83036397481,-2.92566254620131,0,8.086562806693804,ns
C12orf75,59,43,23,3,13,1,0.0070027606212296,0.0724180584621915,1163.0,-2.62169602838346,0.972182088089548,21.0683471223522,-2.69671295172224,0,4.397005229549329,ns
C12orf76,105,83,69,69,121,108,0.168901015419743,0.480848669510928,4239.0,0.54442178366099,0.395729093129365,93.0472007507734,1.37574364158012,0,6.539890843519734,ns
C14orf119,456,373,275,397,401,149,0.949865382621688,0.988232503785095,12805.0,0.0162888201940245,0.259063308114243,324.465245171237,0.0628758287408318,0,8.341920143178204,ns
C14orf132,71,83,82,118,92,42,0.421187407279359,0.736282114440239,7341.0,0.322878937508637,0.401409523051359,78.0236614449539,0.804362923565532,0,6.28583979671731,ns
C14orf93,20,36,20,33,9,3,0.564070176073709,0.829957426919318,8908.0,-0.558696507057093,0.968602996201046,18.1326213980829,-0.576806503023793,0,4.180515602684922,ns
C15orf39,363,462,410,229,251,302,0.161520065721889,0.470920789582889,4132.0,-0.323820017188752,0.231303734851962,325.990272072119,-1.39997746856964,0,8.348685103179815,ns
C15orf40,127,268,136,166,116,118,0.797510832295061,0.935680692616593,11306.0,-0.07658798243452,0.298507306005335,146.775051406013,-0.256569875824584,0,7.19746295174547,ns
C15orf61,608,711,510,492,421,441,0.449548897232034,0.757434504774947,7655.0,-0.1182568367426,0.15638977928466,511.24193654577,-0.75616729739959,0,8.99786237340922,ns
C15orf65,26,47,23,33,41,35,0.379584177439567,0.700945632130458,6899.0,0.536300703104342,0.610360142281551,33.4721337161595,0.878662720504042,0,5.064888614946915,ns
C16orf72,542,788,645,624,391,323,0.0900888873000774,0.35029210575317,3093.0,-0.29214751039431,0.172365631588855,522.351645245263,-1.69492901630861,0,9.028877540729315,ns
C16orf87,318,456,469,456,299,208,0.577343447083447,0.837297677326977,9035.0,-0.124323604772122,0.223094300313233,350.671671489654,-0.557269300908033,0,8.45397707901348,ns
C16orf91,368,461,367,385,340,381,0.269940980544428,0.602445754872487,5561.0,0.207232998446064,0.187847428983145,376.213725399818,1.10319848170325,0,8.555408673417963,ns
C17orf100,85,85,60,106,87,89,0.0928273579066731,0.355665700396164,3139.0,0.602129095650328,0.358267654324145,84.4096148203972,1.68066831706093,0,6.399335435806337,ns
C17orf49,90,229,200,108,182,73,0.528546228671078,0.813122035106762,8485.0,-0.23500534432411,0.372890134944352,139.441757119181,-0.630226767353823,0,7.1235188440064166,ns
C17orf58,354,379,298,386,317,270,0.246610838143313,0.575840905044636,5286.0,0.204832743702256,0.176790168118056,324.105536495982,1.15862067377793,0,8.340319855315002,ns
C17orf75,52,101,110,107,86,101,0.237338641793898,0.567029417964478,5151.0,0.464703586932393,0.3932616923445,92.3336412956616,1.18166502351647,0,6.528784477187052,ns
C17orf80,229,287,134,135,157,105,0.162408730581148,0.471556137044701,4150.0,-0.390159391574298,0.279280526839674,163.734336529914,-1.39701609700227,0,7.355213089148661,ns
C18orf21,299,239,288,296,287,221,0.320255159429254,0.654718477384945,6153.0,0.224712175302676,0.226083672763818,266.882420673912,0.993933673120325,0,8.060060469245517,ns
C18orf25,117,159,124,117,81,31,0.136148613487434,0.433767927421,3777.0,-0.575942145826214,0.386463739850586,96.9789168138767,-1.49028766851163,0,6.599599234825198,ns
C18orf32,235,363,226,190,250,146,0.437925378765224,0.748887890005595,7526.0,-0.183018917495174,0.235939942535964,222.900537575909,-0.775701288760283,0,7.8002562857674675,ns
C18orf54,24,53,47,35,47,80,0.179740024985827,0.497293140212686,4376.0,0.777658033975884,0.579668740746867,49.1904027974246,1.34155592549966,0,5.6203049635584374,ns
C19orf12,191,205,78,59,72,69,0.0206793860478471,0.146386683930228,1699.0,-0.887599018053101,0.383613037377857,104.196088169046,-2.31378741483913,0,6.703157305346471,ns
C19orf25,219,355,195,323,206,71,0.716618921898052,0.905001594794754,10442.0,-0.119189939097753,0.328363938236869,210.664791443127,-0.362981208404725,0,7.718805405425526,ns
C19orf44,48,34,24,1,39,30,0.817613973783813,0.943799142211144,11483.0,-0.211290293935221,0.916203911981445,29.0056577290127,-0.230614922259249,0,4.8582624289716065,ns
C19orf47,155,255,212,214,338,169,0.0612104823404379,0.283304917677911,2598.0,0.503607563063987,0.269025163173408,218.885136103069,1.8719719639734,0,7.7740301781059244,ns
C19orf53,579,788,494,474,597,392,0.826063201272629,0.947459822065651,11551.0,-0.0351949863885591,0.160156720229245,530.316363366475,-0.219753416142525,0,9.050709454533695,ns
C19orf54,170,164,159,158,147,30,0.368072476946043,0.691796793284898,6756.0,-0.363195981265702,0.403510840029158,128.939862752673,-0.900089775133321,0,7.010554542728617,ns
C19orf73,28,24,18,34,73,30,0.0484598761592591,0.245814816772421,2371.0,1.25379126900914,0.635373640683246,34.6391528764558,1.97331332105764,0,5.114331743315734,ns
C1D,13,145,42,53,38,11,0.371120872210969,0.693479273304997,6794.0,-0.651359898560438,0.728284375106751,44.0607548314174,-0.894375769719023,0,5.461422305818452,ns
C1GALT1,140,207,210,113,65,130,0.140387162852828,0.440067173338088,3842.0,-0.523542783795946,0.355100551528139,139.27423751483,-1.47435080442126,0,7.121784607463096,ns
C1QBP,1297,1499,1157,1443,1041,1011,0.28797627628996,0.623513507068807,5752.0,0.115131793354272,0.108352034256983,1200.56921013211,1.06257159031467,0,10.229502858772923,ns
C1QTNF3-AMACR,85,112,73,234,116,62,0.0267816419485511,0.171619087822523,1876.0,0.841698767046689,0.380053363687999,108.651807827834,2.21468574538831,0,6.763568369103425,ns
C1orf109,241,338,225,316,254,283,0.0513639350989413,0.254864111990305,2423.0,0.410361251349616,0.210611599880652,270.903214498483,1.94842663738444,0,8.081633702227558,ns
C1orf112,89,52,19,40,44,32,0.793532822460823,0.93418755397282,11269.0,-0.158607977738727,0.60600811054513,43.9563732695831,-0.261725833332581,0,5.4580004529253765,ns
C1orf115,192,122,106,95,77,187,0.721577433130593,0.906870166059566,10491.0,0.150050740872729,0.421075230419158,131.204605779912,0.356351383393797,0,7.035674554694207,ns
C1orf122,280,379,123,281,117,133,0.454033314631603,0.760818303134539,7706.0,-0.248338994380924,0.331690119527358,202.867699069016,-0.748707844342167,0,7.6643953648611856,ns
C1orf131,384,345,281,424,599,245,0.0107477020181828,0.0965717342055395,1338.0,0.588258793855542,0.230617677066753,370.385708357145,2.55079663162711,0,8.532884621850037,ns
C1orf159,16,18,9,7,23,11,0.79497894860503,0.934666127622967,11282.0,0.26946230996259,1.03698901076713,13.6257119479006,0.259850689992606,0,3.768259708033537,ns
C1orf174,308,430,336,262,149,297,0.355474055645967,0.684697308087237,6583.0,-0.253322096719457,0.274151126607027,287.76641078485,-0.92402354808694,0,8.168754394701526,ns
C1orf198,237,364,294,378,342,314,0.0080976686910028,0.0792472350350889,1228.0,0.514828017299042,0.19442365204252,316.528093791106,2.64797009978215,0,8.306189743059871,ns
C1orf21,256,314,263,126,204,67,0.0069719331608783,0.0722857242464512,1160.0,-0.809671843934203,0.300080525070445,190.999807775403,-2.69818190881974,0,7.577427376090134,ns
C1orf216,45,46,23,7,39,2,0.288691602599784,0.623804151000287,5765.0,-0.989097216125081,0.932234407430034,24.6076628926046,-1.0609962561367,0,4.621035739544097,ns
C1orf226,19,33,33,41,41,82,0.0274839650226861,0.17415682156367,1898.0,1.32781194182996,0.602298505526205,43.9520814995863,2.20457452516822,0,5.457859585580769,ns
C1orf35,420,610,349,504,503,459,0.0126049033620601,0.107288869593416,1413.0,0.419669404848519,0.168221620857141,463.133534316611,2.49474117958307,0,8.855284412462419,ns
C1orf43,1698,1760,1214,917,870,613,3.6703837780302e-09,3.04439349643926e-07,145.0,-0.672344077407096,0.11398749233964,1105.23463266684,-5.8984022159533,0,10.110136959664791,down
C1orf50,187,190,140,204,121,187,0.291402993718721,0.625865128119483,5798.0,0.307060411525747,0.291039052731712,168.877533279019,1.05504882813374,0,7.399833600904757,ns
C1orf52,536,675,410,402,441,269,0.145154527958321,0.447404794401519,3908.0,-0.24580509798578,0.168722314760754,430.716273453166,-1.45686181661464,0,8.75059402272681,ns
C1orf53,27,56,44,24,44,18,0.671513733105157,0.882076853217095,10029.0,-0.270683182632598,0.638296226474743,33.6159197203144,-0.424071412935588,0,5.071072716650339,ns
C1orf56,14,12,28,38,44,27,0.0886494614177005,0.347082915467216,3071.0,1.23530663502801,0.725556127079862,27.6610159225229,1.70256523089363,0,4.789782239064496,ns
C1orf74,112,145,75,146,172,99,0.0401444719838434,0.220062700341697,2194.0,0.634449237311634,0.309146727364642,121.421696902614,2.05225927092961,0,6.92388243028884,ns
C20orf27,99,83,115,79,46,26,0.0829966803312453,0.335642593928678,2974.0,-0.775745831070225,0.447487877317216,70.3557067609507,-1.73355719873572,0,6.136595544387661,ns
C21orf58,60,85,81,39,65,1,0.209496863773066,0.533704465282497,4782.0,-0.921878303128539,0.734593574822009,50.5692606684757,-1.25495013123673,0,5.660188781050388,ns
C21orf91,115,156,73,120,110,110,0.320807332382237,0.655067875477278,6160.0,0.324428851491639,0.326781613698681,110.68652601535,0.992800200169122,0,6.790335801831469,ns
C22orf39,287,432,283,336,271,65,0.283727237135201,0.618450737443614,5709.0,-0.353283492070457,0.32956042775817,257.079613745313,-1.07198395897731,0,8.006071399655934,ns
C2CD2L,40,115,62,79,49,20,0.585546318744526,0.840823279187672,9135.0,-0.289437541761101,0.530784629318936,55.6771213506119,-0.54530128751559,0,5.799012716983567,ns
C2CD3,39,66,42,17,91,28,0.743424534686308,0.913744970385146,10767.0,0.20857953021515,0.637230867562328,45.5506769595143,0.327321761754971,0,5.509400589943818,ns
