,log2FC_total,padj_total,log2FC_trap,padj_trap,gene,regulation,plot_order
PRORP,-0.216251795237982,0.219975159356034,-0.0915534981032413,0.745125026578669,PRORP,ns,0
PROSER1,0.464809029071994,0.0026246106479893,0.0168991594990771,0.962334356172019,PROSER1,ns,0
PRR14L,-0.0418266232608421,0.850501163481041,-0.20697337675671,0.315975886620084,PRR14L,ns,0
PRR5-ARHGAP8,0.0414170552125491,0.850717776946432,0.209154254621216,0.418442687689577,PRR5-ARHGAP8,ns,0
PRRC1,0.277118369153898,0.0154761304158534,0.379479432583702,0.0554329485744821,PRRC1,ns,0
PRRC2B,-0.113139150826173,0.302025251447705,-0.0178504212186969,0.941703664569252,PRRC2B,ns,0
PRRC2C,0.177007656375339,0.220503568358672,0.415949584312895,0.0357923019992825,PRRC2C,ns,0
PRRG1,0.091846348113612,0.569500526376982,0.0233680367648214,0.925884847880958,PRRG1,ns,0
PRR14,0.405761327344273,0.0495543860017874,0.133006540228101,0.627181665624695,PRR14,ns,0
PRRG4,0.381591758863586,0.055775909640206,-0.15624838811927,0.547002436144382,PRRG4,ns,0
PRRX1,-0.127509952642713,0.409603289333764,0.0392364340992534,0.842028548475366,PRRX1,ns,0
PRSS16,0.157951889190249,0.318713726209029,0.201234628768796,0.364401617408563,PRSS16,ns,0
PRSS23,0.0887267359216498,0.577253670250935,-0.0909424594688124,0.688904103105806,PRSS23,ns,0
PRTG,-0.0371192956879538,0.869721864769164,-1.18292845757545,0.0275160599370616,PRTG,ns,0
PRUNE1,-0.186064807629216,0.300719824520519,0.0221852328015705,0.948330599087959,PRUNE1,ns,0
PRUNE2,-0.0650564167378287,0.744916804084309,-0.174627875127901,0.434001012953175,PRUNE2,ns,0
PRRT3,0.0090428793931711,0.966128074022734,0.0378992886845449,0.853828791839485,PRRT3,ns,0
PRR13,-0.157782228740686,0.314602852582957,-0.148128297558417,0.473317764307237,PRR13,ns,0
PRPSAP2,0.120960401093049,0.42409706742234,0.299998759474493,0.177052243308202,PRPSAP2,ns,0
PRPSAP1,-0.0021343375023204,0.993016758466181,-0.169832577697323,0.51940884933231,PRPSAP1,ns,0
PROSER2,0.308317724689161,0.0949115166068735,0.662178981920609,0.0108978908102208,PROSER2,ns,0
PROSER3,0.451665368062593,0.0678725715521239,-0.0472313028163621,0.60498968381392,PROSER3,ns,0
PROX1,0.120085642852208,0.487693356539444,-0.034343564643489,0.69113817497805,PROX1,ns,0
PRPF18,0.0626185192073522,0.748364755514018,0.0325175282277501,0.920660917943934,PRPF18,ns,0
PRPF19,-0.265180097382621,0.125078267737522,-0.0236159779159252,0.944441346241423,PRPF19,ns,0
PRPF3,0.206109727837691,0.247171103425052,0.149234682185092,0.578479697945489,PRPF3,ns,0
PRPF38A,0.023143317917804,0.891995700020747,0.162658573165328,0.421804142721945,PRPF38A,ns,0
PRPF38B,0.145489176266463,0.227320832977653,0.41690866074089,0.0063357769658069,PRPF38B,ns,0
PRPF39,0.1652105916527,0.325407226634911,-0.135135777915852,0.589678341809188,PRPF39,ns,0
PRPF4,0.127610529501752,0.438061415367634,0.0193333197176566,0.95225763219164,PRPF4,ns,0
PRPF40A,0.0233139027436102,0.88788683304874,0.0476149927448299,0.794999488983335,PRPF40A,ns,0
PRPF4B,-0.0362382649658304,0.868298030676788,-0.216565489268943,0.393722672443122,PRPF4B,ns,0
PRPF6,0.161768146336014,0.299060147765979,0.176431209181298,0.437225535017369,PRPF6,ns,0
PRPS1,0.0077812521480952,0.972755870449876,0.034273253662393,0.900246525891012,PRPS1,ns,0
PRPS2,-0.0568049576656847,0.772214665196588,-0.185104432328917,0.475777074123406,PRPS2,ns,0
PROS1,-0.7579617409333,0.0244955509098971,-0.265654590878986,0.259446064893311,PROS1,ns,0
PTPN13,0.238347601836428,0.101957336078254,0.160251792110875,0.53568419444339,PTPN13,ns,0
PTPN14,0.0554178214484094,0.715697870863989,0.126517883849432,0.616548506945127,PTPN14,ns,0
PTPN18,-0.187132210236105,0.300548815838806,-0.0214586136301689,0.943632610542636,PTPN18,ns,0
RAB3IP,-0.0861556449353601,0.571777342674169,-0.0291760902350541,0.926641405102914,RAB3IP,ns,0
RAB40B,-0.114154318112541,0.53508787652839,-0.130440556904415,0.584793812516489,RAB40B,ns,0
RAB40C,-0.0181772283837848,0.937118456197356,0.227592531965321,0.389766857902696,RAB40C,ns,0
RAB4B,0.0493993286550772,0.790158536255162,0.0804292774103815,0.756322189655828,RAB4B,ns,0
RAB4B-EGLN2,0.113952683432537,0.541017346366448,-0.0754460572416137,0.799329044755363,RAB4B-EGLN2,ns,0
RAB5A,0.267662107572538,0.0954354389713136,0.530623217049176,0.0408198142392096,RAB5A,ns,0
RAB3GAP2,-0.0271075305926225,0.899905717600171,-0.0055781996069389,0.988814693897922,RAB3GAP2,ns,0
RAB5B,-0.104054328842696,0.567790226664228,-0.142023481028338,0.599846516809201,RAB5B,ns,0
RAB5IF,-0.0924403210130984,0.402519557207104,-0.250500991012843,0.0230803315813473,RAB5IF,ns,0
RAB6A,-0.0475867381693613,0.800047728112968,-0.0636553516706306,0.829143759622603,RAB6A,ns,0
RAB6B,0.0804820762375373,0.6488678846082,-0.14162894891064,0.473732592756813,RAB6B,ns,0
RAB7A,-0.277619348931331,0.0082021189846047,-0.197119938697187,0.18645011865246,RAB7A,ns,0
RAB8A,-0.380228046293825,0.0139187072877636,-0.0360396847287131,0.908771582404387,RAB8A,ns,0
RAB8B,-0.035453835681192,0.874425053503954,-0.0551282103362528,0.840149107487516,RAB8B,ns,0
RAB5C,-0.228238709244003,0.0557957207779277,-0.544169607076522,0.0014676692917257,RAB5C,ns,0
RAB3GAP1,0.111122949803709,0.495823674330593,0.429986227776155,0.0847205113776753,RAB3GAP1,ns,0
RAB3D,-0.036984232822664,0.83097779960012,-0.0303808038867831,0.891367214738492,RAB3D,ns,0
RAB3B,-0.143481205801988,0.423890459815159,-0.421792885343686,0.111622313056382,RAB3B,ns,0
RAB21,0.0187224477714416,0.927423226928049,-0.132914623781314,0.593278107431523,RAB21,ns,0
RAB22A,-0.0063675518955138,0.980754490906226,-0.767835790895277,0.0472202170794855,RAB22A,ns,0
RAB23,0.0146943390124409,0.950682724499868,-0.0545413369734459,0.840514493214215,RAB23,ns,0
RAB24,0.43788602672027,0.0173491289384743,0.308397507324686,0.169187005847912,RAB24,ns,0
RAB27A,0.034264427774922,0.864333350453967,-0.414433061207098,0.155905227976057,RAB27A,ns,0
RAB28,0.146199468237036,0.425504085330181,-0.0801572960501121,0.780956059925079,RAB28,ns,0
RAB29,-0.311869764986183,0.0447273322029837,0.0001913268208514,0.999938345989277,RAB29,ns,0
RAB2A,-0.117854210882063,0.33528821203159,-0.213059468775994,0.167497304994098,RAB2A,ns,0
RAB2B,0.311335546208446,0.0602774493659497,-0.0003637649150699,0.999061581881663,RAB2B,ns,0
RAB31,-0.379306809689468,8.48584163307305e-06,-0.335407744011822,0.0570812754189865,RAB31,ns,0
RAB33B,1.38204056141072,3.41880812155211e-07,0.788946723522378,0.0592383057828073,RAB33B,ns,0
RAB34,-0.13198893997657,0.404400995084413,-0.321121839473729,0.0571881837824825,RAB34,ns,0
RAB35,0.0512980629980147,0.796364033916408,0.0235259423403041,0.942231978824101,RAB35,ns,0
RAB36,-0.0129767261641041,0.948563853993777,0.0533576939493524,0.840499873794256,RAB36,ns,0
RAB39B,1.22905754723384,0.0001659723100679,0.302796343144867,0.190274165360808,RAB39B,ns,0
RABAC1,-0.057804213556007,0.779251866448298,-0.0677504832970944,0.810587551145132,RABAC1,ns,0
RAB1B,-0.0123423971640448,0.959217445188074,-0.0752266586105574,0.785441468420815,RAB1B,ns,0
RABEP1,-0.0760604994822227,0.559518174182376,-0.0032198760010745,0.989051007051576,RABEP1,ns,0
RABEPK,0.0075919355090791,0.978510395680939,-0.181379711057632,0.460842040668023,RABEPK,ns,0
RAD52,0.673475209764532,0.0205579678333697,0.827589081823142,0.0604022565147278,RAD52,ns,0
RAD54B,0.311347458013487,0.071716871180406,0.413726864982549,0.150224457583512,RAD54B,ns,0
RAD54L,0.214119375728743,0.225458666399466,0.741733833052979,0.0139575190668699,RAD54L,ns,0
RAD54L2,-0.0284599326880364,0.898093026511547,-0.0984221059538948,0.708380797506707,RAD54L2,ns,0
RAD9A,0.317812192930338,0.1394781335627,0.624714654831863,0.0819870851707838,RAD9A,ns,0
RADIL,-0.0447588345355813,0.803703971610516,0.22498005913976,0.239268276045983,RADIL,ns,0
RAD51D,0.21050301907329,0.219682758246589,0.312634036841255,0.236527247029044,RAD51D,ns,0
RADX,0.100664982838823,0.579203435598958,-0.125559175282951,0.611309798887771,RADX,ns,0
RAI1,0.0348340502269505,0.877226990898555,-0.0504909340395336,0.867704113905321,RAI1,ns,0
RAI14,0.198785866695936,0.0395363389287367,0.0068415260063818,0.979216836369571,RAI14,ns,0
RALA,0.0865030063899819,0.630466889939122,-0.179532036906231,0.477103726979023,RALA,ns,0
RALB,-0.0043076730948787,0.985687776489097,-0.168981165629311,0.501993815200318,RALB,ns,0
RALBP1,-0.0010272177784719,0.994630471455333,-0.520100330931423,0.0969241279478403,RALBP1,ns,0
RALGAPA1,0.0536020998505879,0.786251114703706,-0.046002620657459,0.672435371596237,RALGAPA1,ns,0
RAF1,0.119515781027685,0.432936889251998,0.0503982716711577,0.877136094133495,RAF1,ns,0
RAD51C,0.0078939028836078,0.976716501674,0.0870715933616474,0.659749950989796,RAD51C,ns,0
RAD51B,0.0160754863237897,0.930548939661723,-0.0115749187064243,0.970696661692536,RAD51B,ns,0
RAD51AP1,0.394506569133478,0.0009587495283555,0.348417929232896,0.0652409361662175,RAD51AP1,ns,0
RABGAP1,-0.0472204067364523,0.816533916605728,0.119806444474339,0.661931428128769,RABGAP1,ns,0
RABGAP1L,0.036441536970486,0.860322623916647,0.0513452272871055,0.871177985301209,RABGAP1L,ns,0
RABGEF1,0.177425313942198,0.330775735918944,0.806722356963726,0.0386076664642081,RABGEF1,ns,0
RABIF,0.206535910594151,0.229913194458331,0.254235090493764,0.289207611010978,RABIF,ns,0
RABL2A,0.0047789890261141,0.986589168566603,-0.0302170097475362,0.902711282505005,RABL2A,ns,0
RABL2B,-0.0524006199791327,0.803237835903925,-0.14709195540863,0.569453016166342,RABL2B,ns,0
RABL3,-0.0763767504885635,0.696807106795755,0.0571044532509518,0.847787522335348,RABL3,ns,0
RACGAP1,-0.0115077665659272,0.96326161707699,0.275807785917694,0.30104021863979,RACGAP1,ns,0
RAD1,0.290957668622705,0.0172536301365147,0.274200033411479,0.146383420723474,RAD1,ns,0
RAD18,0.218839069405232,0.100124474853505,0.482950550134434,0.021372427720444,RAD18,ns,0
RAD21,0.0328778043110225,0.868729571658431,0.342079211033528,0.0782426020553171,RAD21,ns,0
RAD23A,-0.186612422292257,0.104879889445777,-0.491236651636912,0.0003654609854856,RAD23A,ns,0
RAD23B,-0.0405129427114424,0.809614501682313,-0.180922196009072,0.389766857902696,RAD23B,ns,0
RAD50,0.0480804519312719,0.758432081578644,0.32922590711406,0.0180028905117089,RAD50,ns,0
RAD51,0.119397440598222,0.526985085173231,0.66062970535651,0.0367499083842737,RAD51,ns,0
RABEP2,-0.0939664730504993,0.592555610584897,-0.154403940946132,0.507864044882517,RABEP2,ns,0
RAB1A,-0.107715607978464,0.494899413749093,-0.0888228090438052,0.724319702134928,RAB1A,ns,0
RAB18,0.191538941658186,0.104065682283315,-0.0066587617561892,0.97974049158498,RAB18,ns,0
RAB15,-0.0304893181952857,0.873561326396853,-0.0907955376864339,0.575047482384213,RAB15,ns,0
PURA,-0.239438410048342,0.0037275262846344,0.0095989294048807,0.970696661692536,PURA,ns,0
PUS1,0.173512670351124,0.167161765713588,0.40207788084722,0.0282286461801637,PUS1,ns,0
PUS10,0.204311108815893,0.181451847188236,0.116318452655954,0.299325278632514,PUS10,ns,0
PUS3,0.177081051664165,0.287328376093432,0.327433731076527,0.154739193040635,PUS3,ns,0
PUS7,-0.0794548312416662,0.674773282090215,-0.0979522955565303,0.725422820339236,PUS7,ns,0
PUS7L,0.143705298349575,0.346554990716905,0.10479115758601,0.710706568110308,PUS7L,ns,0
PUM3,0.0761784245739747,0.644352101066002,0.422411952012697,0.0509044802442096,PUM3,ns,0
PUSL1,0.115299984520272,0.53192456530304,0.0094643514178168,0.980486576471886,PUSL1,ns,0
PWP1,0.098442359168873,0.316247593306048,0.0925799084954552,0.585201656024013,PWP1,ns,0
PWWP2A,0.195301101698044,0.189014680334872,-0.0014768452146213,0.997411291489385,PWWP2A,ns,0
PWWP2B,-0.0101840208257705,0.965714713189461,-0.0811261506471162,0.713399974178582,PWWP2B,ns,0
PWWP3A,0.0386975599775503,0.864308935964837,0.119314322113279,0.657652721262271,PWWP3A,ns,0
PXDC1,0.0833168195177195,0.604715396782726,-0.0108749883010482,0.963087547590938,PXDC1,ns,0
PXDN,-0.489510191413843,0.0061605606665848,-0.123964279328922,0.649917501265566,PXDN,ns,0
PVR,0.056811828193413,0.780708953067909,0.0592153554432308,0.843887137004044,PVR,ns,0
PUM2,0.14888217885848,0.277238291528241,-0.133059324210633,0.625760139061462,PUM2,ns,0
PUM1,-0.0623884749423942,0.596660189363096,0.0961543610241131,0.703083681206368,PUM1,ns,0
PUDP,-0.146489540947944,0.426711939609033,-0.347467248064104,0.21242321746006,PUDP,ns,0
PTPN2,-0.0764033207096088,0.688936928253647,0.295599295228518,0.248924520550791,PTPN2,ns,0
PTPN21,0.0139146285801661,0.942576014362191,0.043583662952238,0.771915728801961,PTPN21,ns,0
PTPN23,0.0429404331962114,0.845719173295377,-0.104222813059956,0.679137091331838,PTPN23,ns,0
PTPN3,0.0011586124679445,0.996371126536829,0.130967456359172,0.525320595217627,PTPN3,ns,0
PTPN4,0.14484442268741,0.430992283093283,0.0267748978409541,0.928945557255743,PTPN4,ns,0
PTPN9,0.317045080215422,0.0381875281254686,-0.0335768275078959,0.919626326480226,PTPN9,ns,0
PTPRA,-0.0707170406747908,0.719533173434202,-0.197671117560847,0.421253881782363,PTPRA,ns,0
PTPRD,-0.0060890076184824,0.980754490906226,-0.0859557317301914,0.719817520181484,PTPRD,ns,0
PTPRG,-0.0557704710464036,0.790833434142608,-0.293245373972839,0.275664141166575,PTPRG,ns,0
PTPRM,0.0408466558423227,0.800384180808753,-0.134199527744635,0.350348830478353,PTPRM,ns,0
PTPRU,-0.0618046945072271,0.715145861211944,-0.117313447982143,0.582296669556936,PTPRU,ns,0
PTRH1,0.0665503524236152,0.68057284545126,0.133865309964664,0.59566279640525,PTRH1,ns,0
PTRH2,-0.0181270117094101,0.936619313665737,0.232149450702542,0.294927759176377,PTRH2,ns,0
PTRHD1,-0.0156630510548659,0.938382133343428,-0.318669679221322,0.0366742117012284,PTRHD1,ns,0
PTTG1IP,0.0037096955479399,0.985545323842533,-0.27541486987962,0.0234258678950376,PTTG1IP,ns,0
PXK,0.181089698699856,0.32070422238418,0.183286903250061,0.438397018759661,PXK,ns,0
PXMP4,-0.0818448937759651,0.674613443231596,-0.341723205521052,0.221133875003091,PXMP4,ns,0
PXN,-0.227968186419619,0.16466784956004,0.167491887901568,0.521107363034382,PXN,ns,0
PXYLP1,-0.025814569888366,0.890363324229425,-0.0312173608896005,0.864371650673773,PXYLP1,ns,0
QTRT2,0.218767977921245,0.247171103425052,0.12310585203302,0.630353122099556,QTRT2,ns,0
R3HCC1,-0.2803772069583,0.0924957890334601,-0.425192328047151,0.0472836113457198,R3HCC1,ns,0
R3HCC1L,0.0800271171504386,0.585435297105851,1.79535333962873,0.0010498544575822,R3HCC1L,ns,0
R3HDM1,-0.0377710027991076,0.858984222818384,-0.210960463699556,0.374681655344827,R3HDM1,ns,0
R3HDM2,0.0105291562565879,0.96252639760165,-0.0612710676194616,0.74816393422294,R3HDM2,ns,0
RAB10,-0.0844825817211454,0.554685222160351,-0.0885280220302994,0.687433409569319,RAB10,ns,0
RAB11A,-0.153804964465323,0.177961311806206,-0.0048722792123276,0.991099303744878,RAB11A,ns,0
RAB11B,-0.0442180344929237,0.842997437915584,-0.195209860786519,0.442537186305772,RAB11B,ns,0
RAB11FIP1,-0.117052016042163,0.522032672647656,-0.0796487995415052,0.782670688452598,RAB11FIP1,ns,0
