rownames(count),DMSO.Total.1,DMSO.Total.2,DMSO.Total.3,TPG.Total.1,TPG.Total.2,TPG.Total.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
PER1,225,250,240,676,549,527,2.5841040944931604e-15,2.89758985383521e-13,99.0,1.18931929230027,0.1503657951734,403.234926264654,7.90950688571667,0,8.655476793311387,up
PER2,49,43,76,150,100,101,0.0034925219750988,0.0231745862163058,1684.0,0.957537440205497,0.32784581339004,84.8912346460315,2.92069442737189,0,6.407543692416674,up
PER3,29,56,59,51,57,49,0.980118052699399,0.991181502080146,14921.0,0.0102634460300227,0.411840824577415,50.2370405491998,0.0249209049164903,0,5.650679572836035,ns
PERP,2337,1723,1660,1889,1719,1728,0.0386302656771386,0.139012488294528,3234.0,-0.188510266036121,0.091151260485899,1830.13263085244,-2.06810377641769,0,10.837732489968912,ns
PES1,524,495,536,589,470,570,0.832195160572238,0.923081382645125,13508.0,-0.0283106022855461,0.133611768351646,528.390843457083,-0.211887041349807,0,9.045461655955384,ns
PET100,358,301,251,225,237,175,0.000894616489665,0.0080609883537109,1237.0,-0.610082535261658,0.183664169860784,257.198834925434,-3.32172865139725,0,8.006740297249662,down
PET117,227,128,190,204,288,189,0.309148605507184,0.547607893686811,7287.0,0.234446402849609,0.230525137894658,201.608536380669,1.01701014037238,0,7.655412915583434,ns
PEX1,150,133,113,155,125,107,0.585616508480326,0.780049059352063,10556.0,-0.132203248735728,0.242486129987393,129.486785779079,-0.545199219199058,0,7.016661067117357,ns
PEX10,652,586,553,598,512,581,0.149546592898864,0.352482765746429,5188.0,-0.175941504667841,0.122085387130287,578.136110356494,-1.4411348385215,0,9.175265375613757,ns
PEX11A,116,119,127,151,158,189,0.120173420685057,0.30478527370912,4769.0,0.367462752394733,0.236455503095583,142.502436728403,1.5540460999387,0,7.154842778707728,ns
PEX11B,194,208,221,251,251,201,0.708202483865724,0.856387465514057,12019.0,0.0705341501392029,0.188457278296833,219.597337385048,0.374271297859384,0,7.778716751564671,ns
PEX11G,40,15,17,21,3,12,0.146997067006972,1.0,5149.0,-1.07499678985672,0.741264422355484,17.8027054160322,-1.45022040372684,0,4.15402459415255,ns
PEX12,112,55,92,128,91,67,0.880495570637411,0.948468852835381,13973.0,0.0492758675439084,0.327760628475562,89.3427270122734,0.150341021046652,0,6.481278385649419,ns
PEX13,392,347,259,361,414,308,0.893580063105859,0.953077659544403,14113.0,0.0230064734599952,0.171978166220332,343.826867311828,0.133775548173483,0,8.425538474041115,ns
PEX14,265,195,236,314,270,302,0.136821058610365,0.333813312446958,4996.0,0.258461870668454,0.173728550614958,261.021543609144,1.48773399509499,0,8.02802507540283,ns
PEX16,64,64,74,116,97,81,0.143931672972363,0.344302836917323,5102.0,0.436828280037432,0.298930193919368,81.6403305768534,1.46130531114987,0,6.35121011900985,ns
PEX19,652,417,564,715,688,576,0.170955496209231,0.383255880942775,5500.0,0.186313393659417,0.136080594133098,594.552704316381,1.36914006619627,0,9.2156608935819,ns
PEX2,188,167,137,151,178,137,0.434545646729118,0.664997411681822,8738.0,-0.172905714181111,0.221266414478518,158.764703180066,-0.781436778774658,0,7.310746395660828,ns
PEX26,973,674,896,1066,914,793,0.799127685975108,0.905308341872606,13065.0,0.0304333957804733,0.119592305148424,876.791703652095,0.254476203487365,0,9.776090337119005,ns
PEX3,287,232,144,236,301,234,0.562934268960219,0.764214268467791,10279.0,0.130043029040136,0.224797898231327,236.529892486323,0.578488633849752,0,7.885878711675811,ns
PEX6,17,25,17,3,24,3,0.19411694186592,1.0,5840.0,-1.09205253618719,0.841013384996426,14.9752443030907,-1.29849602357023,0,3.904507633926964,ns
PEX7,271,257,317,290,290,318,0.967492740565158,0.985643214857427,14800.0,-0.0069997989935691,0.171761202822742,289.540479865345,-0.0407530855544427,0,8.177621251351653,ns
PF4,30,23,16,8,18,16,0.216195051164338,1.0,6146.5,-0.793424444035691,0.641561027770116,18.5359429716094,-1.23670922904,0,4.2122536055588595,ns
PFAS,1244,1110,1265,819,958,1033,6.70135026026602e-05,0.0009985461642847,746.0,-0.45482971695964,0.11408827310821,1073.07616693553,-3.98664739651416,0,10.067536766870441,ns
PFDN1,1472,1245,1265,1291,1353,1135,0.0419764958467088,0.14727594197039,3321.0,-0.170472433535403,0.0838215975764972,1286.23648345374,-2.03375309543375,0,10.328940201154143,ns
PFDN2,1739,1720,1466,1733,1420,1536,0.070297976693961,0.210798984138212,3946.0,-0.168006248079282,0.0928218555916206,1596.29234993079,-1.80998588111019,0,10.640509180063637,ns
PFDN4,1942,1627,1607,1741,1483,1517,0.0060769673530938,0.0355054813614185,1926.0,-0.220367787913214,0.080320690915198,1644.55365673783,-2.74359925695705,0,10.683480364314109,ns
PFDN5,2814,2193,2157,2133,1797,1915,4.06899803373892e-06,9.15590158632808e-05,493.0,-0.383981239739367,0.0833323982561463,2159.62224530537,-4.60782658095462,0,11.07656326719648,ns
PFKFB2,90,97,84,115,107,111,0.453447493312993,0.679785669254348,8979.0,0.199188332134247,0.265697829291724,100.018752059313,0.749679937789584,0,6.644126699442224,ns
PFKFB3,573,572,414,593,456,556,0.731515670625793,0.868973296909248,12267.0,-0.0526030327331817,0.153312421794621,524.803547873802,-0.343110050167032,0,9.035633662936968,ns
PFKFB4,19,10,23,17,29,24,0.573011575777246,1.0,10434.0,0.345084321125053,0.61226224159609,20.1386449774957,0.563621758260745,0,4.331894710207598,ns
PFKL,768,658,598,707,815,685,0.782241198524872,0.89568839397491,12781.0,0.0321206182535751,0.11621081756673,699.927432537933,0.276399554930685,0,9.45106154305424,ns
PFKM,529,476,516,439,412,338,0.000584752424768,0.0058533243168171,1114.0,-0.454894887257112,0.132291115123957,450.687812218431,-3.43858986169158,0,8.815984626094304,ns
PFKP,2302,2001,2212,2122,2251,1784,0.0189351425015756,0.0836980377972243,2582.0,-0.179200654072177,0.0763594014990154,2100.88582636562,-2.34680537765199,0,11.036782044858732,ns
PFN1,8532,6956,6380,7352,6848,6664,0.0124926881583023,0.0617734214901174,2297.0,-0.159130900242763,0.0637055438258782,7078.53266368931,-2.49791290814037,0,12.789234614148931,ns
PFN2,2375,1994,2147,1882,2367,2071,0.125424195484945,0.313685987240638,4848.0,-0.135061079986186,0.0881370637727171,2130.11515653608,-1.53239822391263,0,11.056715711015876,ns
PGAM1,920,855,783,770,667,664,0.0002870637954682,0.0033298800349984,961.0,-0.380513594238499,0.104919993378517,774.777881265918,-3.62670242330011,0,9.597638957547247,ns
PGAM5,915,1006,924,870,985,920,0.22176507422499,0.447078478478083,6215.0,-0.134265968273163,0.109887610435328,935.083706200643,-1.22184810226793,0,9.868951706769895,ns
PGAP1,464,422,460,499,462,454,0.848038130717114,0.931440713277004,13652.0,-0.0242918885612047,0.126769681017015,457.576900609467,-0.191622226752658,0,8.83787041361891,ns
PGAP2,236,182,195,193,158,153,0.0589885235931951,0.185758389601554,3737.0,-0.376395581998762,0.199332624901036,185.27233652976,-1.88827886145398,0,7.533503674859777,ns
PGAP3,72,89,75,83,64,52,0.273435796986553,0.510324610347634,6833.0,-0.356325503518845,0.325356586261453,72.3912020021606,-1.09518454079336,0,6.1777424662410505,ns
PGAP4,361,359,280,423,370,374,0.416244758615941,0.647524252437718,8574.0,0.125924690105527,0.154897790352928,358.457506030729,0.812953430895385,0,8.485658292042505,ns
PGAP6,372,384,343,340,281,261,0.0075867066304368,0.0421944039601601,2030.0,-0.419132944708146,0.156982747870269,329.730589458698,-2.66992997889499,0,8.365143923350365,ns
PGBD1,27,6,19,35,15,32,0.362163839154741,1.0,7942.0,0.590070628740231,0.64754002004241,21.8955010662998,0.911249668710182,0,4.452562560325078,ns
PGBD2,6,9,26,27,75,8,0.0884565284565225,1.0,4247.0,1.29118569250796,0.757917631824348,24.5204246077113,1.70359632536851,0,4.615912056548011,ns
PGBD4,108,159,170,96,144,151,0.35812611713135,0.594118543826428,7894.0,-0.260347259166148,0.283312082043542,138.860329011537,-0.918941604213461,0,7.117490684608732,ns
PGBD5,283,287,232,235,280,291,0.645916727184951,0.818997325925772,11283.0,-0.0844796376360746,0.183874396909161,267.39914397433,-0.459442092298526,0,8.062851036709484,ns
PGD,1444,1161,1499,1441,1426,1191,0.236286922437127,0.465322179523602,6387.0,-0.113161317353542,0.0955497162479084,1351.62084581083,-1.18431871696971,0,10.400474790880162,ns
PGF,41,45,73,67,85,58,0.429730604253508,0.660510734539949,8695.0,0.294464308533344,0.372903552689175,61.035731648982,0.789652730336919,0,5.93158217003229,ns
PGGHG,10,15,4,16,38,7,0.239421442901384,1.0,6439.0,0.954080347682592,0.810993432937947,14.671859405401,1.17643412256286,0,3.8749798142258656,ns
PGGT1B,581,508,601,709,726,499,0.494872520571161,0.713730005308621,9433.0,0.0924548430156505,0.135449171577866,598.166406317522,0.682579612253301,0,9.224403079168756,ns
PGK1,3557,3444,3275,3396,3988,3377,0.6809175796117,0.840197431695292,11746.0,-0.0299038562127367,0.0727213816389749,3488.84099640952,-0.411211332056291,0,11.768532133005872,ns
PGLS,438,433,349,372,417,382,0.300221901134448,0.539369367938745,7170.0,-0.153934547148659,0.14859154463741,397.155935394766,-1.03595764835938,0,8.6335617539452,ns
PGM1,558,419,423,454,563,447,0.860351588845952,0.938096747645508,13765.0,-0.0251194348247145,0.142783589505327,473.481572037148,-0.17592662372294,0,8.887164466687018,ns
PGM2,459,451,390,540,460,435,0.749328682278576,0.87944850710469,12438.0,0.0433178042107096,0.135569511260769,452.530210169285,0.319524676366115,0,8.82187029712323,ns
PGM2L1,232,219,237,206,210,222,0.267408372372158,0.502965154473623,6771.0,-0.203024354030306,0.18306140568895,220.601441362589,-1.10905055746855,0,7.785298406995343,ns
PGM3,1618,1326,1392,1904,1897,1789,0.0002121287870562,0.0026147114498463,904.0,0.273806132890053,0.0739194178564321,1637.64964476926,3.7041164666887,0,10.67741102758842,ns
PGM5,12,7,8,13,2,26,0.54898734320548,1.0,10123.0,0.547397922649227,0.913428635608365,11.3015810795369,0.599278259198265,0,3.498452713195421,ns
PGP,1741,1391,1323,1941,1827,1665,0.02019220291791,0.0876970440499681,2638.0,0.193620264445931,0.083357946202985,1630.51286690174,2.32275713672751,0,10.67111011056422,ns
PGPEP1,461,320,416,472,431,327,0.718975246830079,0.861730103116034,12136.0,-0.0567693285799428,0.157767654918177,400.384001060023,-0.359828689913563,0,8.645240516464824,ns
PGRMC1,2802,2742,2620,2745,2922,2640,0.284287720709426,0.522929244009169,6958.0,-0.071952484134623,0.0671990293177871,2733.07039210224,-1.07073695654675,0,11.416306902601878,ns
PGRMC2,1029,859,857,978,795,827,0.0930511282331622,0.257012610869355,4321.0,-0.17253397712788,0.102728267386842,885.713227519668,-1.67951802864708,0,9.790695854463468,ns
PGS1,644,574,558,705,762,627,0.208252753410319,0.428987533050279,6051.0,0.141548366212305,0.112484198604141,639.422811631898,1.25838444838326,0,9.320626403460198,ns
PHACTR1,39,34,27,53,44,43,0.351202066120497,0.587348411135939,7813.0,0.390558208075168,0.418936906439681,39.4929198362248,0.932260209286196,0,5.303522129627094,ns
PHACTR2,1459,1152,1382,1382,1112,1165,0.0216172397117197,0.0920141786962425,2694.0,-0.220303683231208,0.0959081892974012,1268.69013018782,-2.29702682164158,0,10.309124027417752,ns
PHACTR3,8,18,39,19,9,13,0.27532679123692,1.0,6854.0,-0.789022033854399,0.723291146651556,17.8971539405958,-1.09087749450155,0,4.1616582788995125,ns
PHACTR4,2387,1858,2365,2557,2340,2202,0.91503472261414,0.96220523234055,14318.0,0.0084853194262101,0.0795322900262007,2267.1801766499,0.106690243967762,0,11.146683333716123,ns
PHAF1,168,149,208,156,105,122,0.021239457303675,0.0910344461498441,2676.0,-0.555194011676903,0.241000942853805,151.391538770452,-2.30370057935289,0,7.242140765540744,ns
PHAX,1545,1277,1378,1441,1327,1408,0.227342540126093,0.4543901998889,6279.0,-0.10011461526275,0.0829290120922984,1388.64280602653,-1.20723270103983,0,10.439459834128701,ns
PHB,4682,3786,3674,3161,3576,2873,8.13833273673385e-09,3.58506475041597e-07,252.0,-0.429969216411874,0.0745753451904211,3613.11194866457,-5.76556790067801,0,11.819026240589682,ns
PHB2,7114,5792,5587,6517,6500,6110,0.460700441061411,0.686843351628086,9038.0,-0.0427269606315601,0.0579196289168674,6225.93926101347,-0.737693963697289,0,12.604075786900902,ns
PHC1,85,66,102,58,71,55,0.086771427226497,0.244852469151333,4217.0,-0.555136280038316,0.324133102081105,72.8142007274244,-1.71267999619308,0,6.1861479370848675,ns
PHC2,331,383,259,618,354,514,0.0098858060234027,0.0515222219088236,2175.0,0.510189610820272,0.197763378200667,405.480205978638,2.57979821877129,0,8.66348767898062,ns
PHC3,670,530,569,739,726,611,0.22872283243711,0.455705591730349,6301.0,0.136265013489036,0.113209331991534,634.35208343579,1.20365530908023,0,9.309139989189301,ns
PHETA1,17,13,12,8,31,23,0.484077653553833,1.0,9324.0,0.484678049132162,0.692635408244652,17.2028416717502,0.699759272140711,0,4.1045749927867785,ns
PHEX,2,2,1,9,3,4,0.276986489437852,1.0,6865.0,1.56984846954522,1.44405155231661,3.39120361674357,1.08711386863357,0,1.7617974101513263,ns
PHF10,896,944,1003,1110,1274,1102,0.065479612062416,0.200410579957232,3853.0,0.194542676351772,0.10561666567202,1048.19524775771,1.84196949519218,0,10.033691757964514,ns
PHF11,172,115,98,184,180,150,0.171336699374758,0.383495431503557,5509.0,0.329234777917366,0.240682536645202,147.587891310769,1.3679213394809,0,7.205430551670973,ns
PHF12,275,213,247,292,304,183,0.932965517974804,0.969731778494665,14478.0,-0.0165897085162431,0.197228049054792,249.621287109438,-0.0841143467967595,0,7.963597158821487,ns
PHF13,423,455,384,443,355,353,0.115814244254659,0.297467358970609,4701.0,-0.23463555638943,0.149203449302014,401.012437529949,-1.57258801647733,0,8.647503172800338,ns
PHF14,976,821,1205,1210,1190,904,0.777303070978195,0.892700330118864,12738.0,0.0362890921119473,0.128304664920309,1042.54105699294,0.282835328976437,0,10.025888485170157,ns
PHF19,302,225,296,284,388,231,0.84878536689767,0.932017609579836,13657.0,0.0373354604142274,0.195813531451551,284.894300247652,0.190668439190399,0,8.154282948373297,ns
PHF2,276,238,231,257,292,278,0.726523605562079,0.865965270518628,12212.0,0.0595081668695449,0.170143102673852,260.332977846272,0.349753624650988,0,8.0242142674089,ns
PHF20,1016,786,886,1174,1209,981,0.0195163288296462,0.0854946303552137,2610.0,0.22929118451386,0.0981756914081628,997.35920898324,2.33551891741295,0,9.961969389167356,ns
PHF20L1,859,747,1008,1184,1119,1078,0.0131343524002764,0.0639829965436137,2331.0,0.273973107872515,0.110468329145317,990.31069621457,2.48010547450314,0,9.951737411498398,ns
PHF21A,347,298,323,355,326,335,0.870439544264124,0.943351496717372,13868.0,-0.0241082051138049,0.147812237368011,328.696588487762,-0.163100197541711,0,8.360612672668978,ns
PHF21B,18,41,8,25,14,64,0.433976305181651,0.664492546734001,8732.0,0.534585035642159,0.683258283242085,28.5889547947901,0.782405495481934,0,4.837385971241923,ns
PHF23,502,443,505,519,348,365,0.0288385938110042,0.112843577686274,2957.0,-0.335789683575785,0.153631262811111,445.213448529267,-2.18568589121497,0,8.798353362493767,ns
PHF3,1768,1580,2156,2689,2448,2259,0.0007959394079137,0.0074001033226557,1199.0,0.326207716606722,0.0972534204124365,2128.66224014553,3.35420302158347,0,11.055731336789401,ns
PHF5A,1704,1443,1473,1601,1469,1238,0.0176250513369096,0.0794379597608743,2528.0,-0.198201998134895,0.0835096483180558,1478.86208592816,-2.37340238076468,0,10.530271802126256,ns
PHF6,1261,1033,1343,1639,1832,1515,0.0002354412453279,0.0028533114240013,920.0,0.359550945563525,0.0977678938061515,1421.71230949531,3.67759733350114,0,10.473413842688846,ns
PHF8,829,586,860,895,935,719,0.597029960515248,0.786694183033648,10680.0,0.0687914084386879,0.130120069992803,796.136738053907,0.528676386682643,0,9.636872427541682,ns
PHGDH,2543,2359,2343,3254,3240,2915,3.22336175976724e-06,7.4546956031617e-05,480.0,0.280119935533204,0.0601625908868422,2749.31252920495,4.65604840822218,0,11.424855199772653,ns
PHIP,899,900,1007,1298,1307,1238,0.0002343760166526,0.0028435061867335,919.0,0.355031650346932,0.0965086633233665,1098.59082254975,3.67875419802827,0,10.101438429640172,ns
PHKA1,394,247,291,385,323,346,0.587733028907399,0.781996770947286,10569.0,0.0916740594823929,0.169101617668567,327.389295994116,0.542124083413978,0,8.354863343386876,ns
PHKA2,246,252,256,327,249,296,0.526416394889663,0.736730761430931,9826.0,0.111270408254493,0.175647809580648,269.43028131564,0.633485885876667,0,8.073768194431048,ns
PHKB,792,591,606,671,711,645,0.594005948765379,0.785488611478803,10635.0,-0.062034929254588,0.116379519180957,664.262109189111,-0.533039917084816,0,9.375608812389407,ns
PHKG2,470,399,340,538,486,545,0.0439587298006737,0.15230519959965,3367.0,0.286354177355358,0.142147646444968,458.62034911004,2.01448412630749,0,8.841156558886258,ns
PHLDA1,56,42,52,59,42,47,0.763704257729214,0.885880978584326,12594.0,-0.113436581426711,0.377342063171967,49.3063731927003,-0.300620027550478,0,5.6237022319417935,ns
PHLDA3,246,195,240,297,272,247,0.339010880555613,0.575749223173058,7664.0,0.165349846296223,0.172938120823415,247.066827694453,0.956121446844327,0,7.948757510707116,ns
PHLDB1,113,88,104,77,60,110,0.217417427588232,0.441476287480696,6156.0,-0.385162962330888,0.312271210105575,92.1086821878534,-1.23342450365716,0,6.5252652464157155,ns
PHLDB2,84,93,52,130,70,122,0.237615576340209,0.466614277897163,6419.0,0.39704122530974,0.336199917586009,91.0464984002234,1.18096764615704,0,6.508531627874481,ns
PHLDB3,126,96,121,109,155,128,0.686747078114431,0.843908581439028,11801.0,0.10319565315172,0.255894990351164,121.625703684481,0.40327344044565,0,6.926304341742462,ns
PHLPP1,166,144,143,150,162,166,0.950857737526464,0.978173639540476,14637.0,-0.0132744643579118,0.215390758413535,154.377063338135,-0.0616296839088415,0,7.270314609048894,ns
PHLPP2,206,127,220,183,113,174,0.210823996127121,0.432838391160934,6079.0,-0.32158226680695,0.256997944019912,169.81614290733,-1.25130287727918,0,7.4078297993450795,ns
PHOSPHO2,18,28,21,66,44,45,0.0173722715108075,0.0784579276002741,2522.0,1.09749161086687,0.461376616039209,36.3430321515969,2.37873262907975,0,5.183606885609166,ns
PHPT1,2357,2184,1903,2038,2614,1963,0.554607076441946,0.758026736712884,10175.0,-0.0577499180017288,0.0977369846104883,2163.6697552258,-0.590870674309012,0,11.079264599512443,ns
PHTF1,122,118,138,94,175,124,0.887845885221707,0.951366623545488,14044.0,-0.0387770182992116,0.274954930919537,128.121697255093,-0.141030452407341,0,7.001371004811441,ns
PHTF2,743,621,647,774,891,795,0.0681506281886247,0.205917290016854,3909.0,0.198813750920959,0.108998196151956,738.813523259569,1.82400955189928,0,9.529066463459667,ns
PHYH,116,139,172,110,75,130,0.0631623273421928,0.195038941815211,3816.0,-0.536375769185918,0.288677166389537,124.526958452227,-1.85804709078424,0,6.960314290422627,ns
PHYHD1,115,65,98,99,88,52,0.331652410534549,0.56886177523857,7578.0,-0.314546518101392,0.32401057237386,85.2044708459637,-0.970790909064697,0,6.412857228367509,ns
