rownames(count),DMSO.GFP.1,DMSO.GFP.2,DMSO.GFP.3,TPG.GFP.1,TPG.GFP.2,TPG.GFP.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
FXYD5,65,27,64,70,28,78,0.430144934281725,0.763968829398263,7114.0,0.424352507959993,0.537874283900221,55.1852361809422,0.788943663346273,0,5.7862104463571145,ns
FXYD6,66,29,91,43,37,18,0.206229989647519,0.559849363297732,4308.0,-0.706131746106617,0.558648487377304,45.0494686284383,-1.26400010393245,0,5.49343818401967,ns
FYCO1,55,57,40,71,46,64,0.408291541493468,0.749079075502729,6831.0,0.398403821305831,0.481801849944435,56.4891293058267,0.82690388455706,0,5.819901358778102,ns
FYN,1181,849,1065,413,558,538,7.00099136934032e-10,8.61742279436269e-08,79.0,-0.902833347200838,0.146419671922508,738.175131213814,-6.16606590730962,0,9.52781932443376,down
FYTTD1,169,153,218,128,191,183,0.949917236543571,0.987826500027595,13395.0,0.0166430355119731,0.264971296120482,169.376526853996,0.062810711030396,0,7.404090141553468,ns
FZD1,224,143,133,198,287,217,0.0211173894809147,0.164803768308519,1342.0,0.613733436791136,0.266160285777493,196.998287409796,2.30587908710096,0,7.622039277547067,ns
FZD2,125,104,160,58,60,100,0.0633031028277031,0.307472213734558,2227.0,-0.68279615266108,0.367676545240532,98.0564265642529,-1.85705659362742,0,6.615540281842717,ns
FZD3,226,120,165,144,95,169,0.71088835922282,0.907113284353077,10606.0,-0.125170000586771,0.337691955273753,150.473021393909,-0.370663258724362,0,7.233361036293247,ns
FZD4,34,30,59,21,14,28,0.21126852201589,0.566411664759448,4365.0,-0.779575827656856,0.623618288011931,30.0820816974941,-1.25008493599845,0,4.9108325006906615,ns
FZD5,143,105,144,74,108,99,0.258599221402841,0.614991919505223,4991.0,-0.349875310621645,0.309704156994026,108.505568963274,-1.12970815121604,0,6.761625279536805,ns
FZD6,208,113,208,83,210,183,0.915100174521195,0.978120858889664,13023.0,-0.0332329691944657,0.311731285616087,159.327679022489,-0.106607744323083,0,7.3158531089899625,ns
FZD7,313,178,332,246,350,189,0.743281916511833,0.918764913205722,10957.0,0.0825506442903257,0.252055070740989,258.74372413211,0.327510349415483,0,8.01538006002616,ns
FZD8,451,323,413,201,375,211,0.025589586564673,0.184594317325579,1460.0,-0.485534940296961,0.217496145189909,315.713000522833,-2.23238411822431,0,8.302469859369712,ns
FZD9,68,10,71,33,45,52,0.965226005420008,0.99182306061861,13558.0,0.0262746749839667,0.602677912163845,43.790858370643,0.0435965454410474,0,5.452557824078083,ns
FZR1,38,6,30,39,8,27,0.683225381351306,1.0,10247.0,0.331809991065751,0.813128682467925,24.5279635900145,0.408065781247165,0,4.61635555542198,ns
G0S2,75,50,73,31,60,56,0.478046704970979,0.794173351835493,7728.0,-0.309679255533375,0.4365075281894,55.1689937785279,-0.709447685399381,0,5.7857857624352915,ns
G2E3,265,255,302,116,192,140,0.0016612873792286,0.0301387284992889,549.0,-0.773379289159276,0.245913335455005,204.724629732809,-3.14492619006741,0,7.677540868373746,down
G3BP1,1320,741,1003,644,1066,867,0.454917039692653,0.779353998233149,7438.0,-0.116795209107921,0.156301560893491,905.132834360764,-0.747242755864154,0,9.82198572275582,ns
G3BP2,321,218,362,366,455,424,0.0014955684723767,0.0279134507205207,531.0,0.618204896478595,0.194676967868435,351.854699819085,3.17554204407163,0,8.458835973389839,up
G6PC3,166,48,84,109,37,95,0.951860272535023,0.98814669849051,13414.0,-0.0303047426913325,0.501976390462315,88.4291190629226,-0.0603708526279933,0,6.466449611677523,ns
G6PD,18,5,23,19,17,22,0.486860182371366,1.0,7825.0,0.561098848274227,0.806974921228008,16.8876326446217,0.695311382688795,0,4.077895196191772,ns
GAB1,45,24,28,73,65,57,0.0145473255914361,0.133451126463325,1132.0,1.18446699003807,0.484750605831409,48.9919373053635,2.4434564408776,0,5.614472436632218,ns
GAB2,17,25,34,35,50,10,0.548778851965849,0.833162852611673,8642.0,0.419819918941785,0.700177161613107,28.1150907607961,0.599590992049185,0,4.813272799064286,ns
GABARAP,367,168,404,213,211,188,0.120116173259763,0.436350711442507,3103.0,-0.420116623062117,0.270295543900343,247.749690524298,-1.5542861602521,0,7.952739445049901,ns
GABARAPL1,181,149,146,305,280,285,7.50153746025988e-05,0.0027218265023719,268.0,1.01813909827282,0.257119400845808,226.466120359481,3.95979103452946,0,7.823151427042754,up
GABARAPL2,417,408,364,189,303,351,0.0933204962192609,0.380641151525207,2702.0,-0.401629153362232,0.239330474193252,331.44516807773,-1.67813628714047,0,8.37262641068476,ns
GABPA,228,155,192,99,254,184,0.980757239594054,0.995762990514791,13740.0,-0.0069054936827784,0.286302614689936,177.679329016257,-0.0241195620593861,0,7.473132039625327,ns
GABPB1,256,135,160,156,173,180,0.867269457478619,0.966551007864933,12485.0,0.0470872506875463,0.281743900076958,172.442162302656,0.167127844381669,0,7.429968747891823,ns
GABPB2,44,52,113,16,154,62,0.770685928400642,0.92949167769249,11238.0,0.169233938373256,0.580606634952346,68.4643007002617,0.291477789238743,0,6.0972800153984155,ns
GABRB3,190,123,124,94,135,109,0.425557285705025,0.761148774441645,7063.0,-0.243841767676541,0.306019762831606,125.387964131065,-0.796817059853484,0,6.9702550616644405,ns
GAD1,162,81,107,52,101,116,0.505046103086158,0.809205520911155,8065.0,-0.246994099671269,0.370544239956706,98.7091176876065,-0.666571148697732,0,6.625111446389309,ns
GADD45A,387,301,482,1003,2146,1264,1.11823869147708e-28,5.43687651796154e-26,20.0,2.01567549022731,0.181424566738989,912.604322223124,11.1102676250412,0,9.8338456763822,up
GADD45B,238,231,314,318,472,424,0.0003009759170234,0.0083381476271691,354.0,0.749670763999175,0.207408867942549,328.487795642936,3.61445858817778,0,8.359695960649605,up
GADD45G,39,18,30,58,70,85,0.0021379738888302,0.0360931564149047,591.0,1.45926867562558,0.475275325476039,49.7641686110765,3.07036489673427,0,5.63703543611614,up
GADD45GIP1,511,260,414,221,215,305,0.043242077090831,0.253878850275863,1826.0,-0.496389340111156,0.245571450436778,309.358006914202,-2.02136420674418,0,8.273133564556792,ns
GAK,195,43,106,83,91,61,0.452000794096623,0.777357137892254,7404.0,-0.332558836136466,0.442183345398732,91.3397388122473,-0.752083586134584,0,6.513170759195108,ns
GALC,51,23,40,1,30,26,0.244498311760722,0.598716087524871,4817.0,-0.929745799978218,0.798876504736364,26.2980178678179,-1.1638166781298,0,4.716882159802886,ns
GALE,78,25,44,13,49,9,0.15569584487077,0.492768202450882,3620.0,-0.958583191347863,0.675202550945478,33.3116076861544,-1.4196972301209,0,5.057953077986142,ns
GALK1,41,41,28,15,43,12,0.341992852495181,0.694185012601528,5999.0,-0.623248811437549,0.655889126464157,28.9485820748792,-0.95023501120903,0,4.85542078045463,ns
GALK2,125,58,73,38,124,127,0.517798596807718,0.81663997474797,8270.0,0.282036310491564,0.43608746948561,86.5983018094436,0.646742523522268,0,6.4362668289026885,ns
GALM,167,169,149,83,181,162,0.712555494862319,0.907318594736908,10628.0,-0.115008022888645,0.312160306751464,148.05890559392,-0.368426159256092,0,7.210027459552454,ns
GALNS,9,12,6,56,22,41,0.0018014277232306,0.0318492421467173,563.0,2.30524514994667,0.73858704433869,26.0646003158973,3.12115568180691,0,4.704019832178129,up
GALNT1,426,295,525,134,476,199,0.0615165489368271,0.302420081830994,2199.0,-0.551639973956081,0.295031817161384,321.719295993223,-1.86976435037964,0,8.32965865793472,ns
GALNT10,54,46,96,27,71,68,0.782736468847769,0.934619821027405,11354.0,-0.131270556898738,0.476041026511121,57.580058037606,-0.275754713539741,0,5.8474973379485595,ns
GALNT11,164,75,205,96,147,102,0.556327039958976,0.836143133586354,8729.0,-0.198036455718141,0.336621615932347,125.066537848959,-0.58830581978414,0,6.966552030941263,ns
GALNT14,36,7,37,10,24,45,0.819984464411578,1.0,11897.0,0.172952325670535,0.760012995644497,24.9325589071651,0.227564958312153,0,4.6399590536583775,ns
GALNT18,62,81,82,18,62,42,0.0836434075550084,0.359729542266653,2556.0,-0.844581712162059,0.488218263065886,55.8011354627011,-1.72992650225393,0,5.802222573747224,ns
GALNT2,191,89,186,136,118,107,0.612552501493463,0.865288899994529,9404.0,-0.166483843637524,0.328737946566134,133.650918692849,-0.506433301590363,0,7.062325944221126,ns
GALNT4,118,124,94,58,111,89,0.391660206025454,0.734235927753411,6606.0,-0.310014161031658,0.361907982112043,96.9316222344952,-0.856610454465415,0,6.598895491162554,ns
GALNT6,55,49,124,69,98,75,0.57661302045277,0.845377790578602,8973.0,0.235486114634011,0.421762007849056,75.9657659692351,0.55833885046917,0,6.247277508267293,ns
GALNT7,127,76,118,139,109,63,0.701546806490953,0.903009880304645,10516.0,0.149277967786687,0.389522457246128,104.188213918201,0.383233277079997,0,6.70304827465139,ns
GALT,50,10,27,26,7,64,0.590603445223546,0.853031117974876,9174.0,0.425008990063461,0.790035681635372,30.117916491499,0.53796176545304,0,4.9125500650515805,ns
GAMT,47,55,61,41,41,60,0.879743422525552,0.968723615117726,12641.0,-0.0718795995077151,0.475097299856257,50.4613042300693,-0.151294481213559,0,5.657105589785341,ns
GAN,213,186,281,261,356,243,0.043278756200905,0.253878850275863,1827.0,0.468977687556904,0.232051175629001,252.143993317174,2.02100974617209,0,7.978104046976585,ns
GANAB,257,88,156,239,208,148,0.172458581646477,0.515837357099459,3860.0,0.462430291608346,0.338939073962274,179.477297113374,1.36434635936905,0,7.487657552411239,ns
GANC,25,14,75,10,27,69,0.924705267423466,0.9808156491507,13126.0,0.0698568353175456,0.739159647450935,34.7260344131805,0.0945084536993514,0,5.117945764487513,ns
GAPDH,1792,846,1553,1450,673,913,0.666974788748026,0.891920288191287,10054.0,-0.21081539021553,0.489922410058021,1185.7453463675,-0.430303627446973,0,10.211578491021163,ns
GAPVD1,239,148,261,81,127,202,0.110437782379299,0.417696225537261,2958.0,-0.513140064066809,0.321470301869442,168.849067959632,-1.59622851965719,0,7.399590405520896,ns
GAR1,848,628,718,626,871,654,0.523630184935946,0.819366109537399,8361.0,0.0969661803663034,0.152041899607991,707.968121382911,0.637759595324125,0,9.467540589407545,ns
GAREM1,130,117,123,106,134,82,0.803623314749085,0.942716937692404,11688.0,-0.0808926160394619,0.325313340089777,113.327979601485,-0.24866061753612,0,6.824360282609264,ns
GAREM2,29,25,36,43,32,30,0.488548204780753,0.801390476263166,7845.0,0.398083949251255,0.574751069442738,32.5584214195499,0.692619762564732,0,5.0249588477656095,ns
GARNL3,42,19,47,63,82,52,0.0301237327752287,0.202995965007847,1569.0,1.03882170584572,0.479059739077312,49.8867315578412,2.16845963270997,0,5.6405842458981725,ns
GARS1,535,500,462,763,1081,929,3.4624159264489504e-09,3.69983873283402e-07,91.0,0.994695150360853,0.168363505560383,708.386476892499,5.90802114181515,0,9.46839286105943,up
GART,293,203,311,241,548,405,0.0030372616628728,0.0463647290577319,656.0,0.669775756820335,0.225974699616494,322.423510200326,2.96394135253648,0,8.332813134672822,up
GAS1,408,294,319,310,695,413,0.0104663046818692,0.108617232365524,987.0,0.561534374730785,0.219346771606388,393.816869357362,2.56003026905016,0,8.62138110095566,ns
GAS2L3,128,49,107,83,122,62,0.843350413375225,0.955307287699957,12279.0,0.0778422853789035,0.393919273582245,87.8692155316441,0.197609740368926,0,6.457285908961696,ns
GAS6,91,47,60,45,92,40,0.914980521074282,0.978120858889664,13022.0,-0.0481182970676658,0.450720724310933,59.7034931404174,-0.106758563501223,0,5.899743438252275,ns
GAS7,21,13,40,28,13,19,0.939026283483445,1.0,13281.0,-0.0565454439371531,0.739216490576963,22.0158211022543,-0.0764937533969501,0,4.4604687469323085,ns
GAS8,51,41,42,70,79,53,0.0998023247594867,0.394503173154979,2801.0,0.726705990763235,0.441548413417101,55.8163031041228,1.64581270973058,0,5.802614668055726,ns
GATA2,243,113,172,163,214,226,0.196992889953646,0.549345347765994,4180.0,0.353625727171988,0.274093115083452,183.373835276202,1.29016639861355,0,7.51864399222917,ns
GATA3,657,527,558,756,1262,1109,1.6771952038508402e-09,1.91871131320537e-07,85.0,0.950722988957813,0.157761394341353,800.082189640552,6.02633485160955,0,9.64400440039504,up
GATA6,240,207,203,270,420,216,0.0221342077232721,0.169075440613589,1372.0,0.580314913673376,0.253627833108992,255.229126918297,2.28805690037969,0,7.995649169593593,ns
GATAD1,858,668,727,587,850,609,0.892648216152968,0.972991817258789,12764.0,-0.0212185220072063,0.157227769683247,699.603384554057,-0.134954035473208,0,9.450393458547644,ns
GATAD2A,251,172,341,200,192,227,0.63126871934015,0.874175025187072,9663.0,-0.126459481298241,0.263489155792464,224.522741618029,-0.479941881926429,0,7.810717770856489,ns
GATB,92,39,95,64,66,34,0.566210499970058,0.840727131359934,8856.0,-0.266341459696108,0.464299589071655,62.4081847618911,-0.573641385788527,0,5.963663344183971,ns
GATC,608,571,605,472,595,431,0.460514629082516,0.782601232645645,7504.0,-0.1340627269102,0.181656884423612,537.587801644868,-0.737999703867953,0,9.070356592202936,ns
GATD1,183,127,182,104,117,140,0.309366179882863,0.668357416836472,5600.0,-0.294195942223556,0.289405448750878,138.241328514064,-1.01655287933712,0,7.111045176910173,ns
GBA2,84,51,82,48,46,15,0.118506637049782,0.432997985610079,3082.0,-0.816382214227874,0.522962383205556,52.3073439521333,-1.56107253685011,0,5.708941609992724,ns
GBE1,21,14,15,21,47,48,0.0371278029033822,0.230102457254613,1720.0,1.3166850361893,0.631698748802425,27.0976125906508,2.08435593498559,0,4.760093844792976,ns
GBF1,174,132,134,141,194,203,0.131508458889375,0.454732214238835,3279.0,0.413362661941377,0.274080451832643,160.558555281127,1.50818002224318,0,7.326955730159574,ns
GBX1,51,16,16,18,13,13,0.362393177392789,1.0,6200.0,-0.698740884643292,0.767160565080672,20.2993766521087,-0.910814393294336,0,4.343363521080122,ns
GBX2,49,17,52,17,21,35,0.428929766467365,0.763135990791513,7101.0,-0.497518667429185,0.628954911929704,30.0951374136331,-0.791024377093649,0,4.911458498950559,ns
GCA,33,71,53,25,57,79,0.897741760868354,0.974043012487659,12822.0,0.0700309476866807,0.544926091525356,52.7304091616039,0.128514579822468,0,5.720563286240546,ns
GCAT,58,20,45,60,51,5,0.842883212484185,0.955307287699957,12272.0,0.143159981656971,0.722275577612165,38.8709960418001,0.198206870195246,0,5.280622171078867,ns
GCC1,148,106,207,205,286,271,0.0007204422569661,0.0164011181807053,435.0,0.872231174181991,0.25792842045462,200.392352877295,3.38167919861104,0,7.646683645031875,up
GCC2,353,201,318,195,464,274,0.401126328707157,0.744259877995091,6722.0,0.205423908241156,0.244665470783501,287.439050682129,0.839611358248958,0,8.16711226548194,ns
GCDH,126,95,111,84,164,132,0.34039132893663,0.693617114793908,5974.0,0.298302446909387,0.312885303629919,115.277043567591,0.953392324435345,0,6.848961431050019,ns
GCFC2,168,103,147,149,160,147,0.311231919565538,0.670500405806149,5619.0,0.286843492466337,0.283262914701961,143.113699939866,1.01264047490348,0,7.161017974272948,ns
GCH1,103,74,145,90,83,69,0.527477775526545,0.821328084743013,8404.0,-0.23379029481733,0.370002788920841,91.5862491444314,-0.63186089893865,0,6.517059101721228,ns
GCHFR,19,11,26,25,5,26,0.755514745695911,1.0,11074.0,0.261817319468577,0.840839572828609,18.7857534379547,0.311376067360645,0,4.231567074023973,ns
GCLC,164,145,229,163,261,210,0.161392109266322,0.501078183430943,3712.0,0.357804756048107,0.255500934727243,190.598565199951,1.40040488082784,0,7.574393448651611,ns
GCLM,429,439,581,315,347,334,0.0483445858676319,0.270018812737997,1924.0,-0.406331682898159,0.205807703948207,399.23677790965,-1.9743268842862,0,8.641100818425512,ns
GCN1,142,128,121,129,92,144,0.869679149210038,0.966551007864933,12527.0,0.0564644149811488,0.344156610117962,126.122237605516,0.164066048191825,0,6.978678860799387,ns
GCNT1,51,47,81,50,43,44,0.641999445813219,0.878266449578238,9789.0,-0.217690629167524,0.46824749237396,51.724504432533,-0.464905061346636,0,5.692776012717413,ns
GCOM1,33,4,6,18,30,17,0.37189294553138,1.0,6362.0,0.79134449991211,0.88623034543868,17.183161291452,0.892933201830725,0,4.102923577227394,ns
GCSH,55,71,42,35,48,19,0.233240510433272,0.587390396112522,4666.0,-0.651973909776473,0.546933713610336,44.6687096585681,-1.19205288237355,0,5.48119267511456,ns
GDAP1,190,123,139,114,200,216,0.229501026640581,0.582825134816567,4617.0,0.349304409425847,0.290688477326904,159.393628922678,1.20164518606984,0,7.316450154703166,ns
GDAP2,71,31,38,74,116,65,0.0216864467648276,0.166966752447493,1361.0,1.00707086909702,0.438655012173112,64.3569254537462,2.29581525606639,0,6.008023500212485,ns
GDE1,891,601,752,526,701,566,0.220014708315064,0.574341751316962,4489.0,-0.186884590919196,0.152373636711826,653.640165974489,-1.22648901051458,0,9.352352829120854,ns
GDF11,243,187,169,51,188,146,0.100327136585271,0.395562521553635,2808.0,-0.580471297552635,0.353241640170564,156.778309141196,-1.64326973816664,0,7.292582160840723,ns
GDF15,41,34,48,39,9,28,0.489194105293684,0.80163860463023,7874.0,-0.457814665687558,0.661972972245738,33.2056574140752,-0.691591174990764,0,5.053357156576948,ns
GDF6,5,6,9,26,22,2,0.161961826894718,1.0,3716.0,1.48835287607189,1.06424655887323,11.9600115055724,1.39850381818258,0,3.580146872301663,ns
GDF7,54,67,97,28,58,39,0.122303768168208,0.43980468812549,3137.0,-0.715694508882196,0.463180015446534,55.0871730700469,-1.54517570925901,0,5.78364452434566,ns
GDI1,118,45,106,98,113,94,0.319375203239157,0.67645490662112,5718.0,0.370029441730294,0.371611523222418,92.8168376529958,0.995742646841503,0,6.536314639410546,ns
GDI2,489,469,721,349,441,466,0.153006562322957,0.489401506526101,3580.0,-0.284246563417864,0.198914048395644,476.64220340387,-1.42899189730678,0,8.896762887727258,ns
GDNF,105,58,66,68,119,111,0.17143239086244,0.514826611719076,3843.0,0.506287406863733,0.370197122380526,85.4310980108449,1.36761572755641,0,6.4166894197604085,ns
GDPD1,125,94,161,95,171,117,0.667105744139781,0.891920288191287,10056.0,0.13211667440732,0.307159799804455,122.773228397748,0.430123585480356,0,6.939852194550066,ns
GDPGP1,82,25,88,55,36,32,0.442375117859122,0.774254033581634,7243.0,-0.413000123001714,0.53762851751777,50.8105440866453,-0.768188646146478,0,5.667056007692587,ns
GEM,7,5,23,57,51,57,0.0001766639717479,0.0054191812658574,319.0,2.44148058329258,0.651019471553237,34.0163767481143,3.7502420280419,0,5.088157575515131,up
GEMIN2,225,186,195,95,281,200,0.983233467641518,0.996265605111869,13764.0,-0.0062973681890366,0.299656656791933,189.459676017038,-0.0210152788076029,0,7.565747012309769,ns
GEMIN4,792,606,590,465,700,510,0.440593878429106,0.773764651227131,7221.0,-0.135284994819092,0.175423519396924,595.303253846418,-0.771190746167777,0,9.217480969736688,ns
GEMIN5,103,113,178,96,163,77,0.721400026804731,0.910663468974187,10716.0,-0.125842903886182,0.352908098119613,117.927006705866,-0.356588314512208,0,6.881750340482975,ns
GEMIN6,653,548,651,288,386,438,0.0009557910697929,0.0200736768092143,471.0,-0.610647317886243,0.184863887686732,479.604252236648,-3.30322663624298,0,8.90570063971437,down
GEMIN7,102,51,125,45,71,74,0.336672995521943,0.691698332654843,5922.0,-0.388164990122605,0.404018800689739,74.130543773148,-0.960759720735597,0,6.211996188980554,ns
GEMIN8,116,119,58,61,107,72,0.583771987183256,0.849535887963182,9081.0,-0.228021398503979,0.416186017455958,87.6526461772429,-0.54788337171397,0,6.453725740568801,ns
GEN1,66,87,85,53,77,116,0.734655846571051,0.914648273582655,10870.0,0.141178351996225,0.416530532071804,79.9672656304838,0.338938783896608,0,6.3213376526735665,ns
GET1,275,389,501,233,267,288,0.0849527265008446,0.363400069501446,2570.0,-0.44667361636581,0.25929520831166,320.405572236112,-1.7226450857855,0,8.323755427931776,ns
GET1-SH3BGR,81,54,92,67,84,44,0.868672264204188,0.966551007864933,12508.0,-0.0682833862586211,0.412974648835306,68.2372969624983,-0.165345225066957,0,6.092488594180797,ns
GET3,81,50,78,44,39,22,0.0954398559602462,0.385516651160226,2730.0,-0.813746543946842,0.488040500603914,50.4997695887807,-1.66737502920329,0,5.65820490029869,ns
GET4,342,247,348,207,321,312,0.888845716115378,0.971236940602667,12734.0,-0.0291643505042905,0.208667143239206,287.338504050701,-0.139764938799483,0,8.166607520205009,ns
GFER,200,135,239,243,158,179,0.474021418096785,0.792967543881115,7679.0,0.220227093052543,0.307600659304155,191.281315562537,0.715951303715453,0,7.579552147296906,ns
GFI1,77,52,68,119,121,65,0.0460166028280544,0.262250940813914,1882.0,0.790802002559139,0.396344104812841,83.4118853238964,1.99524098619447,0,6.382181062204299,ns
GFM1,315,210,308,153,309,232,0.519739180116743,0.818054999588088,8317.0,-0.149595275048528,0.232381910780701,244.236243584145,-0.643747504037443,0,7.932133495584197,ns
GFM2,52,73,62,89,103,91,0.0779632255327865,0.348558347163594,2453.0,0.696598238783113,0.395204307523602,78.8216529539051,1.76262815339256,0,6.300520099163881,ns
GFOD1,562,373,514,303,550,478,0.989490425672824,0.997527215531912,13839.0,-0.0024320545754076,0.184635706738043,447.302363045115,-0.0131721789808416,0,8.80510656972346,ns
GFOD2,180,182,219,66,180,208,0.413034123182128,0.752265183334522,6886.0,-0.277737356410254,0.339297487123382,166.691091751425,-0.81856591030177,0,7.381033196141951,ns
GFPT1,212,130,145,191,311,279,0.0013810262515079,0.0260759209119667,524.0,0.805895044601087,0.251953416641065,207.237697678849,3.19858748234073,0,7.695142650846725,up
GFPT2,5,8,37,36,11,3,0.763066022610107,1.0,11175.0,0.311382150873754,1.03292388099928,16.9725395690003,0.301457015954082,0,4.085130543650293,ns
GFRA1,46,22,32,33,27,17,0.770950568552127,0.92949167769249,11242.0,-0.181363001047195,0.622958538669928,28.8029743540287,-0.29113173636631,0,4.848145894896576,ns
GGA1,179,87,66,50,73,66,0.107579020690781,0.411363899802263,2917.0,-0.676107015179027,0.420158665599536,83.3324041067554,-1.60917070272553,0,6.3808056967643285,ns
GGA2,339,250,302,242,299,251,0.874393074696451,0.967181802368897,12584.0,-0.0330405037405712,0.209010133661926,274.380768429005,-0.15808086986832,0,8.100035555161451,ns
GGA3,227,99,61,94,180,120,0.724766392423148,0.910877766731713,10761.0,0.143841142526873,0.408528385016212,125.359092622896,0.352095834224994,0,6.969922832186801,ns
GGCT,569,625,673,268,516,456,0.0138652386857723,0.130015025053471,1104.0,-0.508332688547383,0.206577507171212,503.490037875359,-2.4607359025108,0,8.975819422922372,ns
GGCX,210,126,195,125,116,124,0.210559721401892,0.565529386290991,4357.0,-0.365609945650584,0.2920142311315,145.087802169021,-1.25202783519801,0,7.1807824239279565,ns
GGH,207,104,103,63,159,102,0.486646319670463,0.800252498062846,7821.0,-0.253262784904137,0.36406494927561,117.071039285379,-0.695652754839655,0,6.871240419782661,ns
GGPS1,271,142,294,160,363,227,0.435607374844006,0.768477161281406,7168.0,0.208998199399654,0.268072803189047,231.387655411036,0.779632237636083,0,7.854168088133949,ns
GGT7,7,2,8,1,6,17,0.619193484107352,1.0,9472.0,0.662664720316537,1.33334628108867,6.50419626698708,0.496993714022642,0,2.7013707920280647,ns
GHITM,469,394,571,406,628,502,0.20112948903028,0.553266131035891,4246.0,0.220697274927391,0.172643612314712,482.805851924987,1.27834022914836,0,8.915299352387944,ns
GID4,116,79,116,94,59,78,0.547040117895745,0.832520648318589,8622.0,-0.233121351000719,0.387115291957633,89.1191343971119,-0.602201348910373,0,6.477663314918777,ns
GID8,756,515,798,448,511,452,0.0176948991609228,0.148460051286292,1244.0,-0.396472003434732,0.167150845875328,561.853541585105,-2.37194135248616,0,9.134050301776808,ns
GIGYF1,55,17,60,35,28,47,0.951970204798344,0.98814669849051,13418.0,-0.0347252111260081,0.576516421400901,38.8262303266,-0.0602328222353631,0,5.278959736382393,ns
GIGYF2,352,316,300,189,296,388,0.859741470244696,0.963379137356213,12418.0,-0.0447122109084313,0.253035556590431,300.884199855999,-0.17670327250017,0,8.233064539091739,ns
GIN1,99,48,91,151,210,98,0.0021186389789786,0.0360157253224451,587.0,1.10463685882358,0.359456304479875,114.072141442405,3.07307688043466,0,6.833802691215197,up
GINM1,676,468,503,236,452,496,0.0974728238126315,0.389796991100033,2763.0,-0.367176373436987,0.221560192878052,455.229183711637,-1.65723078982461,0,8.830449238294559,ns
GINS1,521,411,389,334,535,497,0.430983773570179,0.764568132325189,7124.0,0.155333159758413,0.197246121940468,438.360465874004,0.787509322009867,0,8.775973882554544,ns
GINS2,311,217,278,256,276,271,0.503047664078506,0.80800057573495,8041.0,0.146486768025151,0.218734197392538,263.665044438159,0.669702176300612,0,8.042562507437262,ns
GINS3,383,442,459,248,546,460,0.881291533720384,0.96900340020565,12660.0,0.0346856069579713,0.232271502525224,412.626190196904,0.14933216766101,0,8.688691584600772,ns
GINS4,109,101,117,112,162,157,0.0851351650949193,0.363523047401869,2575.0,0.513429372083562,0.298221492840192,124.616233235409,1.72163772367236,0,6.961348204226276,ns
GIPC1,82,44,88,84,78,57,0.590351452648314,0.853031117974876,9171.0,0.222717510566338,0.413721759301779,70.7247392063245,0.538326799494928,0,6.144143046658257,ns
GIT1,103,32,72,22,38,19,0.0220260722919733,0.168381703590525,1371.0,-1.22462878935525,0.534791553737145,44.136952720271,-2.28991797046437,0,5.463915122168843,ns
GIT2,105,105,137,21,177,128,0.894131294223888,0.973429324158519,12777.0,-0.0642824738167551,0.483041747993647,106.308214871913,-0.13307850529226,0,6.7321092739160795,ns
GJA1,183,144,182,141,229,169,0.436102873788151,0.768793390992745,7173.0,0.198041311164775,0.254293290060363,170.195708312923,0.778790943000365,0,7.411050847987045,ns
GJA3,55,36,44,24,26,30,0.263419482533675,0.620817025728903,5044.0,-0.603304695297808,0.539461840941551,34.72242192981,-1.11834545005969,0,5.117795675857094,ns
GJB2,17,13,5,18,26,12,0.371406666256111,1.0,6351.0,0.769328821129904,0.860699312612987,15.0800451119812,0.89384156563842,0,3.914568839325121,ns
GJC1,411,278,371,239,361,319,0.698381800262798,0.901969137544862,10478.0,-0.0754107573178216,0.194605498837754,319.761401224401,-0.387505788727445,0,8.32085198968433,ns
GK,84,51,40,21,81,70,0.931404575227157,0.982070048999024,13197.0,0.0445986493251333,0.518120258474258,55.3026150473596,0.0860777948665158,0,5.789275796444223,ns
GK5,100,78,115,46,75,64,0.142051840131877,0.473556552763082,3413.0,-0.540305911661763,0.368007447966236,76.6533915577588,-1.46819287122508,0,6.260277720761135,ns
GKAP1,89,93,69,112,56,110,0.477194019659384,0.794152772063641,7719.0,0.308838866023981,0.434480780196398,90.0234273888499,0.710822849020793,0,6.492228587213231,ns
GLA,253,270,229,322,469,459,0.0002584614765488,0.0073487701694752,344.0,0.827349204526226,0.22643982287181,332.304777095908,3.65372660176738,0,8.376363222627234,up
GLB1,123,70,89,79,94,66,0.815101868770462,0.945413168129736,11821.0,-0.0854164772610617,0.365262703206216,84.4452346261873,-0.233849436340721,0,6.3999441067222325,ns
GLB1L,6,8,35,9,31,13,0.814229320509984,1.0,11810.0,0.213192368403361,0.907303975856607,15.9286271139018,0.234973475347203,0,3.9935500214292197,ns
GLB1L2,34,21,14,18,22,14,0.758693808957136,1.0,11118.0,-0.223652444598733,0.72804359477058,20.0546467468553,-0.307196500601327,0,4.325864648870823,ns
GLB1L3,8,8,16,17,61,2,0.164417824534773,1.0,3744.0,1.35613048005951,0.975376749611247,17.5608981936224,1.39036580541829,0,4.13429473169374,ns
GLCCI1,354,319,391,191,437,283,0.535605846999836,0.826339340518419,8495.0,-0.141686677433341,0.228721897213324,317.466918654931,-0.619471415547033,0,8.310462454796449,ns
