rownames(count),DMSO.GFP.1,DMSO.GFP.2,DMSO.GFP.3,TPG.GFP.1,TPG.GFP.2,TPG.GFP.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
A1BG,21,4,19,16,23,22,0.406647420717692,1.0,6811.0,0.673672388061231,0.811841406583987,16.7994993157409,0.829807869613186,0,4.07034633113773,ns
AAAS,76,17,17,23,33,41,0.992253206146453,0.998096454508247,13878.0,0.0064946464433792,0.668908558288114,32.8663195440744,0.0097093188043527,0,5.03853800360853,ns
AACS,48,85,55,73,78,74,0.448227909616998,0.776321330828942,7316.0,0.338325340977989,0.446120160821713,69.7632839430422,0.758372677788926,0,6.124396048087509,ns
AADAT,68,14,24,29,47,38,0.64157632790008,0.878230544290248,9780.0,0.288476844079204,0.619719326454513,34.8979110907388,0.465495962066593,0,5.125068777476285,ns
AAGAB,432,321,531,190,416,437,0.439835826499829,0.772572900448761,7218.0,-0.186399014620472,0.241302444991648,372.082868309465,-0.77247047632246,0,8.539480156228846,ns
AAK1,59,56,69,45,77,51,0.975488999785797,0.994442051743683,13681.0,0.01299979809367,0.423104173374175,57.9475052416687,0.0307248165150419,0,5.856674646491023,ns
AAMDC,67,65,77,73,78,46,0.905877174099423,0.975312513534051,12919.0,0.0495739214671158,0.419263791410976,66.9332621214132,0.118240407310828,0,6.064651423424842,ns
AAMP,511,261,426,247,382,304,0.303514210848753,0.661149683309426,5533.0,-0.21339227601474,0.207393117336158,340.502036308592,-1.02892650805213,0,8.41151961580509,ns
AAR2,774,540,749,644,638,692,0.563729951047462,0.839629503468135,8828.0,0.0981845026487068,0.170072362030031,661.721455512567,0.577310160667785,0,9.370080247718054,ns
AARD,49,61,36,36,81,61,0.501224331086836,0.807761745262628,8009.0,0.327716314516064,0.487263700677218,53.24109573672,0.672564597076677,0,5.734468358054238,ns
AARS1,485,273,397,552,595,677,1.70129899957944e-05,0.0007519741578141,220.0,0.825967763962404,0.19204673162561,492.068078135764,4.30086863218587,0,8.942714117522987,up
AARS2,151,128,116,86,129,160,0.916937161445025,0.978234951683466,13048.0,0.0338750381383708,0.324807730624396,125.996254230175,0.104292585873036,0,6.977237033945325,ns
AARSD1,157,144,190,223,235,205,0.0255610452612881,0.184594317325579,1458.0,0.576556026809973,0.258219167191371,191.463255159122,2.23281653752169,0,7.58092373238829,ns
AASDH,141,57,89,156,131,120,0.0499051339426218,0.274668959727114,1956.0,0.707237858831345,0.360692798001522,114.807727261954,1.9607762138582,0,6.843075937252831,ns
AASDHPPT,608,542,502,427,676,481,0.841134719565708,0.955149652973427,12251.0,0.0371466038486395,0.185323223738065,528.409179950864,0.200442249489153,0,9.045511720240134,ns
AASS,190,209,236,151,185,228,0.842465563040991,0.955307287699957,12266.0,-0.0538463012690546,0.27093742577347,197.19143267041,-0.198740728104782,0,7.623453062421527,ns
ABAT,47,44,53,1,45,36,0.288283017180776,0.64624264595439,5360.0,-0.798284413689486,0.751754037814902,35.5045097452676,-1.06189574453079,0,5.149930380741618,ns
ABCA3,67,49,60,44,45,20,0.29066689132697,0.648548800960291,5387.0,-0.539012639454623,0.510109927917118,46.28853298685,-1.05665977068025,0,5.532582935198432,ns
ABCA5,36,8,29,1,32,25,0.801431532244295,1.0,11659.0,-0.230520497569869,0.916601212182946,19.8602709449765,-0.251494864403321,0,4.311813399944362,ns
ABCB1,40,19,62,19,36,22,0.411018859890975,0.75084489828665,6865.0,-0.498289959252002,0.606116969231699,30.9827888939262,-0.822101977912983,0,4.953395108038219,ns
ABCB10,112,70,171,71,90,53,0.149770723780389,0.48497654566057,3529.0,-0.555835366114744,0.385905185934215,90.1897157785403,-1.44034178957496,0,6.494891029020023,ns
ABCB6,16,10,9,12,35,24,0.160761275820693,1.0,3699.0,1.09974880944466,0.784125790042135,17.076507007457,1.40251579964685,0,4.093940997341067,ns
ABCB7,131,90,123,81,146,157,0.380583596470551,0.727681678246621,6454.0,0.280184861583179,0.319546064880706,117.827287792041,0.876821505180416,0,6.88052988346993,ns
ABCB8,32,4,23,31,21,20,0.475150545978089,1.0,7694.0,0.561352091276681,0.786070964370805,21.3423405376051,0.714123936286089,0,4.415646494893882,ns
ABCB9,58,56,39,17,80,52,0.974876385866851,0.994408683118563,13674.0,-0.017176142524457,0.545395810222631,48.4108199402065,-0.0314929858325198,0,5.597257624402223,ns
ABCC10,11,22,33,1,9,18,0.226179913155878,1.0,4569.0,-1.17647101755652,0.972082836348722,15.0799501147489,-1.21025798786399,0,3.914559750992387,ns
ABCC4,278,243,200,84,178,181,0.0374252412807137,0.231209050961665,1725.0,-0.621963664520249,0.298863704939676,188.161469862645,-2.0810946737269,0,7.555827425019474,ns
ABCC5,140,178,196,83,152,134,0.202649579557783,0.55587837284508,4262.0,-0.396506314567858,0.311219908556591,143.715416287701,-1.27403904334661,0,7.1670710171154255,ns
ABCD3,234,183,199,112,246,181,0.702424145369115,0.903130026387581,10527.0,-0.102498246101225,0.268284774701446,185.867851178106,-0.382050178640542,0,7.53813344439549,ns
ABCD4,67,65,133,27,106,80,0.610404807180666,0.864195060065483,9381.0,-0.236702351119873,0.464581640602191,75.4559989498759,-0.509495706315598,0,6.237563698239632,ns
ABCE1,459,410,501,406,689,509,0.0587969031053523,0.295932239025075,2147.0,0.332118908023595,0.175751359363691,484.459664592139,1.88970890026702,0,8.920232743721987,ns
ABCF2,689,440,565,412,536,445,0.407623347964552,0.748610665617012,6823.0,-0.140056371108271,0.169133198952545,499.800425875617,-0.828083262042292,0,8.965208320507823,ns
ABCF3,24,14,30,43,26,24,0.301594327672128,0.659479029072132,5515.0,0.673596046629096,0.652064579456058,26.9923683964074,1.03302045204019,0,4.754479663905678,ns
ABCG1,14,10,10,6,1,3,0.2151205730558,1.0,4415.0,-1.52919527162482,1.23361238482196,7.19650078627586,-1.2396075869857,0,2.847295583579154,ns
ABHD10,365,146,386,344,287,234,0.563469493779842,0.839629503468135,8823.0,0.169047480288547,0.292623680114694,286.266843028624,0.577695831801065,0,8.16121676905944,ns
ABHD11,48,11,62,65,81,98,0.0171910466832626,0.146023990122982,1227.0,1.22474223031014,0.514036876098534,59.516290102373,2.38259604953978,0,5.895212694960335,ns
ABHD12,115,43,112,123,67,98,0.426539024836956,0.761738379708827,7074.0,0.341700042317804,0.429742160714006,92.0155145911532,0.795128040846812,0,6.52380522710751,ns
ABHD13,165,154,184,123,229,168,0.591727313958049,0.853702730108023,9184.0,0.144134651069825,0.268740163311001,166.027950031194,0.536334611447801,0,7.375282322775118,ns
ABHD14A-ACY1,24,11,18,6,12,22,0.761934495871211,1.0,11151.0,-0.257969879682649,0.851550340956109,14.7922295209436,-0.302941431968666,0,3.8867676102314377,ns
ABHD14B,31,2,15,21,19,7,0.803325529416857,1.0,11683.0,0.239648193623962,0.962266425978863,15.1111334903971,0.249045573194742,0,3.917539976412064,ns
ABHD15,93,66,112,54,98,59,0.524770595332675,0.820029459791309,8371.0,-0.239865961164624,0.37714243656641,77.0332604399547,-0.636008939615542,0,6.267409583697291,ns
ABHD17A,6,14,12,2,8,4,0.310476676075976,1.0,5606.0,-1.1944945764216,1.17774430894156,7.49234352005959,-1.01422232937393,0,2.9054170479158308,ns
ABHD17B,280,182,265,176,288,258,0.595639842157481,0.85547204704392,9224.0,0.120013071934257,0.226149170364518,233.931984859435,0.53068101793526,0,7.869945320568742,ns
ABHD17C,300,259,289,118,181,229,0.029046046051981,0.198904050570044,1543.0,-0.569489226301913,0.260891197355581,222.670232157373,-2.18286102434391,0,7.798764892986026,ns
ABHD18,87,108,148,73,162,104,0.865223341787677,0.966551007864933,12461.0,0.0601608615543433,0.35445266037266,110.238454023065,0.169728903970116,0,6.7844837508096765,ns
ABHD2,332,242,253,161,291,176,0.226941645871686,0.581610930265295,4578.0,-0.294553130053648,0.243779952135714,234.288153734608,-1.20827462419744,0,7.872140199117045,ns
ABHD3,103,117,88,82,147,68,0.975398901870763,0.994442051743683,13680.0,0.0116853784533212,0.378930463857641,99.1039485190046,0.0308377910141087,0,6.630870633583733,ns
ABHD4,23,17,29,25,45,25,0.346605911361226,0.698672446533285,6044.0,0.579990371198204,0.616228880498342,26.5283911292352,0.941193101383316,0,4.729465277794464,ns
ABHD5,258,204,273,166,243,283,0.866141220579352,0.966551007864933,12465.0,0.0406170524349501,0.240962181258625,231.966075692382,0.168561938735754,0,7.85777002095072,ns
ABHD6,60,49,67,33,56,24,0.278842684819593,0.635076434978642,5252.0,-0.529923247226317,0.489345353719109,46.3400219817714,-1.08292281350749,0,5.534186823444544,ns
ABHD8,32,31,97,39,12,15,0.144107505343694,0.477119980239046,3442.0,-1.00506316482424,0.688086201988384,36.5758430494943,-1.46066461138137,0,5.192819212820708,ns
ABI1,196,188,185,121,209,125,0.40393861886745,0.745633670381269,6774.0,-0.233001368286203,0.279174712969831,166.350132916148,-0.834607711449074,0,7.378079208730045,ns
ABI2,305,259,308,264,341,285,0.445541561271873,0.775035087979909,7288.0,0.156084189343516,0.204601578465449,288.582842679888,0.762868940279822,0,8.172841718583571,ns
ABI3BP,16,7,3,7,25,8,0.515056539233978,1.0,8186.0,0.682167028898217,1.04790068680519,10.4290659712533,0.650984427711357,0,3.382538050541676,ns
ABITRAM,145,106,101,101,203,121,0.253262793752798,0.609078320713634,4921.0,0.363747197064201,0.318389390928922,125.826234411598,1.14246016804437,0,6.975288941162134,ns
ABL1,231,79,249,159,150,148,0.829799447411443,0.949402262222482,11993.0,-0.07277550507438,0.338555611968695,162.725969929156,-0.214958791116153,0,7.346300703219926,ns
ABL2,400,276,349,207,372,402,0.807576464495182,0.943741562402494,11733.0,0.0552164520765451,0.22671158124861,324.021233762973,0.243553733657723,0,8.33994454868947,ns
ABLIM1,262,175,225,113,208,153,0.149437452658979,0.484665766878723,3520.0,-0.366555650231176,0.254283887307125,181.891829295289,-1.4415213410217,0,7.5069369273769775,ns
ABRACL,322,346,334,205,362,310,0.636357282009735,0.875858203858834,9717.0,-0.107799927136097,0.22800418156601,306.660239664257,-0.472798026754118,0,8.260497314456913,ns
ABRAXAS1,52,54,14,31,41,11,0.50092039800965,0.807761745262628,8005.0,-0.471050558735038,0.699882575133106,33.7823140208801,-0.673042272334686,0,5.078196248133466,ns
ABRAXAS2,301,235,255,126,334,241,0.716639337647974,0.909746861567757,10656.0,-0.0966745898465999,0.266355026064548,239.127632384867,-0.362953878794733,0,7.901637040030127,ns
ABT1,674,686,716,411,708,434,0.0790864430704186,0.350128950805942,2480.0,-0.33108998101104,0.188546589198521,589.163547069872,-1.75601151109891,0,9.202524359984816,ns
ABTB2,67,71,71,83,138,129,0.0175269448045974,0.147758207938551,1237.0,0.838053656048553,0.352795905930679,92.1961887792479,2.37546309909056,0,6.526635208416979,ns
ACAA1,81,54,57,64,81,93,0.25664074426526,0.612645114400969,4970.0,0.44684907014892,0.393919403812152,70.6102405509633,1.1343667405681,0,6.141805526552491,ns
ACAA2,142,134,161,153,163,80,0.988689079989085,0.997498178493837,13824.0,-0.0048023741930528,0.33875333534746,137.132231131956,-0.0141766108018598,0,7.099423887290372,ns
ACACA,7,6,9,7,17,22,0.222737877445195,1.0,4526.0,1.16820202269012,0.958107959186386,11.0845273686348,1.21928015678123,0,3.470475351564079,ns
ACAD10,22,17,20,1,51,24,0.691219689179884,1.0,10370.0,0.356870928169972,0.898465687653522,20.90121371434,0.39720039738189,0,4.385514815605881,ns
ACAD11,44,107,49,29,95,101,0.784123961709011,0.934758048750573,11372.0,0.14706474477107,0.53683294099823,70.6839396394105,0.273948808911775,0,6.14331054705539,ns
ACAD8,55,59,50,77,63,59,0.347841080818795,0.699133251319133,6065.0,0.416698793682269,0.443870258871893,61.120645449986,0.938785118744649,0,5.933587873578058,ns
ACAD9,71,131,94,77,139,191,0.210358333412042,0.565374359894609,4354.0,0.507820349276121,0.405419259108644,117.126466622961,1.25258072443972,0,6.8719233027727435,ns
ACADM,617,592,584,427,708,545,0.999327462296086,0.999679788511639,13959.0,-0.0001501558554886,0.178141721905561,566.610045225479,-0.0008429011120047,0,9.146212368738388,ns
ACADSB,63,67,88,43,70,59,0.565681068474954,0.840727131359934,8848.0,-0.236370778880286,0.41149198435291,63.2928520596508,-0.574423774625864,0,5.983970673839888,ns
ACADVL,12,14,21,5,13,21,0.844333905231912,1.0,12288.0,-0.173385731727493,0.883030864966965,13.8794117308823,-0.196352968629221,0,3.79487451648335,ns
ACAP2,106,71,175,43,139,130,0.879111110968049,0.968723615117726,12631.0,-0.0624242618019527,0.410426346270824,104.71594177395,-0.152096137027133,0,6.710337282162441,ns
ACAP3,8,13,34,18,15,20,0.879796234812724,1.0,12643.0,0.123169734040089,0.814466351719065,17.7533493128458,0.151227529265167,0,4.150019321262594,ns
ACAT1,142,134,237,158,234,182,0.296376463583504,0.653617091249469,5456.0,0.290866260171352,0.27854470627528,176.814424113937,1.04423546245354,0,7.466092161047189,ns
ACAT2,501,441,428,517,760,718,0.0002509221943157,0.0071763747574303,342.0,0.650470847825732,0.177660353429438,554.669874011718,3.66131686259467,0,9.115485559741009,up
ACBD3,725,469,694,479,912,694,0.117786658851101,0.432373695994734,3066.0,0.261710899435782,0.16732025241815,639.62287259201,1.56413163172705,0,9.32107771956398,ns
ACBD5,341,260,414,188,343,324,0.568043747205342,0.840983450292557,8882.0,-0.127179939316255,0.222757324898725,300.497965813144,-0.570934937264472,0,8.231211414583989,ns
ACBD6,288,219,216,135,220,185,0.209228316137076,0.563115456993336,4347.0,-0.311954080844024,0.248432362151616,204.405569642193,-1.25569019326734,0,7.675290697134884,ns
ACBD7,156,116,108,153,164,108,0.348873429989465,0.699876315040375,6078.0,0.300729225916298,0.321025516608678,133.025281186429,0.936776705768469,0,7.055556642841455,ns
ACD,64,55,86,115,69,76,0.202779284913139,0.555913664081015,4265.0,0.539607201558858,0.42366223417151,78.3061813220198,1.2736731245684,0,6.29105429015132,ns
ACER3,88,79,137,58,117,85,0.747811078871782,0.919791903205071,11008.0,-0.11707722663558,0.364128792687684,90.4278265291001,-0.321526967893467,0,6.498694883215292,ns
ACIN1,548,277,487,335,502,446,0.539546034833031,0.827729228346358,8552.0,0.120542177349454,0.196482888791232,417.173074811029,0.613499618674342,0,8.704502236198707,ns
ACLY,594,515,706,414,605,611,0.854201349985542,0.961260725293301,12374.0,-0.0316450100361596,0.17220790742414,559.914651133842,-0.183760493403009,0,9.129063120926881,ns
ACO1,50,32,17,6,31,31,0.50140464832672,0.807761745262628,8014.0,-0.488017268020593,0.72591233221626,26.6143471153234,-0.672281274696964,0,4.734132270392231,ns
ACO2,252,206,253,162,226,251,0.905083703883365,0.975233250126334,12910.0,-0.0284835150976375,0.23887167715121,219.872833245753,-0.119241910289795,0,7.780525550389485,ns
ACOT13,166,137,137,87,108,95,0.11913235675614,0.434524770103792,3088.0,-0.477397960241274,0.306333465437217,118.827658531597,-1.55842574875032,0,6.892726869196967,ns
ACOT2,358,294,323,273,422,346,0.292276727148916,0.64932576988715,5410.0,0.206802108771889,0.196367115115129,328.894867330409,1.05314022997508,0,8.361482683704365,ns
ACOT7,255,166,208,163,141,186,0.491607465019258,0.802482959517754,7902.0,-0.190865994210082,0.277520577226242,182.948831817443,-0.687754386062996,0,7.515296393445371,ns
ACOT8,51,25,86,92,53,57,0.266825428539202,0.624829236335648,5083.0,0.565865961425466,0.509604159963693,60.4668051961597,1.11040294778163,0,5.918071450139139,ns
ACOT9,124,118,154,127,176,136,0.348063320532333,0.699146401333692,6070.0,0.268854080294513,0.286517165445955,136.742256006703,0.938352436497303,0,7.09531532233864,ns
ACOX1,236,137,245,119,184,211,0.666019951078745,0.891235647417932,10046.0,-0.118275330650727,0.274028565415442,181.553781226778,-0.43161679320335,0,7.504253167284442,ns
ACOX3,4,13,7,4,13,43,0.192064943546881,1.0,4113.0,1.33640746541435,1.02446364837959,14.1401089282431,1.30449476419018,0,3.821721328869952,ns
ACOXL,25,9,10,42,16,13,0.244783610653025,1.0,4822.0,0.960102519445632,0.82545928248135,19.7742464027752,1.16311311753566,0,4.3055508094744,ns
ACP1,525,480,537,250,500,406,0.102122375331706,0.398242381586513,2846.0,-0.325908046752645,0.199374780906486,435.493047245157,-1.63465030667799,0,8.76650587579748,ns
ACP2,150,87,103,110,115,69,0.893182021543706,0.973241800598649,12766.0,-0.048236605491894,0.359226939217699,103.364985073237,-0.134278920163784,0,6.691603744708371,ns
ACP6,126,102,156,58,98,61,0.0383913472743429,0.234938616045129,1744.0,-0.705652755306682,0.340787743264603,96.0204762182167,-2.07065180380851,0,6.585270186017757,ns
ACSF3,52,27,74,36,45,35,0.662165197407617,0.888213824622679,10012.0,-0.222993968156913,0.510370397331997,42.9183954995661,-0.436925749068975,0,5.423524236962973,ns
ACSL1,51,51,84,66,56,46,0.965800642148936,0.99182306061861,13567.0,0.0194997169036507,0.454796768612232,58.4026381255962,0.0428756716173515,0,5.8679616339370435,ns
ACSL3,526,443,520,395,603,422,0.798269065782256,0.940381677412104,11622.0,0.0445020322937163,0.174116353017282,473.293966905265,0.255587895809529,0,8.88659272188411,ns
ACSL4,115,111,99,70,117,112,0.935844879446187,0.983154046067719,13247.0,-0.0273811951248416,0.34016714109668,102.002648371439,-0.0804933569908195,0,6.672462800233652,ns
ACSS1,137,68,53,25,38,51,0.0332477665227792,0.21539059404897,1640.0,-1.04172695692326,0.489285368566385,59.2047882896904,-2.12907849661547,0,5.887641955917824,ns
ACSS2,35,27,22,29,4,31,0.827278022725422,1.0,11970.0,-0.172093872224183,0.788719836257714,25.0568922892358,-0.218193919200418,0,4.64713558867998,ns
ACTA2,36,60,80,76,14,34,0.672423676403223,0.894098232315304,10115.0,-0.269914010173327,0.638360194034617,51.3605072839027,-0.422823999202385,0,5.682587546809348,ns
ACTB,898,438,914,710,591,565,0.775896741218302,0.931306418900017,11297.0,-0.0624210776505112,0.219274986083821,668.037895096698,-0.284670307203439,0,9.383786133068986,ns
ACTG1,18354,15625,20725,13504,17109,16557,0.423976861403907,0.760234372172523,7031.0,-0.0811592732761037,0.101507348636616,16606.7236106156,-0.799540864441688,0,14.019479847372832,ns
ACTL6A,236,178,258,243,298,199,0.23756260626168,0.590505823949023,4735.0,0.281815538317316,0.238604099423161,230.942469561044,1.18110099113394,0,7.8513896941601535,ns
ACTL8,20,15,25,24,3,7,0.574282460610659,1.0,8952.0,-0.526239523180768,0.936776428587337,15.7897722954446,-0.561755726469697,0,3.980918461107579,ns
ACTN1,269,215,255,232,209,287,0.595680916344548,0.85547204704392,9226.0,0.133387711449489,0.251380027172588,242.278766750318,0.530621756031196,0,7.920524162676581,ns
ACTN2,6,12,7,47,33,9,0.0223836049038624,1.0,1382.0,1.95457115395026,0.855843669048533,20.0367868763451,2.28379460482919,0,4.324579269626838,ns
ACTR10,167,78,136,80,203,173,0.256633060864033,0.612645114400969,4969.0,0.381557700281401,0.336356420684245,133.219809386438,1.13438506541722,0,7.057664812564329,ns
ACTR1A,316,192,217,253,135,240,0.992348469990305,0.998096454508247,13880.0,-0.00307214306545,0.320351347545541,224.553631398374,-0.0095899177231126,0,7.8109162428121115,ns
ACTR1B,75,70,89,70,83,122,0.336185477604732,0.690988709412051,5920.0,0.365510811588939,0.380055717127215,83.9104026365501,0.961729544162053,0,6.390777772082145,ns
ACTR2,364,272,404,198,354,298,0.407640217445709,0.748610665617012,6824.0,-0.172543247906108,0.208372108283113,303.752275451602,-0.828053472836565,0,8.246751405967863,ns
ACTR3,373,307,400,293,369,274,0.712734779921537,0.907318594736908,10629.0,-0.0735460502984121,0.199752604008035,328.556366663331,-0.368185689811853,0,8.359997088266612,ns
ACTR3B,43,32,43,54,68,32,0.297173336238925,0.654438782104564,5464.0,0.521599486245744,0.500328414057199,44.650592994013,1.04251421984224,0,5.480607430454262,ns
ACTR5,95,77,78,23,68,45,0.0678845566809763,0.320752881032951,2298.0,-0.808901599359888,0.44304624833665,61.4985376492264,-1.82577237116167,0,5.9424802004401815,ns
ACTR6,142,137,107,152,218,179,0.0376341345567862,0.231910218270082,1729.0,0.605511799566801,0.291277046214016,154.739003912643,2.07881742635464,0,7.273693081835584,ns
ACTR8,73,48,89,48,93,63,0.839541973037914,0.953926869107347,12239.0,0.0818967674114021,0.404469657089396,66.2275007726314,0.20247938498215,0,6.04935851115921,ns
ACVR1,103,109,81,63,86,144,0.810020432557137,0.944505062009762,11764.0,0.0960858073687057,0.399691923957847,96.9590205278342,0.240399671870376,0,6.599303219783481,ns
ACVR1B,256,247,396,190,361,221,0.638382524168325,0.87703188259576,9738.0,-0.116545828083662,0.247990161077362,268.788609736699,-0.469961499993964,0,8.070328193127441,ns
ACVR1C,10,15,19,31,4,26,0.435106690432691,1.0,7160.0,0.694310863646742,0.889591387524504,18.3653869739833,0.780482897410714,0,4.198917390062015,ns
ACVR2A,40,71,115,63,69,80,0.937347359290263,0.983360203014189,13262.0,0.0358187946305181,0.455684868236462,72.2365412308544,0.0786043099678508,0,6.1746569114526135,ns
ACVR2B,397,239,349,183,300,225,0.108160071744094,0.412774151349909,2924.0,-0.34432549529626,0.214330263020049,270.789094619959,-1.60651832571143,0,8.081025828781774,ns
ACY1,24,11,12,6,12,22,0.91497831842012,1.0,13021.0,-0.0941964525052464,0.88230863903497,13.933701130799,-0.106761339896064,0,3.8005066187146985,ns
ACYP1,208,137,103,133,177,114,0.896580970379659,0.973977602247693,12804.0,0.04272233427365,0.328679817071845,142.467135985359,0.129981617533612,0,7.15448534962009,ns
ACYP2,65,34,66,44,77,26,0.949268530661992,0.987665821358866,13389.0,-0.0319990758406986,0.502929508341445,49.6432757750412,-0.0636253695795754,0,5.6335264115740005,ns
ADA,46,2,16,7,3,24,0.560622943839452,1.0,8795.0,-0.621783595035686,1.06851004137714,15.1202288454318,-0.581916473367256,0,3.9184080698743324,ns
ADAL,151,169,199,145,153,135,0.647520888329455,0.881614830315824,9835.0,-0.132541667385869,0.289893004937472,156.922081790426,-0.457208918905984,0,7.293904569792567,ns
ADAM10,207,227,185,119,272,200,0.974436930456152,0.994246786825345,13669.0,-0.0092853541998751,0.289768529149381,196.94979050349,-0.0320440395205524,0,7.621684072125326,ns
ADAM17,254,150,264,187,298,226,0.328117349461516,0.684534028355241,5835.0,0.230273278010016,0.235474193925787,222.190119113858,0.977913011064772,0,7.795650850685361,ns
ADAM19,21,27,2,12,16,14,0.817000006484629,1.0,11845.0,-0.220864571708706,0.954449372832817,15.5719334578132,-0.23140522482945,0,3.9608761797553207,ns
ADAM22,16,34,16,19,26,32,0.709200283875419,1.0,10587.0,0.262497966430236,0.703879336823591,24.1798596704708,0.372930348566296,0,4.595733966715783,ns
ADAM9,24,25,51,34,52,63,0.187417674643309,0.537467050143615,4048.0,0.70878933917408,0.537671645665851,40.7290647049568,1.31825686715601,0,5.347986779815149,ns
ADAMTS1,1107,842,1358,1654,2969,2529,5.0475682680374e-18,1.3265555091458301e-15,37.0,1.23227682829764,0.14242202558424,1711.76660942469,8.65229112732127,0,10.741270295759218,up
ADAMTS15,47,6,21,19,53,32,0.359122928891741,0.710500785461504,6170.0,0.655050440242768,0.714311418078476,27.782151134154,0.917037616457088,0,4.796086404445183,ns
ADAMTS17,178,105,74,98,166,155,0.333792088709087,0.689421043034655,5892.0,0.343816896082054,0.355732543494548,126.299837664069,0.966503915285792,0,6.980708974574037,ns
ADAMTS19,95,29,89,22,89,52,0.609458419949818,0.863525233220461,9374.0,-0.265477855482875,0.519682061354289,57.9074326252067,-0.510846679585286,0,5.855676630033285,ns
ADAMTS2,6,13,32,24,7,22,0.751580386332715,1.0,11038.0,0.282289952221531,0.891753077321244,17.5986551373411,0.316556185115175,0,4.137393279385083,ns
ADAMTS20,8,1,22,11,7,8,0.978464201808863,1.0,13722.0,0.0313305139376596,1.16063019581559,9.09184451174251,0.0269943984316583,0,3.1845730114703055,ns
ADAMTS3,1,6,18,1,11,3,0.611260290955704,1.0,9392.0,-0.723554961003785,1.42354933208044,6.17315166976971,-0.508275298016086,0,2.6260072377462182,ns
ADAMTS6,7,28,25,9,7,29,0.708354814499993,1.0,10581.0,-0.336007005489626,0.898254649472808,17.756800100177,-0.374066536351168,0,4.15029971624081,ns
ADAMTS8,27,15,23,2,24,1,0.222223585159801,1.0,4517.0,-1.27334092616113,1.04317760825065,14.0010321800685,-1.22063675072211,0,3.8074612839272115,ns
ADAMTS9,27,7,15,31,13,6,0.720606010022944,1.0,10702.0,0.322646435570284,0.902131539698757,16.5080163226947,0.357648991718019,0,4.045094864844769,ns
ADAP2,139,90,91,69,102,74,0.456830408262013,0.780342285257615,7465.0,-0.261117973547588,0.350929100721181,91.3019659975567,-0.744076148176297,0,6.512574020862336,ns
ADAR,656,467,572,391,693,472,0.944453480820281,0.985712796881049,13340.0,-0.0120146728411491,0.172442337804697,524.364447518179,-0.069673567373904,0,9.034426062351972,ns
ADARB1,101,65,119,98,101,102,0.468760177123082,0.789973860288525,7620.0,0.249087785351336,0.343807510858026,95.7645663020373,0.724497800323495,0,6.581420040237289,ns
ADAT1,271,301,299,309,249,288,0.700457515282015,0.903009880304645,10502.0,0.0995135178851612,0.258676259085258,286.976718840599,0.384702941959441,0,8.164789891917552,ns
ADAT2,113,115,154,124,98,162,0.630758512564438,0.873883872298436,9657.0,0.164674873861519,0.342601925763203,127.222404252102,0.480659510289319,0,6.991208945752258,ns
ADAT3,91,29,25,7,29,27,0.112522362705585,0.421226917337377,2996.0,-1.08845034549239,0.68587257345826,32.1699806221427,-1.58695709321672,0,5.007643161858833,ns
ADCK1,22,7,25,10,26,14,0.968920684102345,1.0,13593.0,0.0316505574884499,0.81234424230178,16.2073914941485,0.038962001378588,0,4.018580009229485,ns
ADCK2,261,208,192,81,153,170,0.0393272286771967,0.238563924926426,1762.0,-0.612156793429435,0.297055841899776,171.811706956951,-2.06074652332867,0,7.42468453238213,ns
ADCY1,113,79,103,70,118,89,0.931436095014675,0.982070048999024,13198.0,0.0288328067518405,0.33511655845105,92.3527146173194,0.0860381441165108,0,6.52908246332177,ns
ADCY3,78,57,53,58,85,68,0.483115546312034,0.797185741106094,7790.0,0.283209195075332,0.403834339073136,65.2466078777119,0.701300428599861,0,6.0278309938846215,ns
ADCY5,14,1,6,1,5,12,0.987979730698184,1.0,13817.0,-0.0211680514868943,1.40504527269512,6.00544449930782,-0.0150657433594936,0,2.5862710324778018,ns
ADCY6,21,10,7,23,24,1,0.627984313501198,1.0,9624.0,0.500842184667975,1.03358943217092,14.1924512972243,0.484565891522346,0,3.827051885760428,ns
ADCY9,85,109,114,62,43,73,0.121908363305951,0.439513111800703,3127.0,-0.648972234667536,0.419554443446405,80.5332547077837,-1.54681292214806,0,6.331512735197364,ns
ADD1,278,184,314,181,179,133,0.0698206739175291,0.327671927207555,2321.0,-0.482976013433283,0.26638541593318,204.836631412241,-1.81307228003215,0,7.678329928701688,ns
ADD2,96,68,85,80,97,52,0.959543394971124,0.990388160164462,13493.0,0.0196901673934768,0.388162711293172,77.927219563622,0.050726581458272,0,6.284055436914166,ns
ADD3,383,320,346,225,317,306,0.357012839052073,0.707766125778258,6154.0,-0.188774684222284,0.204951062206617,308.857273680209,-0.921071997333566,0,8.270796496761339,ns
ADGRA3,127,49,134,86,57,105,0.828448760088331,0.948607723108182,11983.0,-0.0919306198689916,0.424246511900305,90.215007173844,-0.216691516112205,0,6.4952955391705745,ns
ADGRE3,40,11,17,1,14,20,0.380920072474386,1.0,6462.0,-0.836111297324762,0.954244593963885,15.8216948908306,-0.876202288819471,0,3.983832250931981,ns
ADGRE5,89,59,73,67,45,93,0.867949511396767,0.966551007864933,12496.0,0.0726117120902982,0.436726455477532,70.3961919540803,0.166263598597209,0,6.137425484011943,ns
