rownames(count),DMSO.GFP.1,DMSO.GFP.2,DMSO.GFP.3,TPG.GFP.1,TPG.GFP.2,TPG.GFP.3,p.value,q.value,ranking,log2FC,lfcSE,baseMean,stat,zero,log2_baseMean,deg
ABAT,224,128,210,108,184,122,0.153410301049437,0.402059512448346,4717.0,-0.404301957274332,0.283206206343437,157.14207060428,-1.42758861994728,0,7.295925665293498,ns
ABCA2,29,2,29,14,3,9,0.361625410680331,1.0,7464.0,-0.956688175860543,1.04868712177789,13.6300121187935,-0.912272264999903,0,3.768714939768233,ns
ABCA3,303,218,307,102,76,86,1.19483128533336e-07,1.21752211799978e-05,109.0,-1.56984091638511,0.29651614691279,178.678945195753,-5.29428475558473,0,7.481225832820741,down
ABCA5,46,43,73,39,103,64,0.462048951452732,0.716278288401834,8787.0,0.337306884790333,0.458623201357245,59.1106511400034,0.735477149416146,0,5.885346207732634,ns
ABCA7,28,16,16,24,12,16,0.897447723900866,1.0,13744.0,-0.0988334314045811,0.766827310164349,18.7571122810329,-0.128886165235037,0,4.229365832201789,ns
ABCB1,167,98,232,131,240,168,0.596573505224791,0.801614072408874,10402.0,0.160951783131355,0.304064476204037,166.272451312508,0.529334387037542,0,7.377405346691259,ns
ABCB10,408,316,619,248,487,355,0.242757898419295,0.520724599795889,5919.0,-0.276998259770489,0.237131447138005,391.89968862958,-1.16812115437934,0,8.614340616471573,ns
ABCB4,5,12,11,14,19,41,0.10102237991312,1.0,3871.0,1.39485860457384,0.850566472229649,17.1740020981205,1.63991722001151,0,4.102154368025744,ns
ABCB6,236,131,199,86,120,79,0.0017948083941115,0.0224999287058655,895.0,-0.941111330751523,0.301421885958774,137.268818506073,-3.12223954062924,0,7.100860135029374,down
ABCB7,1070,962,1007,953,1436,1194,0.122561914516241,0.353947660610972,4236.0,0.24704703004172,0.159993252115418,1089.03271348236,1.54410905944647,0,10.08883157652215,ns
ABCB8,185,117,113,87,157,56,0.216052315219613,0.489034657661349,5580.0,-0.468533226300795,0.378737070177658,115.659375929306,-1.23709365465867,0,6.853738412587837,ns
ABCB9,176,151,176,96,234,137,0.677814639720666,0.849908241519241,11300.0,-0.126747532440137,0.305087062118404,156.901190908798,-0.415447090938738,0,7.29371249244209,ns
ABCC10,111,56,125,58,21,55,0.0531648492077417,0.216697974367115,2892.0,-0.971294870284443,0.502329936772839,69.6361318401501,-1.933579504587,0,6.121764161029373,ns
ABCC2,12,43,16,5,4,2,0.0058648851546393,1.0,1257.0,-2.76828876567975,1.00473548178468,14.6079590997982,-2.75524137035801,0,3.868682725987461,ns
ABCC4,914,808,982,604,944,761,0.188891275508935,0.452939420785349,5222.0,-0.213815034943613,0.162737312641923,820.860953340231,-1.31386607946561,0,9.680994052562644,ns
ABCC5,360,398,382,230,421,332,0.327248018787475,0.605084691971448,7008.0,-0.231408843308904,0.236210514910163,349.421424096446,-0.979672066660175,0,8.448824256787649,ns
ABCC8,11,4,6,17,10,5,0.499526826946841,1.0,9226.0,0.739156911048344,1.09466707239286,8.86052604572588,0.675234443137675,0,3.147392353524207,ns
ABCD3,805,738,806,468,872,669,0.21452194430516,0.486761028681801,5563.0,-0.230344209280672,0.185577843464485,712.486363422313,-1.24122688883792,0,9.476718591853471,ns
ABCD4,260,166,339,154,306,201,0.499483248835824,0.740353623889314,9224.0,-0.181112585770946,0.268194533895607,228.701936253034,-0.675303046412734,0,7.837324769826125,ns
ABCE1,1671,1549,1815,1151,2244,1494,0.754804498002863,0.894092315739157,12076.0,-0.052137778410697,0.166942080289059,1617.05152157096,-0.312310582930444,0,10.659149930530422,ns
ABCF2,1584,1137,1552,1341,1413,1276,0.861903618675565,0.944751158850242,13398.0,-0.0267685727724321,0.153885310894581,1366.45013113761,-0.17395144875634,0,10.416217094048797,ns
ABCF3,89,17,49,102,46,69,0.227236132749227,0.501173893257677,5726.0,0.673939525751155,0.558123753580629,61.7845604942987,1.20750912575842,0,5.9491744592112905,ns
ABCG1,15,14,15,6,17,11,0.650211666224978,1.0,10965.0,-0.40018323538789,0.882494674281821,12.6469473866629,-0.453468159129189,0,3.660717296282885,ns
ABCG2,41,81,46,34,56,36,0.360770069560048,0.635538963140912,7455.0,-0.483305897322089,0.528839673376086,49.636992925025,-0.913898713832661,0,5.633343812620718,ns
ABHD10,634,333,720,614,622,570,0.383830850468133,0.656816521056622,7746.0,0.18904035211859,0.217073297468812,570.265657373937,0.870859540638573,0,9.155490342895876,ns
ABHD11,242,162,283,282,341,275,0.0576009924509487,0.22702879680935,3000.0,0.44412861956384,0.233909197685861,259.449041156607,1.89872234165115,0,8.01930739390668,ns
ABHD12,760,340,826,443,380,416,0.0364838675938275,0.171633340688116,2490.0,-0.52220459807082,0.249680264997283,512.3273375206,-2.09149328673014,0,9.00092206507909,ns
ABHD13,180,185,187,189,334,221,0.111080568465398,0.33408390846065,4038.0,0.418920868980824,0.262917467636642,212.392402772794,1.59335502789713,0,7.73058835197122,ns
ABHD14A,177,73,130,101,34,53,0.075820184023545,0.266498349351112,3400.0,-0.846539255765844,0.476797060978214,93.2568017209719,-1.77547079260315,0,6.5431370476145565,ns
ABHD14A-ACY1,327,115,257,213,89,107,0.136782506523439,0.378064624988846,4448.0,-0.600128985877278,0.403344980860573,181.168735739452,-1.48788013823018,0,7.501190200979571,ns
ABHD14B,214,59,82,60,66,53,0.0493090637528131,0.20682619754626,2806.0,-0.886872287466924,0.451125690503258,85.2060464883666,-1.96590951510113,0,6.412883907137299,ns
ABHD15,172,133,203,110,157,96,0.125404265129606,0.359356339730273,4272.0,-0.4532870704584,0.295786798768927,141.675549455933,-1.53247904350361,0,7.146446987392889,ns
ABHD17A,78,28,63,35,107,15,0.852296403254204,0.940976883662741,13272.0,-0.112604015461401,0.604782787339579,50.6704202741232,-0.186189186958748,0,5.663071889898968,ns
ABHD17B,317,194,295,223,380,332,0.272914733124505,0.554499195608229,6299.0,0.250366793053582,0.228358737117698,282.311661911366,1.09637492400626,0,8.14114491556619,ns
ABHD17C,367,333,379,184,285,276,0.0222550164001281,0.125046190843956,2059.0,-0.51975425911491,0.227365356242732,299.448870733734,-2.28598704615328,0,8.226165881483531,ns
ABHD18,225,292,343,277,410,270,0.558969146764448,0.777516632825638,9979.0,0.149838377947957,0.25640863964961,299.69717510372,0.584373358685245,0,8.227361675084131,ns
ABHD2,928,700,826,473,894,617,0.0903484159949318,0.29576593086742,3674.0,-0.301488265536489,0.178020140769204,720.933291933485,-1.69356267349186,0,9.493721962626212,ns
ABHD3,259,191,245,174,395,166,0.814147947078653,0.923671220449703,12749.0,0.067023755976492,0.285112453603037,229.904361421981,0.235078317798806,0,7.844890024870311,ns
ABHD4,73,65,84,90,71,53,0.978349002481856,0.991651977602297,14545.0,0.0114029746853405,0.420171898718129,72.6648194397408,0.0271388322734789,0,6.183185149482394,ns
ABHD5,420,315,390,298,450,415,0.70524466366462,0.86670097008618,11600.0,0.075805647220161,0.200411335037371,374.279074916626,0.378250298098285,0,8.54797058250129,ns
ABHD6,83,74,124,105,142,87,0.422439911888473,0.688885664053248,8229.0,0.283006575727258,0.352790056503644,100.530443056323,0.802195443182325,0,6.6514886403897515,ns
ABHD8,165,71,212,90,71,110,0.12466514682489,0.35790966742005,4263.0,-0.600085850352752,0.390812349159664,116.088113729184,-1.53548333782971,0,6.859076451884863,ns
ABI1,460,407,426,480,732,528,0.0216578659856571,0.123424277836169,2029.0,0.436229302280332,0.189969261825853,498.050072262998,2.29631519377186,0,8.960146983020008,ns
ABI2,1238,1066,1188,819,1205,935,0.14357182164126,0.388023417067252,4561.0,-0.224222954928557,0.15330242852423,1058.51305830881,-1.46261841437899,0,10.047823351873586,ns
ABI3BP,130,110,105,116,169,112,0.50266564854104,0.741941177188748,9319.0,0.211932486151066,0.316174892521891,121.967047518481,0.670301441270806,0,6.930347609667704,ns
ABITRAM,270,187,237,226,441,283,0.0512421174207313,0.211309572182418,2856.0,0.461941618792854,0.236960389405683,266.128600046144,1.94944657185719,0,8.055979750595421,ns
ABL1,293,95,294,230,240,199,0.787615083523492,0.910116597242553,12399.0,0.0861813028583649,0.319890403609385,217.865871989857,0.269408840921655,0,7.767296410243484,ns
ABL2,741,406,563,588,760,684,0.0984110106335938,0.310879151054416,3824.0,0.305586527571143,0.184911871348018,610.905705946647,1.65260632182996,0,9.254805905233786,ns
ABLIM1,949,601,824,598,745,595,0.146137617208753,0.391876029535882,4604.0,-0.242735575106235,0.167022537548993,703.6588864264,-1.45331030571268,0,9.458732411073035,ns
ABRACL,2108,1984,1914,991,1648,1203,7.5367871009978e-05,0.0022322958488208,378.0,-0.651023327256634,0.164455009037307,1618.33990675991,-3.95867131726556,0,10.660298939583749,down
ABRAXAS1,104,105,88,75,151,65,0.864784710714244,0.946576129901012,13417.0,-0.0656524543322646,0.385540820945637,96.0910518256032,-0.170286648690624,0,6.586330185741891,ns
ABRAXAS2,403,262,356,176,502,352,0.977494651907212,0.990966876481691,14539.0,0.0074719153308835,0.26486749832149,328.841863745929,0.0282100120937238,0,8.361250165114384,ns
ABT1,1078,916,1124,741,1206,773,0.250919656613094,0.530850404952692,6023.0,-0.188019522473468,0.163763170700397,952.810351318023,-1.14811847907762,0,9.896045276480171,ns
ABTB2,77,83,76,106,154,171,0.0116888933842788,0.0839770626256042,1596.0,0.874298330418918,0.346751158865851,110.596314245517,2.52139988018659,0,6.7891594966102895,ns
ACAA1,374,341,476,234,385,509,0.840002979725955,0.935926917842525,13140.0,-0.0521137354230691,0.258129779557714,380.133662609088,-0.201889667718161,0,8.57036297800751,ns
ACAA2,723,879,904,789,1060,646,0.961063849456771,0.985760293580412,14364.0,-0.0102750247074768,0.210473510849312,828.09254031896,-0.0488186122140244,0,9.693648189382369,ns
ACACA,21,30,21,18,37,40,0.57418042996625,0.78615479930683,10170.0,0.361511163120181,0.643366519046775,27.7166868237503,0.561905465108448,0,4.79268290688551,ns
ACACB,32,18,32,12,36,49,0.674828670666786,0.847312010524078,11254.0,0.275282500692746,0.656168458933455,28.7910950658036,0.419530224205221,0,4.847550757562913,ns
ACAD10,116,84,73,74,120,105,0.690600564099093,0.858093798573512,11444.0,0.144204153424296,0.362285414059082,93.7486265081814,0.39804018552284,0,6.550725648910168,ns
ACAD11,235,309,247,218,375,289,0.642987279954289,0.829750170611396,10902.0,0.125279028194926,0.270273920784476,277.177301396214,0.463526143518771,0,8.114665306903726,ns
ACAD8,197,154,208,176,165,191,0.972251018641928,0.990442269472246,14473.0,-0.0095920353165702,0.275750436776738,180.526508471005,-0.0347852044359099,0,7.496066887450492,ns
ACAD9,479,423,387,333,687,534,0.25894606246506,0.539203958717551,6126.0,0.254079016704109,0.225070634922464,464.355462053836,1.12888567978509,0,8.859085794718496,ns
ACADL,13,18,27,10,29,25,0.871683106078928,1.0,13496.0,0.120827810145524,0.748062738958464,19.793203177502,0.161520957872803,0,4.306933200670812,ns
ACADM,1833,1599,1802,1452,2284,1502,0.960448607566552,0.985712355543679,14357.0,0.0074807770876414,0.150850592968384,1714.32737979767,0.0495906376000083,0,10.74342692743222,ns
ACADS,130,128,147,93,129,131,0.566330746586045,0.781007648662925,10064.0,-0.179206254948143,0.312497973069803,125.006979114812,-0.573463735421136,0,6.965864832288136,ns
ACADSB,305,225,347,244,358,242,0.921693142093091,0.971332570316565,13982.0,-0.0219161951833296,0.222949464383689,280.075845399277,-0.0983011788968128,0,8.129673756102811,ns
ACADVL,432,214,487,267,256,302,0.168100819034119,0.422583507205709,4938.0,-0.358077249925196,0.259790282415693,317.744064481536,-1.37833196298018,0,8.311721365443878,ns
ACAP2,166,148,233,114,292,276,0.30813132162182,0.58753898527958,6773.0,0.320475811184543,0.314453731928621,198.747834989618,1.01915092315486,0,7.634795334615724,ns
ACAP3,88,66,110,150,82,79,0.403474947576383,0.672983367282007,7973.0,0.347850243330631,0.416372081192138,96.5937444646801,0.835431238172072,0,6.593857856184357,ns
ACAT1,1672,1197,1815,1079,1923,1411,0.673618823075639,0.846366998631349,11244.0,-0.0636905860831679,0.151217025805221,1473.70682344258,-0.421186607420823,0,10.525233830509869,ns
ACAT2,3634,3269,3565,2668,4175,3406,0.867988675187697,0.947773320419756,13455.0,-0.0231075317348639,0.139022917519172,3400.52483352815,-0.166213831123759,0,11.73154171228817,ns
ACBD3,935,647,902,861,1391,1153,0.0016441066667911,0.0212338287768011,869.0,0.484530167194236,0.153918475136201,959.472051684501,3.14796626438431,0,9.90609697276295,ns
ACBD4,40,19,27,38,43,36,0.36004074867801,0.635160831570308,7446.0,0.513819954626438,0.561375508552062,33.2257915908871,0.915287444498101,0,5.054231666417194,ns
ACBD5,588,452,694,488,674,690,0.458839703644578,0.714072101496472,8729.0,0.137439062517308,0.18553821246587,586.803143044798,0.740758794054839,0,9.196732788194003,ns
ACBD6,1001,834,862,553,859,764,0.0873764921379951,0.28978521892407,3626.0,-0.297226860273221,0.173877673487807,799.647884837723,-1.70940210040287,0,9.643221056491383,ns
ACBD7,468,543,647,426,699,503,0.881419543063135,0.953626228794296,13593.0,-0.0313245516045883,0.209992393176808,539.865909898089,-0.149169934828134,0,9.076457309740748,ns
ACCS,5,15,17,6,8,6,0.386330632279072,1.0,7790.0,-0.910242033570007,1.05073479282782,9.57120724853485,-0.866290942094243,0,3.2587009081624014,ns
ACD,409,256,532,437,342,360,0.905681280357119,0.965107682917273,13818.0,0.0303564755526233,0.256199491311836,384.527671669112,0.118487649593631,0,8.586943612001686,ns
ACE,22,24,49,15,10,18,0.140943609582034,1.0,4518.0,-1.05667156811185,0.717707991567212,22.6977442443757,-1.47228619512019,0,4.504477021074889,ns
ACER3,392,303,390,316,486,312,0.776197361836572,0.904847851947016,12272.0,0.0582574577747546,0.204931308212583,358.658855596635,0.28427797725432,0,8.486468442370667,ns
ACHE,1,1,8,14,14,14,0.0684605023108858,1.0,3238.0,2.18117547974861,1.19715642379879,8.61554284039824,1.82196364350395,0,3.1069416993495746,ns
ACIN1,1392,891,1538,1353,1775,1373,0.0566684312463429,0.224791523518975,2980.0,0.290527495805191,0.152439090745691,1356.62308454653,1.90585954287715,0,10.405804231956873,ns
ACLY,4989,4008,5143,4257,5238,4557,0.811926012400939,0.922784913160601,12727.0,0.0292181826111527,0.122795353413953,4635.77722804504,0.237942086559707,0,12.178595524061523,ns
ACO1,153,132,129,144,194,151,0.370406739889739,0.644833058329291,7549.0,0.257193736525963,0.287138959707189,148.921231431479,0.895711737579036,0,7.218405640789,ns
ACO2,1181,869,1181,1039,941,904,0.594255133232772,0.800047486644411,10384.0,-0.096015591404525,0.180250050046458,1010.40409983507,-0.532679970850369,0,9.980716682819157,ns
ACOT11,18,15,15,13,28,14,0.817111971459189,1.0,12784.0,0.178400801411704,0.771425923104249,16.6976097166616,0.23126109204862,0,4.061569688800356,ns
ACOT13,1098,1134,1211,930,1191,791,0.205565540778473,0.476729386620233,5427.0,-0.230855445977008,0.182371378642865,1050.07045708271,-1.26585348915461,0,10.036270417004513,ns
ACOT2,921,679,832,552,937,742,0.51999763260206,0.754369287268084,9522.0,-0.1067113586149,0.165868524775731,759.419434619265,-0.643349054675582,0,9.568753109814244,ns
ACOT7,1889,1472,2094,1593,1623,1507,0.338563278632972,0.615957794557973,7134.0,-0.149506601861598,0.156222958325733,1676.52829748619,-0.957007878124219,0,10.7112611187025,ns
ACOT8,672,313,667,429,423,327,0.102568953838962,0.31793932416523,3902.0,-0.390983291111323,0.239496063469702,458.467858777156,-1.63252491688986,0,8.840676785954557,ns
ACOT9,440,469,599,461,771,667,0.0991980164112326,0.311857449272449,3844.0,0.33758125128275,0.204749298791376,558.825989669045,1.64875412651214,0,9.126255308400996,ns
ACOX1,794,502,712,491,731,628,0.647402337766924,0.832545764221051,10940.0,-0.0777665907571197,0.170028492547414,627.455765188949,-0.45737387653092,0,9.293369944309044,ns
ACOX3,30,32,19,22,44,56,0.349768935606299,0.626594123835349,7308.0,0.567689980283085,0.607130660537418,33.6326708948357,0.935037574581688,0,5.071791448052431,ns
ACOXL,63,27,69,78,81,37,0.423043544710031,0.689572153081057,8233.0,0.39418188125152,0.492018726944563,57.6883754020122,0.801152191298469,0,5.850208730231853,ns
ACP1,2192,1537,2249,1186,1804,1479,0.0042124350540728,0.0417001035165658,1143.0,-0.385094182525736,0.134563656092359,1698.0088168527,-2.86179934247197,0,10.729628234717138,ns
ACP2,407,261,331,242,317,375,0.83681536118946,0.934414761566493,13104.0,-0.0478999820667463,0.232559520767518,316.48209027332,-0.205968699577044,0,8.30598004960229,ns
ACP6,581,521,655,363,650,493,0.253845418862942,0.533951153496466,6060.0,-0.217165104519826,0.190318928445378,532.32376543772,-1.14105888622714,0,9.056160166171097,ns
ACSF2,28,13,51,40,28,42,0.529705886963885,0.759246324429664,9674.0,0.392786028108526,0.625002585066244,33.1650209178799,0.628455045616963,0,5.051590530701209,ns
ACSF3,198,75,181,126,100,87,0.261301738057703,0.5418742353635,6152.0,-0.41497013830424,0.369414100550575,124.210910721126,-1.12331970459646,0,6.956648095635058,ns
ACSL1,195,172,239,165,278,215,0.595604553985976,0.800919224860291,10394.0,0.134068989124081,0.252611498806578,206.189620726603,0.530731933255091,0,7.68782790122401,ns
ACSL3,1660,1489,1692,1595,2508,1777,0.0504445060956839,0.209766802397889,2832.0,0.287311123495051,0.146873913695346,1756.98674294693,1.95617530891842,0,10.778887590432465,ns
ACSL4,303,230,236,276,446,307,0.057406086721117,0.226504229204777,2997.0,0.430937093243969,0.226784404159317,293.94869089007,1.90020603419111,0,8.199420542596531,ns
ACSM3,3,17,24,6,3,35,0.972722500591611,1.0,14477.0,0.0368475638740899,1.07760515942419,14.9947132622652,0.0341939378740347,0,3.906382029293864,ns
ACSS1,492,418,461,341,420,434,0.406746674789466,0.675437203299017,8010.0,-0.166790186232282,0.201041080617054,423.390796535516,-0.829632360313391,0,8.725846098853618,ns
ACSS2,62,68,114,104,77,63,0.862297518783098,0.945089652765331,13401.0,0.0741194299741605,0.427323823219309,81.3960361872983,0.173450264054483,0,6.346886634929663,ns
ACSS3,19,23,78,30,94,68,0.242871930301141,0.520747992190367,5921.0,0.691099515385807,0.591776634892762,49.5886678506173,1.16783846241419,0,5.631938564216913,ns
ACTA2,214,166,262,194,138,109,0.159408538235505,0.410563024773837,4814.0,-0.454233900646737,0.322824006740389,179.10823633332,-1.40706357384389,0,7.484687871286324,ns
ACTB,4307,2028,4507,3650,3300,2816,0.827726715477461,0.929875322920901,13013.0,-0.0437425664553937,0.201006145294004,3358.3041727802,-0.217618055365487,0,11.713517190543905,ns
ACTG1,62222,53876,68874,44477,58633,51750,0.0561929023673544,0.224025329000074,2966.0,-0.226816214720731,0.118780761961325,55814.2043779133,-1.90953662003433,0,15.768344705505948,ns
ACTL6A,848,496,723,731,929,619,0.291355508704097,0.572671014189744,6545.0,0.193201368668224,0.183102763244605,708.592906098973,1.0551526653376,0,9.468813212121917,ns
ACTL8,143,71,161,115,80,120,0.724590272099354,0.878445921292929,11766.0,-0.132348965535671,0.375638478377642,113.136940809648,-0.352330693349834,0,6.821926256337328,ns
ACTN1,1587,838,1527,1268,1323,1460,0.503228434105807,0.742180084665144,9327.0,0.121182803818441,0.181026920939249,1308.12038938547,0.669418687506203,0,10.353279606214306,ns
ACTN2,7,20,11,61,34,15,0.0493718327017461,0.207011304574668,2807.0,1.54233897572369,0.784758958528563,25.852917684772,1.96536651026655,0,4.692255202963982,ns
ACTR10,605,450,702,438,811,610,0.587758073429444,0.794580192312039,10338.0,0.101611881669476,0.187445457095457,585.742192654101,0.542087726445831,0,9.194122009338122,ns
ACTR1A,1371,839,1430,1435,995,1141,0.717099215884582,0.873039280782382,11711.0,0.0790658790591988,0.218210086653843,1194.41292968642,0.362338333079097,0,10.222085972706585,ns
ACTR1B,600,602,654,405,554,518,0.101107670152141,0.315716303733435,3872.0,-0.315441098744197,0.192399945941657,550.220466615698,-1.63950721087963,0,9.103865994524819,ns
ACTR2,2687,1797,2613,1510,2984,1956,0.426300551556593,0.691176702473241,8280.0,-0.123730870104686,0.15553104061112,2185.9527529941,-0.79553811006804,0,11.094046503715026,ns
ACTR3,1525,1046,1415,1268,1509,1221,0.71273821244929,0.870843375244261,11663.0,0.053762771187566,0.14602263185311,1309.02687419667,0.368181086077453,0,10.354279000640638,ns
ACTR3B,109,69,89,122,115,88,0.325614646567151,0.603974929763084,6980.0,0.350447001212939,0.356512942412052,97.8359313504318,0.982985354870785,0,6.612292503427581,ns
ACTR5,209,118,210,134,164,106,0.238885882479103,0.515805889715278,5877.0,-0.348753158611199,0.296111596332891,152.478926040511,-1.17777609161624,0,7.252466052792842,ns
ACTR6,419,329,312,363,771,435,0.0186087119023024,0.112961915299395,1896.0,0.5481494747731,0.232930174960056,426.233859265563,2.35327807943775,0,8.735501392595578,ns
ACTR8,169,133,206,294,281,237,0.0050344392490355,0.0473476009644686,1207.0,0.740945067560325,0.264168314247641,218.995033252582,2.80482187907568,0,7.774754340043527,up
ACVR1,117,116,90,103,146,174,0.252952994693008,0.532822864669561,6052.0,0.393584547314375,0.344281331125793,123.931392017141,1.14320618555575,0,6.953397860474121,ns
ACVR1B,314,301,417,226,419,242,0.35767837222036,0.633004091818283,7418.0,-0.219675001207037,0.238829635519933,312.008992577823,-0.919797916740122,0,8.285443800145805,ns
ACVR1C,17,25,22,36,18,30,0.5136636235808,0.749833275486974,9454.0,0.448340333365184,0.686434415442451,25.418841486461,0.653143728343224,0,4.667826373073461,ns
ACVR2A,50,72,123,65,130,106,0.477583256838352,0.72744339463845,8955.0,0.296344984482029,0.417272732944576,88.9605731337989,0.710194942264275,0,6.475094177627581,ns
ACVR2B,595,376,569,389,509,423,0.351895689544341,0.627560744072329,7341.0,-0.170856272752257,0.183535143528077,465.950609865759,-0.930918566700112,0,8.864033229036112,ns
ACY1,327,107,244,213,89,105,0.173396530131052,0.43038118761322,5015.0,-0.559420219470972,0.410924200718288,177.293115941554,-1.36137082822846,0,7.469992709148415,ns
ACYP1,737,411,622,306,573,403,0.0312122331194315,0.155194100179189,2344.0,-0.435016671598788,0.201924190398183,490.897510974631,-2.15435639851254,0,8.9392780415191,ns
ACYP2,204,153,189,139,224,97,0.439848882671738,0.701421613759511,8453.0,-0.236851912658538,0.306624889341982,163.436914276185,-0.772448424414675,0,7.352590060825425,ns
ADA,252,124,302,110,104,159,0.0217333239091362,0.123521217717965,2034.0,-0.758165109646241,0.33035566897941,169.667530417285,-2.29499651690099,0,7.406566689905984,ns
ADAL,593,468,512,397,571,404,0.343709967534396,0.621255589555142,7217.0,-0.178229628341144,0.188232231749924,482.550543100664,-0.946860304870267,0,8.914536250210901,ns
ADAM10,481,538,449,350,681,475,0.984704227955504,0.994891318724697,14597.0,0.004429482521502,0.231044187767139,489.227313912591,0.0191715816974646,0,8.934361142589736,ns
ADAM11,61,53,79,69,53,40,0.695596744278919,0.860547230864998,11507.0,-0.179656996407152,0.459162267569932,58.938909439401,-0.391271254404173,0,5.881148461068246,ns
ADAM12,1,18,18,34,17,57,0.0748670840166327,0.26408850804319,3383.0,1.55852461275056,0.874947544887595,25.1895663327766,1.78127777128717,0,4.654754379526479,ns
ADAM15,51,17,123,55,98,39,0.876951896465764,0.951666313047899,13552.0,0.0887001100453938,0.572870942023164,60.1985949544872,0.154834367636345,0,5.91165790951604,ns
ADAM17,583,481,600,498,837,609,0.179315606518564,0.438322670084421,5098.0,0.236347248744962,0.176002206193355,588.716208056993,1.34286526207127,0,9.201428537081506,ns
ADAM19,51,37,26,12,24,20,0.103919268326432,0.320086332030417,3928.0,-1.03041414058067,0.63365536094935,27.8263668852525,-1.62614285948263,0,4.798380652181111,ns
ADAM22,88,91,93,121,106,116,0.287748133846219,0.569297008056274,6497.0,0.376857465544361,0.35449767562476,103.118119481651,1.06307457412857,0,6.688154049052071,ns
ADAM23,110,80,106,24,87,58,0.0557137733141343,0.222835030680623,2957.0,-0.828537161439381,0.433048184123114,74.5759175810755,-1.91326783442609,0,6.220637918457213,ns
ADAM8,20,17,9,13,11,7,0.549921151431817,1.0,9884.0,-0.540976454115395,0.904827068388262,12.9248180588884,-0.597878283061335,0,3.692072066925683,ns
ADAM9,88,70,114,77,84,121,0.762505048412992,0.898011194223635,12146.0,0.113531852526577,0.375693367782053,91.2565917793974,0.302192857959736,0,6.5118568683862454,ns
ADAMTS1,1372,1070,1601,1872,3586,2922,4.14023679429734e-11,8.067650890221151e-09,57.0,1.06690206442851,0.16167705590457,2018.33453296411,6.59897014118226,0,10.978949601350639,up
ADAMTS15,56,16,32,21,68,39,0.584658929572565,0.792797794013244,10306.0,0.328133940277868,0.600326789830329,36.3976711399762,0.546592199176399,0,5.1857742392044,ns
