baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ACCS	12.9371307283303	0.0610428380017601	1.73719721402036	0.0351386920892475	0.971969148625208	0.994328625729152
ACCSL	0	NA	NA	NA	NA	NA
ACD	357.07251030386	0.595056157533193	0.269863974374209	2.20502258188807	0.0274525099526353	0.316273795141899
ACE	20.7041302206204	1.25805521783701	1.24890562240568	1.00732609035238	0.313778095921901	0.837006182160406
ACE2	0.162542078741342	1.80152393379011	6.21894351501203	0.289683276498874	0.772058551434369	0.977835308485984
ACER1	0	NA	NA	NA	NA	NA
ACER2	1.40759791765597	-4.09178368548583	5.55545453745897	-0.736534455983035	0.461405506593888	0.928812941770802
ACER3	354.306704001235	-0.606166654959231	0.316539655877345	-1.91497856178283	0.0554952376820133	0.440212162097523
ACHE	5.19405427756917	-0.624526805245493	2.64184898403093	-0.236397617358351	0.813124144879328	0.977835308485984
ACIN1	1466.502897268	0.199988563581771	0.138046013537734	1.44870944445712	0.147418741838267	0.660135980902501
ACKR1	0	NA	NA	NA	NA	NA
ACKR2	0.481600898339674	3.50979819305174	6.15505935890441	0.570229787950652	0.568521854938448	0.969086127410472
ACKR3	0	NA	NA	NA	NA	NA
ACKR4	0.273831232074811	-2.59144007517292	6.19981011590535	-0.417987007138282	0.675956616823381	0.977835308485984
ACLY	4315.97681617678	0.266107796195141	0.106857881864136	2.49029637826325	0.0127636609534067	0.214667884736304
ACMSD	0	NA	NA	NA	NA	NA
ACO1	155.918177821413	0.0327106008340868	0.406218257694864	0.0805246938424363	0.935819957156563	0.991816425564769
ACO2	1087.39401311698	0.209159954427086	0.168784760098629	1.23921113674519	0.215267317324649	0.752564035550988
ACOD1	0	NA	NA	NA	NA	NA
ACOT1	0	NA	NA	NA	NA	NA
ACOT11	12.9457177471513	0.146305247086427	1.7153659235494	0.0852909837358172	0.932030059350773	0.991816425564769
ACOT12	0.206609761997712	-2.2062905912472	6.214515117254	-0.355022161764744	0.722572988609397	0.977835308485984
ACOT13	731.979381811868	-0.10689503763182	0.2225306195067	-0.480361030175453	0.630970699338173	0.977835308485984
ACOT2	687.794643975412	0.0831707985964639	0.195994733424492	0.424352211629738	0.671308966906178	0.977835308485984
ACOT4	0	NA	NA	NA	NA	NA
ACOT6	0	NA	NA	NA	NA	NA
ACOT7	1485.49109197341	0.180563512018754	0.150786984358455	1.19747412408961	0.231121807357867	0.768678704382547
ACOT8	423.838072917842	-0.300002205427676	0.249652288176665	-1.20168017533002	0.229487464892204	0.767796940006712
ACOT9	438.171353872607	-0.0742215461436208	0.293597492314379	-0.252800340897141	0.800422504258059	0.977835308485984
ACOX1	588.863889805987	-0.068507083122278	0.298973547455176	-0.229140951450058	0.818759365419532	0.977835308485984
ACOX2	3.88536838861096	-5.62362242560919	3.38519646898327	-1.66123959927744	0.0966653354144154	0.548593533798689
ACOX3	34.520268230119	-0.472555594031857	1.12471076238483	-0.420157439437899	0.674370443999773	0.977835308485984
ACOXL	40.0055014638975	2.05566698253202	0.753876047067812	2.72679705175341	0.0063952360014687	0.147792140908252
ACP1	1370.73740195093	-0.2353448326745	0.180130906558454	-1.30652111384411	0.191375403668833	0.716120516941704
ACP2	291.929087169316	0.17398101974062	0.323954203629734	0.537054366917471	0.591230060598737	0.973911774286244
ACP3	7.58127508528178	-2.57558729684781	1.88801423499689	-1.36417790136632	0.17251158152094	0.692551389606582
ACP4	0	NA	NA	NA	NA	NA
ACP5	0.0929468696523103	-0.643158598573967	6.23277661019478	-0.103189740110687	0.917812382647792	NA
ACP6	497.624017638535	0.161368675497497	0.222478858425699	0.725321392960083	0.468254884503143	0.930753151473597
ACP7	0.067221470077099	-0.643165604262708	6.23277661019478	-0.103190864118361	0.917811490581555	NA
ACR	0	NA	NA	NA	NA	NA
ACRBP	0.231328672176671	0.781560999036619	6.20070901652454	0.126043811595384	0.899697244462683	0.988454449896657
ACRV1	0	NA	NA	NA	NA	NA
ACSBG1	1.93002054001806	-1.49073975681322	4.10008508205601	-0.363587517570655	0.716166049274994	0.977835308485984
ACSBG2	1.00799260938434	-4.16964177454855	6.10364031030916	-0.683140152853691	0.49451828522685	0.943047947750224
ACSF2	28.7179393565949	-1.13052391394493	1.10918607705349	-1.01923738255724	0.308090283343288	0.833837484772503
ACSF3	125.334886006791	-0.0701179462687147	0.414148196444232	-0.169306414637873	0.865555630670338	0.981831622709165
ACSL1	199.070817679653	-0.102630699577119	0.406833620963044	-0.252267006188364	0.800834688816586	0.977835308485984
ACSL3	1650.92823696215	0.0263616701305602	0.160658845600409	0.16408477250065	0.86966440912149	0.982186881761544
ACSL4	227.908684216498	0.814141295460193	0.338755147841641	2.40333261545233	0.0162464027504026	0.239038423363552
ACSL5	3.31075528780782	5.55684389727093	3.91366461615454	1.41985694796989	0.15564933177177	0.670932605883038
ACSL6	29.4384625519883	-0.592613013792839	1.17305110178934	-0.505189426862039	0.613425795781572	0.977835308485984
ACSM1	0.0812710393706708	1.28029466899326	6.23277661019478	0.20541321293292	0.83724929795246	NA
ACSM2A	0.345423149103787	0.64732158640976	6.18839756737438	0.104602456348713	0.916691265516699	0.990545472709659
ACSM2B	0.296602615802557	-2.61090656191129	6.19585318316879	-0.421395808571431	0.673466079317022	0.977835308485984
ACSM3	10.5254080078789	0.661187036421959	1.73197338704728	0.381753577374055	0.702644155329922	0.977835308485984
ACSM4	0	NA	NA	NA	NA	NA
ACSM5	0.0782583704284952	1.26093137507095	6.23100329090291	0.202364100322635	0.839632091561787	NA
ACSM6	0	NA	NA	NA	NA	NA
ACSS1	353.74247521164	0.432946829745559	0.252286090429418	1.71609472804718	0.0861447060014109	0.526111677636693
ACSS2	84.9474083503603	-0.0152117889079041	0.64002851685817	-0.0237673611522454	0.98103817471861	0.996985201724254
ACSS3	49.4893653580882	0.269149573887079	0.816053870425397	0.329818390232958	0.741537190815746	0.977835308485984
ACTA1	3.56809922058811	8.57658985600042	3.75018094595385	2.28698027631277	0.0221969743660377	0.282168087239136
ACTA2	165.304845471542	0.349004002447588	0.476015796996481	0.733177353881322	0.463450265652797	0.929530347926426
ACTB	3574.14851630621	0.463350562494905	0.111366874944407	4.16057793420354	3.17443266395554e-05	0.00318284175710509
ACTBL2	6.53883788092478	-0.798159834890924	2.12948442406636	-0.374813652483448	0.707799060042689	0.977835308485984
ACTC1	1.29479283249525	1.46777897355039	6.1251530504376	0.239631395569051	0.810616023641639	0.977835308485984
ACTG1	43772.2131460547	0.36576004947079	0.0726008074643592	5.03796117764045	4.70516844629917e-07	0.000136992788994172
ACTG2	0.460313583642553	0.41590133562394	6.17216735417537	0.0673833536517104	0.946276520928308	0.991816425564769
ACTL10	1.05098414879567	-2.61908216671858	6.01494953922421	-0.435428784504214	0.663251220735722	0.977835308485984
ACTL6A	581.978790924439	0.0544495332119159	0.228728605263283	0.238053011118747	0.811839978832377	0.977835308485984
ACTL6B	0.618109638276822	1.41278420701886	6.14536109745529	0.229894417043105	0.818173814705777	0.977835308485984
ACTL7A	0	NA	NA	NA	NA	NA
ACTL7B	0.201664410231297	-1.42312333785728	6.21128570739306	-0.229118962626915	0.818776455405295	0.977835308485984
ACTL8	84.4021439191354	-0.153406663762364	0.599380459271812	-0.255942050477819	0.797995584135226	0.977835308485984
ACTL9	0	NA	NA	NA	NA	NA
ACTN1	1476.37623829782	-0.0967082074489959	0.160103390211651	-0.604035975260432	0.545819724411671	0.96323138719681
ACTN2	30.1515250653242	1.00841612632422	1.30955878367548	0.770042657798025	0.441274588942571	0.91690614128601
ACTN3	0.299247725278725	-1.62696534512242	6.20694117769534	-0.26212030991512	0.793228689014801	0.977835308485984
ACTN4	0.591332248675386	1.46388039741972	5.89753697367777	0.248218943595164	0.803965010046652	0.977835308485984
ACTR10	490.231856392786	0.364484664402071	0.253388015666087	1.43844476402699	0.150307899219192	0.663722000802986
ACTR1A	1349.21764604816	0.372725296454604	0.173233953498319	2.15157184216904	0.0314310918394536	0.339597672777214
ACTR1B	422.486464998966	-0.316215304960193	0.242923035016834	-1.30170983965469	0.193015594651891	0.718175498409838
ACTR2	2169.07041742051	-0.0773017439754511	0.154641488839216	-0.499877132299363	0.61716159502363	0.977835308485984
ACTR3	1141.84816005059	0.0118626803364938	0.168572236348966	0.0703714952914105	0.943897978449394	0.991816425564769
ACTR3B	66.462845825381	-0.737736127740534	0.626415872831684	-1.17770982463397	0.238912308817463	0.77622267998039
ACTR3C	2.97901342038659	-1.99934437980088	3.0101421714432	-0.664202640914564	0.506560623433932	0.946756542989443
ACTR5	180.598856290684	1.28099998349598	0.364025745638396	3.51898182709433	0.000433206381023568	0.0235080451924617
ACTR6	524.190741230099	0.676333134999172	0.225111239144179	3.00443966090025	0.00266070528644849	0.083401817881636
ACTR8	151.818265331832	-0.0581498777199109	0.493650884402708	-0.117795550574713	0.906229655129903	0.989493507764801
ACTRT1	0	NA	NA	NA	NA	NA
ACTRT2	0	NA	NA	NA	NA	NA
ACTRT3	11.8408517007636	0.380425651707796	1.9207746088684	0.198058455141658	0.842999328884077	0.981154679747825
ACVR1	103.607112100159	-0.0418563093925048	0.48489823053282	-0.0863197816715311	0.931212213666551	0.991816425564769
ACVR1B	316.77346421455	0.0969438911671937	0.311757154642666	0.31095963548394	0.755831307599952	0.977835308485984
ACVR1C	19.0997919627933	-4.64608717225574	1.50281910252279	-3.0915811254038	0.00199093571486117	0.0696137799607345
ACVR2A	92.2992007752896	0.53177301175869	0.756772860601072	0.702685098057461	0.482252016502868	0.936721110185614
ACVR2B	432.805303677238	-0.313248571244934	0.345479391864152	-0.906706966093386	0.36456177866733	0.873519724684997
ACVRL1	7.90341686947843	-1.2870487084744	2.18260115515513	-0.589685708465101	0.555401378382766	0.966543943845861
ACY1	235.814571308809	0.496142598325711	0.354209049682733	1.40070559679406	0.16130212837331	0.677479519315336
ACY3	0.0748119313196812	-0.634590537966634	6.23199973239054	-0.10182775436725	0.918893395350575	NA
ACYP1	366.828714610582	-0.112749156048254	0.257580973423343	-0.437723153809761	0.661586983045722	0.977835308485984
ACYP2	153.072455655562	-0.225767937295817	0.420806041304927	-0.536513060971525	0.591604011646007	0.974082880747468
ADA	162.258725548287	-0.86636022559367	0.461099050548899	-1.87890264480558	0.0602577876593968	0.456681594939676
ADA2	1.95893812567409	-1.20240322768117	4.26731023576721	-0.281770755171023	0.778119296682764	0.977835308485984
ADAD1	0	NA	NA	NA	NA	NA
ADAD2	0	NA	NA	NA	NA	NA
ADAL	387.084201034674	-0.0109414890519837	0.296010839362181	-0.0369631364701358	0.970514398476924	0.993884469219468
ADAM10	451.156810226083	-0.627005343726704	0.285052263404457	-2.19961538364301	0.0278341947919576	0.319362077578873
ADAM11	51.6977961859482	-0.579805098102497	0.743095822970638	-0.780256166404809	0.435240108113188	0.913444582331204
ADAM12	15.0023005477773	-0.800542731462925	1.69050295826101	-0.473552990576502	0.635818704766033	0.977835308485984
ADAM15	63.5083026067966	-0.00562629089457961	0.691732120134884	-0.00813362677662346	0.993510376326144	0.998582680693799
ADAM17	549.445510092921	-0.217178730297835	0.238705430008446	-0.909818977683708	0.36291798448697	0.872237195473569
ADAM18	0	NA	NA	NA	NA	NA
ADAM19	21.6797097976192	0.520239582773675	1.36735406728665	0.380471741167983	0.703595269420348	0.977835308485984
ADAM2	0	NA	NA	NA	NA	NA
ADAM20	0	NA	NA	NA	NA	NA
ADAM21	5.57349725366078	5.28161745635752	2.74319197357641	1.9253546624634	0.0541850034264374	0.435824743216684
ADAM22	113.816041972841	0.929380800976218	0.594892088527629	1.56226787832472	0.118224895829589	0.601059525680692
ADAM23	80.2768560905378	-1.1997309742748	0.792857769275211	-1.51317300626509	0.130235719031336	0.625340582766602
ADAM28	0	NA	NA	NA	NA	NA
ADAM29	0	NA	NA	NA	NA	NA
ADAM30	0	NA	NA	NA	NA	NA
ADAM32	0	NA	NA	NA	NA	NA
ADAM33	0	NA	NA	NA	NA	NA
ADAM7	0.067221470077099	-0.643165604262708	6.23277661019478	-0.103190864118361	0.917811490581555	NA
ADAM8	14.5922878786498	-1.05332364447861	1.93970128123061	-0.543033947892405	0.587106428961287	0.972711834704805
ADAM9	101.016307239222	0.160274520281701	0.555100319508062	0.288730729652144	0.772787444879925	0.977835308485984
ADAMDEC1	0	NA	NA	NA	NA	NA
ADAMTS1	2024.58866433795	0.310807622874422	0.127642258834878	2.43498999243261	0.0148922015701103	0.231724493084758
ADAMTS10	2.88437107296661	0.541389920446472	3.99432868181015	0.13553965223541	0.892185215545942	0.988160414502136
ADAMTS12	0.134442940154198	-1.12731328595895	6.21766916306126	-0.181308020159104	0.856125811181431	NA
ADAMTS13	0.403328820462594	-2.18218063683119	6.18011779518589	-0.353096932639543	0.724015772374356	0.977835308485984
ADAMTS14	1.8306544204922	1.85596539615303	4.99767507530713	0.37136575871511	0.710365125561834	0.977835308485984
ADAMTS15	46.419971928038	0.416194021034603	0.746619067954424	0.557438242469329	0.577228042981709	0.971621252250219
ADAMTS16	2.33430463971964	2.39320386332049	3.80044606265004	0.629716571125789	0.528880038648553	0.955746453227393
ADAMTS17	202.152772782665	0.08247897335563	0.440235955937914	0.187351742271733	0.851384856663466	0.981154679747825
ADAMTS18	33.0855230727481	-0.291063901538535	1.34305031136259	-0.216718539191013	0.828427699164247	0.978208659977926
