gene_name	DMSO-Total-1	DMSO-Total-2	DMSO-Total-3	TPG-Total-1	TPG-Total-2	TPG-Total-3
KIF18A	58	84	78	134	139	87
KIF18B	437	418	435	428	423	442
KIF19	0	0	0	0	0	0
KIF1A	1183	1074	1237	1021	1053	1072
KIF1B	973	918	955	1097	976	1010
KIF1C	1530	1417	1327	1132	996	1131
KIF20A	696	730	721	504	600	465
KIF20B	249	266	244	254	282	220
KIF21A	311	192	230	428	396	370
KIF21B	22	12	10	11	8	14
KIF22	1385	1055	1239	1465	1455	1350
KIF23	1300	1319	1413	1318	1374	1126
KIF24	30	28	49	64	78	60
KIF25	10	15	0	8	1	7
KIF26A	303	199	261	149	109	146
KIF26B	0	0	0	0	0	0
KIF27	64	81	77	71	104	40
KIF2A	1510	1294	1393	1561	1781	1446
KIF2B	0	0	0	0	0	0
KIF2C	799	771	762	933	1081	964
KIF3A	348	342	515	517	393	482
KIF3B	795	610	694	606	573	670
KIF3C	109	113	62	103	55	76
KIF4A	834	725	799	756	667	598
KIF4B	0	0	0	0	0	3
KIF5A	125	132	100	121	126	90
KIF5B	2162	1970	2092	2875	2623	2285
KIF5C	170	155	147	148	166	129
KIF6	15	21	28	19	8	11
KIF7	308	272	276	336	387	342
KIF9	242	230	211	269	193	237
KIFAP3	264	202	214	189	220	178
KIFBP	943	909	865	1015	735	818
KIFC1	0	0	4	0	3	0
KIFC2	67	56	58	52	105	82
KIFC3	83	62	78	69	88	50
KIN	135	150	120	199	195	171
KIR2DL1	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0
KIR3DL2	0	0	0	0	0	0
KIR3DL3	0	0	0	0	0	0
KIRREL1	88	46	52	55	115	84
KIRREL2	0	0	0	0	0	0
KIRREL3	0	0	0	0	0	0
KISS1	0	0	0	0	0	0
KISS1R	14	15	7	18	4	2
KIT	177	142	171	204	185	173
KITLG	343	288	311	522	476	392
KIZ	474	456	516	549	621	631
KL	0	0	0	0	0	0
KLB	0	0	0	4	2	0
KLC1	1317	1241	1172	1434	1472	1253
KLC2	52	57	68	88	77	79
KLC3	17	0	8	0	2	13
KLC4	160	171	178	259	238	229
KLF1	6	4	0	0	0	0
KLF10	128	172	152	474	449	431
KLF11	92	112	113	137	109	143
KLF12	195	177	148	282	268	257
KLF13	0	0	0	3	0	0
KLF14	21	14	31	23	29	5
KLF15	72	74	119	199	159	161
KLF16	131	113	99	140	145	116
KLF17	0	0	0	0	0	0
KLF2	17	9	8	12	1	4
KLF3	151	178	154	256	247	242
KLF4	51	43	23	65	49	98
KLF5	375	364	307	588	437	394
KLF6	380	359	382	651	581	584
KLF7	46	102	98	185	151	134
KLF8	0	0	0	0	0	0
KLF9	383	261	389	862	709	677
KLHDC1	8	7	11	3	5	0
KLHDC10	1435	1147	1354	1546	1530	1546
KLHDC2	481	422	394	600	588	544
KLHDC3	2168	1721	1601	1865	1855	1699
KLHDC4	351	284	358	370	393	317
KLHDC7A	0	2	6	4	0	5
KLHDC7B	0	0	0	11	1	2
KLHDC8A	8	0	5	7	3	0
KLHDC8B	55	31	56	63	58	65
KLHDC9	225	168	152	186	157	207
KLHL1	0	0	0	0	0	0
KLHL10	0	7	11	0	7	4
KLHL11	551	561	504	568	600	521
KLHL12	416	363	414	582	506	643
KLHL13	154	170	163	208	150	183
KLHL14	26	12	15	12	41	28
KLHL15	3602	3316	3401	4647	4583	4206
KLHL17	94	45	77	125	117	144
KLHL18	443	342	362	377	544	310
KLHL2	131	148	166	240	144	169
KLHL20	443	392	395	485	426	399
KLHL21	1022	933	896	893	1027	969
KLHL22	97	114	95	78	111	86
KLHL23	1319	1269	1259	1570	1548	1489
KLHL24	190	156	231	277	265	242
KLHL25	74	83	62	96	76	98
KLHL26	203	192	206	244	202	168
KLHL28	176	126	209	163	162	157
KLHL29	86	78	45	64	96	62
KLHL3	54	71	60	72	54	56
KLHL30	0	0	0	7	0	0
KLHL31	10	6	5	8	12	9
KLHL32	0	9	15	13	11	3
KLHL33	0	0	0	0	0	0
KLHL34	0	0	0	0	0	0
KLHL35	0	0	0	0	0	4
KLHL36	367	267	326	253	246	210
KLHL38	0	0	0	0	0	0
KLHL4	0	0	2	0	0	5
KLHL40	0	0	0	0	0	0
KLHL41	15	14	5	28	16	23
KLHL42	1642	1291	1558	1703	1352	1456
KLHL5	666	517	811	677	623	590
KLHL6	0	0	0	3	0	0
KLHL7	533	425	461	552	541	475
KLHL8	1158	1110	1069	1317	1306	1343
KLHL9	1079	758	896	830	885	845
KLK1	17	0	0	11	0	5
KLK10	0	0	0	0	0	1
KLK11	1	0	0	0	0	0
KLK12	0	0	0	0	0	0
KLK13	0	0	0	0	0	0
KLK14	0	0	0	0	0	0
KLK15	0	0	0	6	0	0
KLK2	0	0	0	0	0	0
KLK3	5	10	10	22	19	8
KLK4	0	0	0	0	2	0
KLK5	0	0	0	0	0	0
KLK6	0	0	0	0	0	0
KLK7	0	0	0	0	0	0
KLK8	0	2	0	0	0	0
KLK9	0	0	0	0	0	0
KLKB1	0	7	0	0	0	0
KLLN	0	0	0	0	0	0
KLRB1	0	0	0	0	0	0
KLRC1	0	0	0	0	0	0
KLRC2	6	14	0	3	0	7
KLRC3	9	0	10	3	0	5
KLRC4	0	0	0	0	0	0
KLRC4-KLRK1	0	0	0	3	18	0
KLRD1	3	0	0	0	0	0
KLRF1	0	0	0	0	0	0
KLRG1	126	127	77	106	103	113
KLRG2	3	6	1	1	0	3
KLRK1	0	0	0	0	4	0
KMO	0	0	0	0	0	0
KMT2A	1746	1317	1870	2317	2194	1785
KMT2B	493	475	505	401	487	438
KMT2C	1360	1325	1393	1553	1620	1343
KMT2D	560	429	486	534	418	381
KMT2E	1099	1025	1073	1300	1247	1208
KMT5A	624	610	684	770	628	753
KMT5B	629	635	606	754	772	693
KMT5C	118	114	124	196	139	163
KNCN	0	0	0	0	0	0
KNDC1	19	8	14	31	46	32
KNG1	0	0	0	0	0	0
KNL1	405	333	450	484	375	423
KNOP1	1287	1191	1105	1490	1265	1219
KNSTRN	662	669	570	839	727	586
KNTC1	203	236	240	225	288	193
KPNA1	659	553	669	774	699	657
KPNA2	3557	3144	3364	2350	2483	2222
KPNA3	1610	1407	1542	1271	1137	1079
KPNA4	1116	974	1187	1514	1543	1346
KPNA5	620	615	577	524	705	486
KPNA6	3413	2861	2909	3004	2692	2508
KPNA7	0	0	0	0	0	0
KPNB1	17141	15004	16664	18228	16669	16128
KPRP	0	0	0	0	0	0
KPTN	317	251	223	266	226	258
KRAS	1627	1474	1685	1733	1661	1523
KRBA1	102	129	95	177	146	145
KRBA2	58	62	67	65	72	46
KRBOX1	0	0	0	0	0	0
KRBOX4	131	104	118	222	153	216
KRCC1	21	25	39	37	45	67
KREMEN1	349	277	263	213	201	188
KREMEN2	18	7	30	26	2	12
KRI1	634	508	556	781	844	702
KRIT1	526	582	554	826	761	682
KRR1	1654	1475	1649	1816	1682	1784
KRT1	0	0	0	0	0	0
KRT10	1622	1379	1252	1537	1369	1304
KRT12	0	0	0	0	0	0
KRT13	6	1	8	8	0	4
KRT14	0	0	0	0	0	0
KRT15	0	9	0	4	0	1
KRT16	0	0	0	0	0	5
KRT17	26	36	15	16	42	26
KRT18	528	441	449	442	404	401
KRT19	1044	743	667	965	884	878
KRT2	0	0	0	0	0	0
KRT20	0	0	0	0	0	0
KRT222	36	42	42	48	68	61
KRT23	0	0	0	0	0	0
KRT24	0	0	0	0	0	0
KRT25	0	0	0	0	0	0
KRT26	0	0	0	0	0	0
KRT27	0	0	0	2	0	0
KRT28	0	0	0	0	0	0
KRT3	0	0	0	0	0	0
KRT31	0	0	0	0	0	0
KRT32	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0
KRT34	0	0	0	0	0	0
KRT35	0	0	0	0	0	0
KRT36	0	4	0	0	2	0
KRT37	0	0	0	0	0	0
KRT38	0	0	0	0	0	0
KRT39	0	0	0	0	0	0
KRT4	0	0	0	0	0	0
KRT40	0	0	0	0	0	0
KRT5	0	0	0	0	0	0
KRT6A	0	0	0	0	0	0
KRT6B	0	0	0	0	0	0
KRT6C	0	0	0	0	0	0
KRT7	0	0	0	0	0	0
KRT71	0	0	0	0	0	0
KRT72	0	0	0	0	0	0
KRT73	0	0	0	0	0	0
KRT74	0	0	0	0	0	0
KRT75	0	1	0	1	0	3
KRT76	0	0	0	0	0	0
KRT77	0	0	0	0	0	0
KRT78	0	0	0	0	0	0
KRT79	0	0	0	0	0	0
KRT8	631	454	488	666	669	643
KRT80	0	0	10	4	0	0
KRT81	0	0	0	0	0	0
KRT82	0	0	0	0	0	0
KRT83	0	0	0	0	0	0
KRT84	0	0	0	0	0	0
KRT85	0	0	0	0	0	4
KRT86	0	0	8	0	0	0
KRT9	0	1	3	0	0	0
KRTAP1-1	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0
KRTAP10-1	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0
KRTAP10-4	0	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	3
KRTAP13-2	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	0
KRTAP19-1	35	44	34	24	26	45
KRTAP19-2	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	17	0
KRTAP19-4	0	0	0	0	0	0
KRTAP19-5	22	6	13	5	1	9
KRTAP19-6	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0
KRTAP2-3	0	0	0	0	0	0
KRTAP2-4	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0
KRTAP21-2	3	1	0	0	0	0
KRTAP21-3	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	0	0
KRTAP3-2	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0
KRTAP4-1	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0
KRTAP4-12	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	5	0
KRTAP4-3	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0
KRTAP5-1	0	0	0	0	0	0
KRTAP5-10	0	0	4	0	0	0
KRTAP5-11	0	0	0	0	0	0
KRTAP5-2	0	0	0	0	0	0
KRTAP5-3	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0
KRTAP5-6	0	0	0	0	0	0
KRTAP5-7	0	0	0	0	0	0
KRTAP5-8	0	2	0	0	0	0
KRTAP5-9	0	0	0	0	0	0
KRTAP6-1	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0
KRTAP9-6	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0
KRTCAP2	1650	1727	1253	1253	1531	1296
KRTCAP3	7	0	7	5	0	0
KRTDAP	9	16	1	16	19	10
KSR1	208	204	220	330	246	275
KSR2	13	36	37	30	8	16
KTI12	291	303	265	352	226	354
KTN1	1974	1879	2203	2274	2053	1932
KXD1	1770	1619	1427	1553	1452	1476
KY	0	0	0	0	0	0
KYAT1	194	166	172	242	204	230
KYAT3	208	251	140	207	256	238
KYNU	6	12	5	0	0	3
L1CAM	2	15	0	15	9	22
L1TD1	0	0	0	0	0	0
L2HGDH	474	453	449	529	525	558
L3HYPDH	96	103	126	129	59	93
L3MBTL1	150	165	155	156	152	150
L3MBTL2	612	451	618	631	601	674
L3MBTL3	69	61	75	94	96	29
L3MBTL4	39	63	22	54	70	59
LACC1	68	34	73	102	86	61
LACRT	0	0	0	0	0	0
LACTB	251	143	212	236	239	197
LACTB2	241	159	250	266	304	274
LAD1	0	0	0	0	0	0
LAG3	0	0	0	2	0	0
LAGE3	1338	1153	1076	1249	1126	1229
LAIR1	0	0	0	0	0	0
LAIR2	0	0	0	0	0	0
LALBA	0	0	0	0	0	9
LAMA1	87	55	92	34	19	35
LAMA2	641	692	512	516	475	478
LAMA3	158	145	121	105	107	65
LAMA4	459	456	370	479	480	516
LAMA5	208	181	183	66	39	34
LAMB1	1546	1331	1405	1047	947	992
LAMB2	80	68	71	33	22	59
LAMB3	0	5	5	1	0	0
LAMB4	0	0	0	0	3	2
LAMC1	1048	1082	1093	798	745	739
LAMC2	2	14	15	7	14	17
LAMC3	21	30	60	38	33	17
LAMP1	2805	2143	2312	2164	2094	2259
LAMP2	1327	1118	1316	1071	1125	1055
LAMP3	10	10	30	13	54	9
LAMP5	12	0	16	0	12	13
LAMTOR1	1535	1316	1370	1373	1328	1164
LAMTOR2	257	245	140	156	191	155
LAMTOR3	231	232	300	322	249	397
LAMTOR4	1712	1291	1120	1277	1174	1274
LAMTOR5	992	862	780	838	803	776
LANCL1	619	603	597	735	613	524
LANCL2	594	441	447	679	630	594
LANCL3	6	0	0	0	0	2
LAP3	310	250	252	264	305	280
LAPTM4A	1980	1844	1906	1841	1805	1640
LAPTM4B	1886	1923	1846	1941	1876	1650
LAPTM5	0	0	0	0	0	12
LARGE1	423	411	627	456	424	333
LARGE2	67	54	60	43	7	28
LARP1	6708	5637	5771	5896	5764	5229
LARP1B	429	391	501	679	870	621
LARP4	1225	1150	1315	1520	1689	1400
LARP4B	1396	1221	1294	1686	1538	1545
LARP6	969	833	909	1105	884	953
LARP7	2417	1952	2277	2713	2520	2554
LARS1	1190	1222	1419	1634	1645	1502
LARS2	504	442	543	552	553	454
LAS1L	1828	1256	1519	1535	1385	1497
LASP1	1493	1283	1400	1158	970	932
LAT	17	20	4	5	9	16
LAT2	1	0	0	4	0	0
LATS1	916	798	1035	1239	1129	1123
LATS2	332	329	243	244	148	218
LAX1	0	0	0	0	0	0
LAYN	49	82	55	39	41	42
LBH	102	51	32	603	457	593
LBHD1	571	506	443	471	374	479
LBHD2	0	0	0	0	0	0
LBP	0	3	0	4	0	1
LBR	5126	4791	5208	4767	4616	3788
LBX1	0	0	0	0	0	1
LBX2	11	0	2	0	13	0
LCA5	71	72	68	101	93	84
LCA5L	50	34	29	43	35	56
LCAT	4	15	6	21	19	3
LCE1A	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0
LCE1E	6	0	0	0	0	0
LCE1F	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0
LCE5A	0	0	0	5	0	0
LCE6A	0	0	0	0	0	0
LCK	0	0	1	0	0	3
LCLAT1	550	470	610	549	559	658
LCMT1	1004	839	767	927	994	910
LCMT2	286	302	297	260	308	273
LCN1	0	0	0	0	0	0
LCN10	0	1	0	0	0	0
LCN12	0	0	0	0	0	0
LCN15	0	0	0	0	0	0
LCN2	0	0	0	0	0	0
LCN6	0	0	0	0	0	0
LCN8	0	0	0	0	0	0
LCN9	0	0	0	0	0	0
LCNL1	0	0	0	0	0	0
LCOR	1864	1809	2011	2346	2129	2181
LCORL	458	408	498	522	653	536
LCP1	909	758	691	806	885	698
LCP2	0	0	0	0	0	0
LCT	0	0	0	0	0	0
LCTL	0	0	0	1	0	0
LDAF1	0	0	0	0	0	0
LDAH	437	395	333	563	502	418
LDB1	214	203	154	221	198	211
LDB2	0	3	1	5	0	0
LDB3	17	23	7	13	6	10
LDHA	0	5	16	6	0	0
LDHAL6A	0	0	1	0	0	0
LDHAL6B	0	0	0	0	0	0
LDHB	17211	14652	16358	14765	14600	13486
LDHC	67	54	110	125	77	112
LDHD	0	0	0	0	0	3
LDLR	144	106	187	186	192	159
LDLRAD1	0	0	0	0	0	0
LDLRAD2	0	0	0	0	0	0
LDLRAD3	260	264	319	290	268	246
LDLRAD4	126	110	62	63	94	49
LDLRAP1	440	289	424	411	203	416
LDOC1	380	306	268	216	295	275
LEAP2	10	24	19	24	9	21
LECT2	0	0	4	0	0	3
LEF1	479	466	472	633	498	579
LEFTY1	0	6	2	3	0	1
LEFTY2	0	5	0	0	0	0
LEKR1	21	27	20	13	20	19
LELP1	0	0	0	0	0	0
LEMD1	0	0	0	4	0	0
LEMD2	443	373	401	480	506	399
LEMD3	419	330	321	377	298	304
LENEP	0	0	0	0	5	0
LENG1	0	0	0	0	0	0
LENG8	0	0	0	0	0	0
LENG9	0	0	0	0	0	0
LEO1	111	101	180	136	166	115
LEP	0	0	0	0	0	0
LEPR	212	226	192	217	205	212
LEPROT	849	826	778	692	682	565
LEPROTL1	894	824	846	982	914	849
LETM1	774	748	615	584	604	585
LETM2	77	64	71	116	80	115
LETMD1	706	584	678	857	558	714
LEUTX	0	0	0	0	0	0
LEXM	0	0	0	0	0	0
LFNG	20	6	1	12	0	5
LGALS1	55	28	21	54	35	43
LGALS12	0	0	0	0	0	0
LGALS13	0	0	0	0	0	0
LGALS14	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0
LGALS2	0	0	0	0	0	0
LGALS3	393	235	289	357	250	207
LGALS3BP	1716	1517	1507	1084	1163	1057
LGALS4	0	2	2	0	1	0
LGALS7	0	0	0	0	0	0
LGALS7B	0	0	0	0	0	0
LGALS8	476	397	351	460	518	401
LGALS9	4	5	3	7	10	5
LGALS9B	0	0	0	0	0	0
LGALS9C	0	0	0	0	0	0
LGALSL	260	196	203	253	219	220
LGI1	11	13	5	5	1	1
LGI2	105	99	115	89	66	109
LGI3	0	8	6	11	0	0
LGI4	0	0	0	2	2	0
LGMN	679	820	660	704	848	701
LGR4	440	344	350	351	259	328
LGR5	97	63	53	92	67	63
LGR6	0	0	2	1	0	0
LGSN	0	0	4	0	0	0
LHB	0	0	0	0	0	0
LHCGR	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0
LHFPL2	337	236	235	259	212	179
LHFPL3	805	778	806	1025	1005	843
LHFPL4	174	215	168	131	121	120
LHFPL5	2	0	3	2	18	2
LHFPL6	385	318	318	376	407	404
LHPP	164	167	184	119	113	149
LHX1	5	5	3	5	2	4
LHX2	280	264	298	257	292	200
LHX3	1	0	0	0	0	0
LHX4	117	114	138	118	111	97
LHX5	0	0	3	3	0	0
LHX6	19	42	30	37	4	24
LHX8	2	7	4	9	2	7
LHX9	63	53	36	36	67	49
LIAS	229	184	231	337	283	288
LIF	17	23	4	13	20	11
LIFR	538	608	553	721	597	589
LIG1	164	163	155	166	160	187
LIG3	777	598	649	929	804	764
LIG4	186	165	190	213	209	199
LILRA1	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
LILRA4	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0
LILRA6	0	0	0	0	0	0
LILRB1	0	0	0	0	0	0
LILRB2	0	0	0	0	0	0
LILRB3	0	0	0	0	0	0
LILRB4	0	0	0	0	0	0
LILRB5	0	0	0	0	0	0
LIM2	0	0	0	0	0	0
LIMA1	729	694	839	1605	1532	1689
LIMCH1	178	140	150	219	256	224
LIMD1	355	368	304	267	277	288
LIMD2	189	252	195	175	231	181
LIME1	32	39	15	36	65	20
LIMK1	90	102	76	120	98	104
LIMK2	152	143	147	229	229	220
LIMS1	902	947	777	882	818	675
LIMS2	2	5	0	3	5	4
LIMS3	0	0	0	0	2	0
LIMS4	0	0	0	1	0	0
LIN28A	0	2	0	0	0	0
LIN28B	998	1022	1084	858	775	725
LIN37	183	168	177	358	332	273
LIN52	173	158	130	196	178	121
LIN54	251	200	255	273	303	302
LIN7A	78	87	56	90	96	60
LIN7B	124	98	177	173	214	163
LIN7C	471	449	478	567	521	511
LIN9	266	305	278	416	437	401
LINC00634	16	23	24	47	18	40
LINC00672	6	0	0	5	0	0
LINC02203	0	0	0	0	0	0
LINC02210-CRHR1	0	0	0	0	0	0
LINGO1	150	71	97	57	54	44
LINGO2	0	0	0	0	0	0
LINGO3	0	0	0	0	0	0
LINGO4	0	0	0	0	0	0
LINS1	308	245	230	361	410	363
LIPA	381	353	355	356	307	256
LIPC	0	0	0	2	0	0
LIPE	0	0	0	8	0	1
LIPF	0	0	0	0	0	0
LIPG	16	11	6	8	10	2
LIPH	31	13	32	28	32	26
LIPI	0	0	0	2	0	0
LIPJ	0	0	0	0	0	0
LIPK	0	0	0	0	0	0
LIPM	0	0	0	0	0	0
LIPN	0	0	0	0	0	0
LIPT1	38	52	67	38	46	56
LIPT2	67	46	68	110	94	56
LITAF	900	910	844	766	766	708
LITAFD	0	0	0	0	0	0
LIX1	8	0	0	0	0	6
LIX1L	541	560	537	494	514	460
LKAAEAR1	1	2	0	0	0	1
LLCFC1	0	0	0	0	0	0
LLGL1	0	0	0	0	0	0
LLGL2	230	194	173	177	154	132
LLPH	1155	873	932	834	826	826
LMAN1	613	596	645	514	544	626
LMAN1L	0	0	0	0	0	0
LMAN2	1729	1355	1431	1523	1550	1351
LMAN2L	312	320	319	450	399	325
LMBR1	851	765	907	791	705	707
LMBR1L	94	152	99	101	104	121
LMBRD1	387	396	407	373	308	290
LMBRD2	159	210	145	250	217	250
LMCD1	160	263	149	351	300	282
LMF1	100	100	89	102	135	97
LMF2	505	319	456	361	311	343
LMLN	88	99	102	93	89	87
LMLN2	3	4	1	15	7	11
LMNA	705	539	717	600	573	607
LMNB1	1902	1500	1700	1881	1560	1499
LMNB2	1266	1063	1207	1020	829	819
LMNTD1	14	11	7	24	17	10
LMNTD2	0	0	0	0	0	0
LMO1	3	4	19	21	22	12
LMO2	22	2	10	18	0	13
LMO3	0	0	8	0	0	0
LMO4	1982	1679	1499	3100	2672	2867
LMO7	34	16	18	15	32	22
LMOD1	28	5	10	5	0	6
LMOD2	0	0	0	0	0	0
LMOD3	4	2	8	7	0	0
LMTK2	66	135	127	158	115	139
LMTK3	31	22	17	31	42	12
LMX1A	0	0	0	0	0	0
LMX1B	57	70	27	48	28	28
LNP1	88	68	101	97	59	67
LNPEP	601	585	577	689	700	740
LNPK	480	458	473	516	428	358
LNX1	19	7	15	11	2	23
LNX2	133	133	175	210	186	182
LONP1	456	418	357	466	417	468
LONP2	1014	856	1163	1035	922	807
LONRF1	15	0	5	6	33	9
LONRF2	566	600	599	632	654	527
LONRF3	29	64	44	92	107	49
LORICRIN	0	0	0	2	0	0
LOX	80	75	92	118	164	142
LOXHD1	0	1	0	0	0	0
LOXL1	165	139	158	111	72	144
LOXL2	35	17	32	32	30	26
LOXL3	44	48	70	28	62	74
LOXL4	17	6	6	16	3	12
LPA	0	0	0	0	0	0
LPAR1	82	57	70	42	63	116
LPAR2	20	16	16	32	21	16
LPAR3	132	140	174	304	244	229
LPAR4	0	0	0	0	0	0
LPAR5	3	0	0	0	0	0
LPAR6	0	0	0	5	0	0
LPCAT1	0	0	0	0	0	0
LPCAT2	184	302	265	223	225	168
LPCAT3	870	808	749	705	760	739
LPCAT4	40	35	27	28	41	70
LPGAT1	1712	1457	1676	1601	1519	1398
LPIN1	210	238	279	407	287	391
LPIN2	121	117	78	155	123	115
LPIN3	70	24	47	49	42	43
LPL	91	84	68	70	134	61
LPO	0	0	3	0	0	0
LPP	844	1025	783	804	766	875
LPXN	25	22	28	28	36	58
LRAT	2	0	0	0	0	0
LRATD1	0	0	0	0	0	0
LRATD2	14	5	15	12	14	27
LRBA	680	512	789	797	808	611
LRCH1	220	159	156	179	161	187
LRCH2	211	239	222	244	289	216
LRCH3	669	628	727	678	632	690
LRCH4	98	57	61	95	123	116
LRCOL1	0	0	0	0	0	0
LRFN1	435	331	328	183	214	217
LRFN2	0	0	0	0	0	0
LRFN3	121	83	53	47	45	82
LRFN4	76	100	113	74	72	98
LRFN5	0	0	0	0	0	0
LRG1	0	0	0	0	0	0
LRGUK	0	2	0	1	0	2
LRIF1	115	105	82	140	156	121
LRIG1	0	0	0	0	0	0
LRIG2	126	128	113	176	146	135
LRIG3	137	98	141	395	315	248
LRIT1	0	0	0	0	0	0
LRIT2	0	0	0	0	0	0
LRIT3	5	0	5	12	5	1
LRMDA	4	10	26	15	6	1
LRP1	73	27	27	44	4	28
LRP10	442	339	400	284	280	333
LRP11	523	510	566	448	318	420
LRP12	193	231	231	321	279	271
LRP1B	17	9	13	4	22	14
LRP2	187	153	139	134	197	117
LRP2BP	0	1	16	0	0	0
LRP3	435	321	368	261	211	222
LRP4	141	90	125	78	88	84
LRP5	140	128	99	97	94	70
LRP6	0	0	0	0	0	0
LRP8	751	682	663	866	699	700
LRPAP1	1187	916	985	993	1032	839
LRPPRC	1588	1428	1570	1812	1932	1644
LRR1	689	583	578	647	581	614
LRRC1	310	260	353	423	454	322
LRRC10	0	0	0	0	0	0
LRRC10B	3	1	0	10	0	0
LRRC14	244	258	228	314	405	297
LRRC14B	0	0	0	0	0	0
LRRC15	2	0	1	0	0	0
LRRC17	18	16	13	6	14	20
LRRC18	0	0	0	0	0	0
LRRC19	0	0	0	0	0	0
LRRC2	0	0	0	0	0	0
LRRC20	115	77	41	98	92	101
LRRC23	56	19	11	36	53	12
LRRC24	8	3	0	1	0	9
LRRC25	0	0	0	0	0	0
LRRC26	27	13	11	11	24	31
LRRC27	48	26	16	31	29	25
LRRC28	350	338	257	309	334	376
LRRC3	48	49	41	28	26	57
LRRC31	0	0	0	0	0	0
LRRC32	0	0	0	0	0	0
LRRC34	57	41	39	54	21	30
LRRC36	2	19	14	14	7	28
LRRC37A	0	0	0	0	0	0
LRRC37A2	0	0	0	0	0	0
LRRC37A3	8	1	0	8	10	8
LRRC37B	112	67	102	92	46	98
LRRC38	0	0	0	0	0	0
LRRC39	6	3	5	0	0	0
LRRC3B	0	0	0	0	0	0
LRRC3C	0	0	0	0	0	0
LRRC4	175	136	157	135	139	67
LRRC40	439	432	386	523	634	447
LRRC41	2142	1752	1587	1812	1700	1721
LRRC42	308	263	321	511	369	367
LRRC43	0	0	0	0	0	0
LRRC45	54	26	41	67	122	47
LRRC46	6	8	6	8	4	9
