gene_name	DMSO-L10a-1	DMSO-L10a-2	DMSO-L10a-3	TPG-L10a-1	TPG-L10a-2	TPG-L10a-3
BICDL1	44	49	53	1	43	31
BICDL2	0	0	0	0	0	0
BICRA	40	32	56	12	64	45
BICRAL	37	19	46	45	59	39
BID	297	202	294	220	290	221
BIK	7	0	6	3	10	5
BIN1	7	0	3	17	13	5
BIN2	9	0	0	0	0	0
BIN3	112	74	93	55	97	111
BIRC2	339	261	342	184	275	186
BIRC3	8	0	1	0	0	0
BIRC5	1472	1032	1553	694	674	807
BIRC6	263	197	318	161	283	252
BIRC7	0	0	0	0	0	0
BIVM	224	147	257	139	228	189
BIVM-ERCC5	121	88	102	116	150	139
BLACAT1	0	0	0	0	0	0
BLCAP	470	346	367	302	412	351
BLID	0	0	0	0	0	0
BLK	0	0	0	0	0	0
BLM	186	148	203	257	262	281
BLMH	464	368	427	374	497	409
BLNK	1	0	0	0	0	17
BLOC1S1	65	28	48	43	45	40
BLOC1S2	520	466	637	352	442	520
BLOC1S3	99	42	125	89	70	33
BLOC1S4	604	536	601	403	587	441
BLOC1S5	319	194	249	216	312	286
BLOC1S5-TXNDC5	1097	706	1042	749	1267	799
BLOC1S6	435	290	408	224	488	265
BLVRA	175	177	132	87	117	108
BLVRB	154	80	119	93	72	101
BLZF1	215	212	238	114	247	246
BMERB1	0	1	0	0	0	0
BMF	51	36	39	2	30	40
BMI1	528	301	490	223	325	312
BMP1	8	0	2	1	7	5
BMP10	0	0	0	0	0	0
BMP15	0	0	0	0	0	0
BMP2	16	6	3	8	20	5
BMP2K	174	98	145	68	110	136
BMP3	0	0	3	0	3	9
BMP4	223	131	218	104	155	77
BMP5	0	3	0	0	0	0
BMP6	58	91	25	42	43	45
BMP7	545	513	484	206	364	230
BMP8A	0	0	0	0	0	0
BMP8B	32	14	18	0	10	14
BMPER	18	7	1	7	3	7
BMPR1A	87	66	82	88	103	50
BMPR1B	64	75	31	19	72	43
BMPR2	112	181	138	132	156	105
BMS1	467	373	621	477	577	522
BMT2	180	162	197	102	150	170
BMX	0	0	0	0	0	0
BNC1	0	2	0	0	0	0
BNC2	100	136	131	68	164	167
BNIP1	204	150	253	208	205	212
BNIP2	617	461	582	293	431	361
BNIP3	147	109	234	45	123	88
BNIP3L	230	210	163	150	240	151
BNIP5	5	0	0	0	3	0
BNIPL	0	0	0	0	0	0
BOC	27	48	46	22	66	33
BOD1	629	430	611	184	300	395
BOD1L1	417	436	464	357	537	533
BOD1L2	0	0	0	0	0	0
BOK	0	10	0	0	0	0
BOLA1	94	85	117	37	115	75
BOLA2	0	1	0	0	0	0
BOLA2-SMG1P6	0	1	0	0	0	0
BOLA2B	4	0	0	0	0	0
BOLA3	380	316	331	265	168	226
BOLL	0	0	0	0	0	0
BOP1	44	25	39	27	17	25
BORA	195	139	203	112	240	119
BORCS5	0	0	0	0	5	0
BORCS6	195	164	204	224	317	269
BORCS7	279	297	301	157	355	320
BORCS7-ASMT	312	345	397	161	418	363
BORCS8	163	154	141	98	139	93
BORCS8-MEF2B	81	68	93	73	87	73
BPGM	194	122	180	105	166	161
BPHL	79	71	71	52	94	96
BPI	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0
BPIFA2	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0
BPIFB1	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0
BPIFB3	0	0	0	0	0	0
BPIFB4	0	1	0	0	0	0
BPIFB6	0	0	0	0	0	0
BPIFC	0	0	0	0	0	0
BPNT1	294	205	288	170	143	206
BPNT2	353	225	406	252	339	224
BPTF	484	255	564	222	409	227
BPY2	0	0	0	0	0	0
BPY2B	0	0	0	0	0	0
BPY2C	0	0	0	0	0	0
BRAF	189	171	232	216	283	213
BRAP	160	187	162	190	246	152
BRAT1	103	47	100	57	127	49
BRCA1	471	348	371	368	554	535
BRCA2	185	79	134	84	114	194
BRCC3	295	203	243	177	280	230
BRD1	47	22	52	7	106	70
BRD2	0	0	0	0	0	0
BRD3	1188	824	1380	839	963	854
BRD3OS	273	111	228	134	117	212
BRD4	1174	841	1317	953	1209	1088
BRD7	156	96	115	93	121	133
BRD8	424	348	433	253	483	364
BRD9	39	73	54	83	100	114
BRDT	0	0	0	0	0	0
BRF1	83	33	94	45	78	48
BRF2	129	98	123	201	197	96
BRI3	400	290	475	169	171	198
BRI3BP	883	674	958	480	662	458
BRICD5	8	0	0	9	3	0
BRINP1	0	0	0	0	0	0
BRINP2	3	0	0	0	12	0
BRINP3	0	0	0	0	0	0
BRIP1	318	214	329	191	454	327
BRIX1	2177	1663	2068	1565	2958	2063
BRK1	696	357	551	304	318	400
BRME1	0	0	0	0	0	0
BRMS1	220	93	167	90	111	107
BRMS1L	225	140	263	158	278	227
BROX	69	112	120	117	194	86
BRPF1	490	332	584	519	611	518
BRPF3	140	73	70	37	98	139
BRS3	0	0	0	0	0	0
BRSK1	24	6	14	0	2	1
BRSK2	31	16	44	3	6	20
BRWD1	539	487	526	267	571	489
BRWD3	6	26	34	34	29	37
BSCL2	119	36	116	52	36	41
BSDC1	201	159	245	144	332	231
BSG	108	45	65	64	48	70
BSN	8	17	12	8	24	15
BSND	0	0	0	0	0	0
BSPH1	0	0	0	0	0	0
BSPRY	15	10	17	0	5	5
BST1	0	0	0	0	3	0
BST2	0	4	7	0	4	8
BSX	0	0	0	0	0	0
BTAF1	62	24	50	50	33	63
BTBD1	242	112	260	220	241	145
BTBD10	115	107	146	88	127	102
BTBD11	79	8	66	21	44	11
BTBD16	0	0	0	0	0	0
BTBD17	10	6	0	0	0	0
BTBD18	0	0	0	0	0	0
BTBD19	0	0	0	0	0	0
BTBD2	89	109	156	24	63	81
BTBD3	142	102	184	45	127	116
BTBD6	608	338	514	316	271	338
BTBD7	0	0	0	0	0	0
BTBD8	38	16	49	9	15	27
BTBD9	208	164	152	106	165	171
BTC	9	3	0	8	0	0
BTD	79	33	80	54	55	52
BTF3	6093	5164	5213	3868	5158	4730
BTF3L4	995	716	1174	879	1188	943
BTG1	2035	1606	1969	2419	3952	3148
BTG2	211	225	270	173	191	183
BTG3	305	333	439	245	444	370
BTG4	0	0	11	0	0	0
BTK	0	0	0	0	0	0
BTLA	0	0	0	0	0	0
BTN1A1	0	0	0	0	0	0
BTN2A1	144	137	231	137	344	294
BTN2A2	132	66	67	75	93	97
BTN3A1	2	17	11	12	11	7
BTN3A2	47	58	104	35	73	54
BTN3A3	3	2	27	16	3	1
BTNL2	0	0	0	0	0	0
BTNL3	0	0	0	0	0	0
BTNL8	0	0	0	0	0	0
BTNL9	70	54	69	43	81	48
BTRC	132	55	179	66	85	87
BUB1	98	78	109	37	101	74
BUB1B	416	191	393	147	234	172
BUB1B-PAK6	0	0	0	0	0	0
BUB3	2554	1420	1910	1659	1755	1435
BUD13	78	64	117	81	186	116
BUD23	439	354	464	431	482	420
BUD31	397	176	321	231	203	153
BVES	19	21	33	30	17	27
BYSL	601	360	594	731	431	637
BZW1	174	155	129	85	150	120
BZW2	379	305	337	292	535	425
C10orf105	0	0	0	0	0	0
C10orf120	0	0	0	0	0	0
C10orf143	16	4	2	15	12	8
C10orf53	0	0	0	0	0	0
C10orf62	0	0	4	0	0	0
C10orf67	0	0	0	0	0	1
C10orf71	0	0	0	0	0	0
C10orf82	0	0	0	0	0	0
C10orf88	106	47	79	63	93	87
C10orf90	1	0	2	0	0	0
C10orf95	0	8	11	0	0	3
C10orf99	0	0	0	0	0	0
C11orf1	72	78	90	37	92	39
C11orf16	0	0	0	0	0	0
C11orf21	0	0	0	0	0	0
C11orf24	253	171	291	228	184	123
C11orf42	0	0	0	0	0	0
C11orf45	10	0	16	2	8	17
C11orf49	166	75	72	91	169	104
C11orf52	23	0	5	8	3	21
C11orf53	0	0	0	0	0	0
C11orf54	67	19	44	43	35	34
C11orf58	660	532	687	345	654	498
C11orf65	16	12	23	0	7	23
C11orf68	229	90	130	161	77	42
C11orf71	93	77	62	32	60	92
C11orf80	26	13	9	0	37	10
C11orf86	0	0	0	0	0	0
C11orf87	0	0	0	0	0	0
C11orf91	19	3	0	4	0	0
C11orf94	0	0	0	0	0	0
C11orf96	131	147	186	145	217	196
C11orf97	0	0	0	0	0	0
C11orf98	209	83	153	90	125	126
C12orf29	438	328	420	191	421	349
C12orf4	74	95	151	159	131	68
C12orf40	0	0	0	0	0	0
C12orf42	0	0	0	0	3	0
C12orf43	742	490	547	439	581	549
C12orf50	0	0	0	0	0	0
C12orf54	0	0	0	0	0	0
C12orf56	0	0	0	0	0	0
C12orf57	171	81	213	172	118	179
C12orf60	8	9	7	0	16	13
C12orf71	0	0	0	0	0	0
C12orf73	440	525	366	263	483	352
C12orf75	101	102	191	66	52	85
C12orf76	122	124	82	82	145	121
C13orf42	0	0	0	0	0	0
C13orf46	0	0	0	0	0	0
C14orf119	347	323	447	355	397	334
C14orf132	77	131	247	67	123	71
C14orf180	0	0	0	0	0	0
C14orf28	8	15	12	54	20	15
C14orf39	0	0	0	0	0	0
C14orf93	18	19	10	12	4	44
C15orf39	488	261	451	328	217	204
C15orf40	184	225	294	149	190	194
C15orf48	6	2	11	0	0	5
C15orf61	873	589	789	559	730	822
C15orf62	1	0	2	0	0	0
C15orf65	17	10	30	1	51	22
C16orf46	7	32	38	21	36	41
C16orf54	0	0	0	0	0	0
C16orf72	921	705	1086	602	892	733
C16orf74	20	35	27	45	12	2
C16orf78	0	0	0	0	0	0
C16orf82	0	0	0	0	0	0
C16orf86	9	0	0	0	0	1
C16orf87	565	297	602	459	677	421
C16orf89	0	0	6	9	0	0
C16orf90	0	0	0	0	0	0
C16orf91	486	359	420	347	555	431
C16orf92	0	0	0	0	0	0
C16orf95	36	7	22	0	39	24
C16orf96	0	0	0	0	0	0
C17orf100	119	85	122	182	120	148
C17orf107	0	0	0	0	0	0
C17orf113	6	5	8	3	24	21
C17orf114	0	0	4	0	0	0
C17orf49	169	88	215	63	54	51
C17orf50	4	1	5	0	8	0
C17orf58	424	411	431	266	352	343
C17orf64	0	0	0	0	0	0
C17orf67	0	0	0	0	0	0
C17orf75	132	84	234	61	144	105
C17orf78	0	0	0	0	0	0
C17orf80	259	217	297	169	271	250
C17orf97	0	0	0	0	0	0
C17orf98	0	0	0	0	0	0
C17orf99	0	3	0	0	0	0
C18orf21	329	330	311	234	309	286
C18orf25	137	100	208	62	256	105
C18orf32	344	325	292	161	309	264
C18orf54	85	95	121	12	106	84
C18orf63	0	0	0	0	0	0
C19orf12	357	293	443	239	225	254
C19orf18	4	0	0	2	0	5
C19orf25	297	145	319	223	177	269
C19orf33	0	0	0	0	0	0
C19orf38	0	0	0	3	0	0
C19orf44	42	31	89	53	44	20
C19orf47	305	161	243	79	309	246
C19orf53	702	387	658	522	338	259
C19orf54	166	125	191	235	142	101
C19orf67	0	0	0	0	0	0
C19orf71	0	0	0	0	0	0
C19orf73	30	20	12	4	52	40
C19orf81	0	3	7	0	1	0
C19orf84	0	0	0	0	0	0
C19orf85	0	0	0	0	0	0
C1D	73	44	174	76	67	47
C1GALT1	156	109	185	179	167	112
C1GALT1C1	0	0	0	0	0	0
C1GALT1C1L	25	27	28	28	74	51
C1QA	0	0	0	0	0	0
C1QB	0	0	0	0	0	0
C1QBP	1737	1338	2016	1066	1985	1481
C1QC	0	0	0	0	0	0
C1QL1	0	2	6	0	0	0
C1QL2	1	0	0	0	2	0
C1QL3	0	0	0	0	0	0
C1QL4	0	0	0	0	0	0
C1QTNF1	18	30	23	6	3	20
C1QTNF12	0	0	0	0	0	0
C1QTNF2	10	0	5	0	0	0
